NODE	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	
N1	0.00435903	0.00826625	0.0186488	0.0395302	0.0730662	0.114951	0.152336	0.169019	0.156334	0.120163	0.0765672	0.0403739	0.0175961	0.00633366	0.00188218	0.000461771	9.3558e-05	1.56628e-05	2.16845e-06	2.48524e-07	2.36086e-08	1.86155e-09	1.22031e-10	6.66224e-12	3.03486e-13	3.67222e-17	6.55977e-18	1.07377e-18	1.61249e-19	2.22417e-20	2.8214e-21	3.29572e-22	3.54997e-23	3.53152e-24	3.2518e-25	2.79104e-26	2.35652e-27	3.11205e-28	
N2	0.00143504	0.00280664	0.00644442	0.0146708	0.0305923	0.05642	0.0905684	0.125582	0.149843	0.153558	0.135043	0.101898	0.065995	0.0367146	0.0175639	0.0072352	0.0025705	0.000789031	0.000209658	4.83225e-05	9.68121e-06	1.68965e-06	2.57462e-07	3.43286e-08	4.01429e-09	4.12627e-10	3.73673e-11	2.98812e-12	2.11481e-13	1.32775e-14	7.41304e-16	3.69091e-17	1.64512e-18	6.6086e-20	2.42861e-21	8.49029e-23	3.16511e-24	1.94781e-25	
N3	0.00126282	0.00224133	0.00458241	0.00949732	0.0186843	0.0338219	0.0554893	0.0818699	0.108165	0.127654	0.134387	0.126105	0.105446	0.0785711	0.0521861	0.0309115	0.0163397	0.00771396	0.00325554	0.0012295	0.000415992	0.000126245	3.44082e-05	8.43352e-06	1.86144e-06	3.70508e-07	6.6602e-08	1.08285e-08	1.59481e-09	2.1312e-10	2.58891e-11	2.86552e-12	2.90052e-13	2.70441e-14	2.36295e-15	2.0248e-16	1.94203e-17	3.36513e-18	
N4	2.41118e-05	5.06785e-05	0.000130829	0.000348261	0.000890218	0.00212821	0.00470803	0.00958877	0.017928	0.0307147	0.0481583	0.0690463	0.090472	0.108305	0.118433	0.118302	0.10796	0.0900336	0.0686428	0.0478703	0.030557	0.0178685	0.0095812	0.00471639	0.0021342	0.000889119	0.000341614	0.000121283	3.9873e-05	1.21664e-05	3.45384e-06	9.14504e-07	2.26443e-07	5.26055e-08	1.15396e-08	2.44472e-09	5.53884e-10	2.03493e-10	
N5	9.94311e-15	5.60451e-14	4.20489e-13	3.10466e-12	2.15953e-11	1.40346e-10	8.49254e-10	4.77283e-09	2.48594e-08	1.19781e-07	5.33046e-07	2.18781e-06	8.27127e-06	2.87706e-05	9.19781e-05	0.000269994	0.000727062	0.00179465	0.00405753	0.00839718	0.0158986	0.0275264	0.0435696	0.06304	0.0833863	0.100877	0.111697	0.113343	0.105609	0.0906234	0.0719324	0.0531662	0.0369644	0.024565	0.0160207	0.0107404	0.00804699	0.00761504	
N6	5.42483e-18	3.83756e-17	4.20398e-16	4.68373e-15	4.89697e-14	4.73045e-13	4.20446e-12	3.43141e-11	2.56744e-10	1.75853e-09	1.10102e-08	6.29244e-08	3.27804e-07	1.55445e-06	6.70065e-06	2.62212e-05	9.30285e-05	0.00029885	0.00086823	0.00227852	0.00539546	0.0115167	0.0221394	0.0383014	0.0595995	0.0833927	0.104935	0.118825	0.121271	0.11187	0.0937498	0.0719852	0.0513789	0.0349129	0.0234863	0.0166241	0.0134664	0.0135767	
POCUEN_Otiorhynchus_armadillo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
POCUEN_Chlorophanus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
POCUEN_Dyslobus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
N7	7.10648e-06	1.55146e-05	4.30515e-05	0.000125964	0.000357099	0.000947448	0.00231927	0.0052058	0.0106828	0.0200102	0.034179	0.0531994	0.0754176	0.0973388	0.114346	0.122232	0.118886	0.105204	0.0847055	0.0620603	0.0413829	0.0251217	0.0138882	0.00699505	0.00321145	0.0013447	0.00051388	0.000179371	5.72431e-05	1.67237e-05	4.48113e-06	1.1046e-06	2.51869e-07	5.37114e-08	1.0973e-08	2.27773e-09	5.64664e-10	2.51251e-10	
N8	6.57908e-07	1.69087e-06	5.80046e-06	2.09131e-05	7.2137e-05	0.000230241	0.000671689	0.00178207	0.00428924	0.00935151	0.0184488	0.0329056	0.0530251	0.0771511	0.101305	0.119997	0.128178	0.123441	0.107161	0.0838536	0.0591458	0.0376092	0.0215635	0.0111513	0.00520328	0.00219166	0.000833778	0.000286666	8.91364e-05	2.50862e-05	6.3962e-06	1.47936e-06	3.11086e-07	5.9818e-08	1.07074e-08	1.895e-09	4.0237e-10	1.64184e-10	
N9	1.7897e-09	7.53204e-09	4.33856e-08	2.51621e-07	1.35708e-06	6.63973e-06	2.91875e-05	0.000114737	0.000402176	0.00125428	0.00347408	0.00853174	0.0185494	0.0356542	0.0605111	0.090576	0.11946	0.138711	0.141711	0.127321	0.100574	0.0698448	0.0426479	0.0229044	0.0108249	0.00450523	0.00165265	0.0005349	0.000152938	3.86809e-05	8.66721e-06	1.72361e-06	3.04964e-07	4.82365e-08	6.91348e-09	9.41997e-10	1.45737e-10	4.42117e-11	
N10	5.85808e-28	7.44981e-26	1.05492e-23	1.36072e-21	1.54141e-19	1.50289e-17	1.24385e-15	8.63233e-14	4.96026e-12	2.32673e-10	8.76413e-09	2.59962e-07	5.93055e-06	0.000101073	0.00124068	0.0104669	0.0570809	0.185608	0.32489	0.276683	0.114641	0.0255704	0.00340081	0.000292387	1.72779e-05	7.35425e-07	2.33869e-08	5.72038e-10	1.10194e-11	1.70471e-13	2.15306e-15	2.25191e-17	1.97584e-19	1.47386e-21	9.51677e-24	5.50176e-26	3.06481e-28	2.23422e-30	
POCUCU_Gymnetron_antirhini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUEN_Naupactus_xanthographus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N11	1.09169e-11	6.22311e-11	5.24117e-10	4.40446e-09	3.3815e-08	2.32235e-07	1.41698e-06	7.65328e-06	3.64904e-05	0.000153208	0.000565122	0.00182721	0.00516766	0.0127579	0.0274428	0.0513434	0.0834207	0.117545	0.143476	0.151567	0.138483	0.10939	0.0746951	0.0440967	0.0225164	0.00995096	0.00380992	0.00126523	0.000364965	9.15974e-05	2.00406e-05	3.83135e-06	6.42099e-07	9.48709e-08	1.25302e-08	1.54515e-09	2.08567e-10	5.38855e-11	
POCUCE_Phytobius_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUCU_Gymnetron_tetrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
