NODE	16	17	18	19	20	
N1	0.0118822	0.988118	1.48125e-19	1.52103e-39	5.65703e-60	
POLALA_Cryptolestes_sp	0	0	1	0	0	
N2	0.00014948	0.999851	2.66485e-10	4.73544e-31	7.9793e-54	
N3	1.98211e-05	0.99998	9.26434e-21	4.63005e-43	5.93399e-66	
POLALU_Luciola_lateralis	0	1	0	0	0	
POLALU_Luciola_cruciata	0	1	0	0	0	
N4	6.79421e-07	0.0826974	0.917302	1.09932e-11	2.13611e-35	
N5	7.46573e-09	0.0121951	0.987805	5.61232e-22	2.10003e-44	
POLAPH_Bicellonycha_sp	0	0	1	0	0	
POLAPH_Photuris_sp	0	0	1	0	0	
N6	1.0639e-09	0.00181062	0.218496	0.779693	7.86382e-24	
POLALA_Lucidota_sp	0	0	0	1	0	
N7	3.45958e-13	1.42021e-05	0.0279392	0.972047	7.06885e-24	
N8	1.50668e-16	1.34172e-07	0.00383721	0.996163	2.27127e-23	
N9	3.27541e-20	8.21018e-10	0.000422993	0.999577	1.73552e-23	
POLALA_Photinus_pyralis	0	0	0	1	0	
N10	4.4764e-26	1.57977e-13	8.30279e-06	0.999992	4.19533e-24	
POLALA_Ellychnia_corrusca	0	0	0	1	0	
POLALA_Ellychnia_californica	0	0	0	1	0	
POLALA_Photinus_australis	0	0	0	1	0	
N11	1.76613e-16	1.49656e-07	0.00403745	0.995962	5.21064e-23	
POLALA_Aspisoma_sp	0	0	0	1	0	
N12	4.40314e-23	9.32094e-12	4.50926e-05	0.999955	5.58323e-24	
POLALA_Pyractomena_borealis	0	0	0	1	0	
POLALA_Pyractomena_angulata	0	0	0	1	0	
