NODE	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	
N1	0.133678	0.1463	0.159706	0.160924	0.143266	0.110362	0.0728801	0.041096	0.019757	0.00809425	0.00282619	0.000841272	0.000213594	4.62815e-05	8.56386e-06	1.3542e-06	1.83142e-07	2.12007e-08	2.10266e-09	1.78845e-10	1.30597e-11	8.1966e-13	6.46173e-17	1.39393e-17	2.79309e-18	5.20213e-19	9.01256e-20	1.4535e-20	2.18384e-21	3.05929e-22	3.99929e-23	4.8831e-24	5.57417e-25	5.95579e-26	5.96845e-27	5.65774e-28	5.41159e-29	8.41298e-30	
N2	0.0549345	0.0750944	0.10003	0.123782	0.138637	0.138766	0.123329	0.0969809	0.0673439	0.0412581	0.0222975	0.0106343	0.00447932	0.00166807	0.000549864	0.000160664	4.1671e-05	9.6084e-06	1.9726e-06	3.61142e-07	5.90548e-08	8.63899e-09	1.13239e-09	1.33212e-10	1.40864e-11	1.34105e-12	1.15118e-13	8.924e-15	6.25665e-16	3.97337e-17	2.28961e-18	1.19987e-19	5.73972e-21	2.52507e-22	1.03959e-23	4.18755e-25	1.86236e-26	1.40024e-27	
N3	0.0330241	0.0452162	0.0615998	0.0806261	0.0991642	0.113173	0.118989	0.114756	0.101245	0.0815741	0.0599584	0.0401796	0.0245417	0.013663	0.00693453	0.00320977	0.0013556	0.00052269	0.000184124	5.93002e-05	1.74758e-05	4.71657e-06	1.16686e-06	2.64869e-07	5.52184e-08	1.05833e-08	1.86678e-09	3.03374e-10	4.54762e-11	6.29626e-12	8.06485e-13	9.58062e-14	1.06021e-14	1.10308e-15	1.10244e-16	1.11514e-17	1.30694e-18	2.76763e-19	
N4	0.00140587	0.00232843	0.0042555	0.00782696	0.0138232	0.0229702	0.0356228	0.0513991	0.0689239	0.0858668	0.0993806	0.106863	0.106772	0.0991439	0.0855742	0.0686762	0.0512629	0.0356052	0.0230227	0.0138672	0.00778609	0.00407853	0.00199503	0.000912262	0.000390422	0.000156591	5.89438e-05	2.08552e-05	6.94689e-06	2.18213e-06	6.4745e-07	1.81764e-07	4.83759e-08	1.22436e-08	2.97042e-09	7.10856e-10	1.87972e-10	8.13144e-11	
N5	1.53816e-11	5.99609e-11	3.03629e-10	1.52381e-09	7.21065e-09	3.19152e-08	1.31974e-07	5.09733e-07	1.83843e-06	6.18925e-06	1.94406e-05	5.69426e-05	0.000155447	0.000395282	0.000935807	0.00206162	0.00422462	0.00804932	0.014256	0.0234646	0.0358896	0.0510133	0.0673984	0.0828032	0.0946608	0.100799	0.100125	0.0929616	0.0809047	0.0662603	0.0513453	0.0379308	0.0269982	0.018802	0.0131223	0.00956614	0.0078355	0.0079562	
N6	2.86571e-14	1.29327e-13	8.60215e-13	5.9724e-12	3.96469e-11	2.46232e-10	1.42191e-09	7.61702e-09	3.78032e-08	1.73648e-07	7.3758e-07	2.89442e-06	1.04845e-05	3.50263e-05	0.00010783	0.000305653	0.000797125	0.00191124	0.00421016	0.00851555	0.0158062	0.026913	0.0420236	0.0601704	0.0790134	0.0952075	0.105375	0.107315	0.100848	0.087837	0.0713909	0.0547099	0.0401575	0.0289087	0.0211457	0.0165409	0.0147721	0.0159677	
POCUEN_Otiorhynchus_armadillo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
POCUEN_Chlorophanus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
POCUEN_Dyslobus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
