NODE	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	
N1	0.337057	0.277894	0.190695	0.109584	0.0529498	0.0215708	0.00742261	0.00216024	0.000532272	0.000111126	1.96743e-05	2.95634e-06	3.77392e-07	4.09718e-08	3.7876e-09	2.98559e-10	2.00976e-11	1.15725e-12	5.79651e-17	1.19305e-17	2.27751e-18	4.03659e-19	6.64938e-20	1.01912e-20	1.45487e-21	1.93667e-22	2.4066e-23	2.79483e-24	3.03681e-25	3.09192e-26	2.96401e-27	2.78921e-28	3.83782e-29	
N2	0.260289	0.241312	0.194335	0.136759	0.0844933	0.045999	0.0221309	0.00943138	0.00356699	0.00119921	0.000358935	9.57864e-05	2.28248e-05	4.86396e-06	9.28397e-07	1.58981e-07	2.44652e-08	3.38911e-09	4.23354e-10	4.77709e-11	4.87778e-12	4.51478e-13	3.79454e-14	2.9009e-15	2.02074e-16	1.28494e-17	7.47459e-19	3.98971e-20	1.96463e-21	9.02589e-23	3.97242e-24	1.80851e-25	1.28158e-26	
POCHCA_Agroiconota_propinqua	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.207365	0.202987	0.18105	0.146794	0.107756	0.0713061	0.042377	0.0225515	0.0107239	0.00455074	0.00172205	0.000580951	0.000174752	4.68903e-05	1.1231e-05	2.40328e-06	4.59925e-07	7.88074e-08	1.21057e-08	1.66931e-09	2.0693e-10	2.3093e-11	2.32361e-12	2.11124e-13	1.73494e-14	1.29147e-15	8.72228e-17	5.35322e-18	2.99088e-19	1.52553e-20	7.18764e-22	3.40356e-23	2.9455e-24	
N4	0.213413	0.208819	0.185534	0.148656	0.106513	0.0677337	0.0380081	0.0187448	0.00810454	0.00306773	0.00101605	0.000294476	7.47262e-05	1.66183e-05	3.24285e-06	5.56076e-07	8.39325e-08	1.11713e-08	1.31371e-09	1.36772e-10	1.2633e-11	1.03743e-12	7.59093e-14	4.95976e-15	2.90003e-16	1.52077e-17	7.1678e-19	3.04316e-20	1.16678e-21	4.05847e-23	1.30154e-24	4.18408e-26	2.25087e-27	
N5	0.197601	0.200603	0.187835	0.157445	0.11543	0.0729763	0.0394817	0.0182101	0.00714834	0.00238708	0.000678261	0.0001641	3.38433e-05	5.95794e-06	8.96794e-07	1.15632e-07	1.27982e-08	1.21863e-09	1.00063e-10	7.10279e-12	4.36963e-13	2.33591e-14	1.08797e-15	4.42677e-17	1.57774e-18	4.93886e-20	1.36149e-21	3.31394e-23	7.14108e-25	1.36628e-26	2.33531e-28	3.72844e-30	9.48279e-32	
N6	0.24761	0.235008	0.196566	0.143818	0.0911667	0.0496227	0.0230278	0.0090653	0.00301806	0.000848456	0.000201355	4.03659e-05	6.84515e-06	9.83806e-07	1.2012e-07	1.24927e-08	1.10993e-09	8.45018e-11	5.53036e-12	3.12159e-13	1.52465e-14	6.46512e-16	2.388e-17	7.70844e-19	2.18163e-20	5.43073e-22	1.19277e-23	2.31856e-25	4.00164e-27	6.15844e-29	8.54364e-31	1.12772e-32	2.26537e-34	
POCHCR_Pachybrachis_sp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.2639	0.246422	0.199661	0.139356	0.0829498	0.0416929	0.0175505	0.00614981	0.00178668	0.000429431	8.53261e-05	1.40214e-05	1.90805e-06	2.15451e-07	2.02379e-08	1.58607e-09	1.04048e-10	5.73338e-12	2.66339e-13	1.04697e-14	3.49597e-16	9.95403e-18	2.42601e-19	5.08047e-21	9.17622e-23	1.43476e-24	1.94904e-26	2.3085e-28	2.39223e-30	2.17625e-32	1.74474e-34	1.25819e-36	1.30477e-38	
