NODE	17	18	19	20	21	22	
N1	0.121633	0.878367	5.73044e-20	2.92143e-40	3.80573e-61	3.69608e-82	
POLALA_Cryptolestes_sp	0	0	1	0	0	0	
N2	0.0111847	0.988815	2.80474e-10	2.317e-32	3.55915e-55	2.98018e-63	
N3	0.00248308	0.997517	2.34582e-10	8.31116e-32	5.17035e-54	1.51859e-76	
POLALU_Luciola_lateralis	0	0	1	0	0	0	
POLALU_Luciola_cruciata	0	1	0	0	0	0	
N4	0.000692481	0.382527	0.616781	3.26767e-23	9.54256e-47	8.26374e-55	
N5	7.99712e-05	0.155192	0.844729	1.44898e-11	1.83642e-33	7.85908e-56	
POLAPH_Bicellonycha_sp	0	0	0	1	0	0	
POLAPH_Photuris_sp	0	0	1	0	0	0	
N6	0.000119984	0.21685	0.78303	3.02991e-23	1.57453e-46	1.22336e-54	
POLALA_Lucidota_sp	0	0	1	0	0	0	
N7	1.36154e-05	0.0996423	0.900344	2.05979e-22	3.88831e-45	1.39851e-68	
N8	5.30098e-07	0.0274191	0.97258	1.06698e-22	1.50005e-45	7.66769e-69	
N9	5.59418e-09	0.0039626	0.996037	3.24375e-22	3.14136e-45	8.17281e-69	
POLALA_Photinus_pyralis	0	0	1	0	0	0	
N10	6.71109e-13	5.32097e-05	0.999947	1.26975e-11	1.39784e-35	3.67669e-60	
POLALA_Ellychnia_corrusca	0	0	0	1	0	0	
POLALA_Ellychnia_californica	0	0	1	0	0	0	
POLALA_Photinus_australis	0	0	1	0	0	0	
N11	1.58531e-07	0.0124145	0.987585	2.6882e-11	9.4243e-23	2.3976e-45	
POLALA_Aspisoma_sp	0	0	0	0	1	0	
N12	1.64189e-10	0.000564643	0.999435	1.37348e-22	1.59863e-45	3.84977e-69	
POLALA_Pyractomena_borealis	0	0	1	0	0	0	
POLALA_Pyractomena_angulata	0	0	1	0	0	0	
