NODE	36	37	38	39	40	41	42	43	44	45	46	47	48	49	
N1	5.74359e-06	9.49114e-05	0.000522065	0.00184826	0.00510274	0.0118571	0.0240392	0.0433705	0.0705098	0.104238	0.141132	0.176027	0.203226	0.218027	
N2	6.75809e-05	0.000566341	0.00206168	0.00534854	0.0114395	0.0214132	0.0361311	0.055894	0.0801616	0.107462	0.135549	0.161773	0.18352	0.198613	
N3	1.97038e-07	3.47292e-06	3.23782e-05	0.000221469	0.00117931	0.00495574	0.0164473	0.0429597	0.0880054	0.141517	0.180664	0.189153	0.17447	0.16039	
POCHCH_Cyrtonus_rotundatus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
POCHCH_Cyrtonus_majoricensis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N4	0.000199276	0.00167679	0.00607872	0.0154158	0.0313817	0.0541244	0.0811436	0.10728	0.126338	0.133793	0.129119	0.116324	0.102425	0.0947001	
N5	0.00373191	0.0266801	0.0746368	0.134128	0.179084	0.188398	0.160665	0.112878	0.0660561	0.0325065	0.0136213	0.00500465	0.00177786	0.000832557	
POCHCH_Cyrtonus_dufouri	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Cyrtonus_cupreovirens	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N6	3.12851e-05	0.000296505	0.00128191	0.00401379	0.0102436	0.0221777	0.0414318	0.0674917	0.0968478	0.124039	0.144416	0.156676	0.163167	0.167886	
POCHCH_Cyrtonus_ruficornis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCHCH_Cyrtonus_cylindricus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N7	4.74818e-05	0.000407797	0.00154056	0.00418007	0.00937968	0.0184043	0.0324337	0.0521286	0.0772082	0.106235	0.136726	0.165571	0.189602	0.206135	
POCHCH_Cyrtonus_elegans	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
N8	4.33424e-05	0.000368104	0.00137262	0.00368916	0.00825967	0.0163136	0.0291842	0.047939	0.0728841	0.103106	0.136259	0.168764	0.196433	0.215384	
N9	4.46371e-05	0.000389995	0.00151042	0.00421584	0.00972013	0.0194922	0.0348002	0.0560413	0.0821992	0.110849	0.138849	0.163376	0.182639	0.195872	
POCHCH_Cyrtonus_puncticeps	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N10	1.05056e-08	2.74213e-07	3.96008e-06	4.14854e-05	0.000329128	0.00198654	0.00905567	0.0308225	0.0774668	0.142936	0.195101	0.204313	0.180018	0.157926	
N11	8.34378e-18	3.41788e-15	9.14656e-13	1.74907e-10	2.34254e-08	2.10262e-06	0.000118752	0.00384853	0.0617613	0.373534	0.445164	0.105296	0.00966628	0.000608447	
POCHCH_Cyrtonus_arcasi	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
POCHCH_Cyrtonus_pardoi	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N12	3.2617e-12	2.20249e-10	9.52107e-09	3.02152e-07	6.97468e-06	0.000114197	0.00128546	0.00959429	0.0456422	0.13339	0.23512	0.256658	0.190681	0.127507	
POCHCH_Cyrtonus_contractus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCHCH_Cyrtonus_fairmairei	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
POCHCH_Cyrtonus_plumbeus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
