"rate","type"
0.00732743202056146,"fission"
0.017217760846773,"fission"
0.0131789871190642,"fission"
-0.00199275295002805,"fission"
0.0224227718719678,"fission"
0.0168115202531304,"fission"
0.00589114286435818,"fission"
-0.00649403906499469,"fission"
-0.000455692079137543,"fission"
-0.00264137246836724,"fission"
0.00175980804096626,"fission"
-0.00107229948190357,"fission"
0.0111228275983457,"fission"
0.00838060549952644,"fission"
0.00445790171520706,"fission"
-0.00190820401480911,"fission"
-0.00539616972286268,"fission"
0.0145599744733984,"fission"
-0.00471998871711819,"fission"
-0.00532748644528942,"fission"
-0.00601878272788835,"fission"
0.00111219550788125,"fission"
-0.00264081068074652,"fission"
0.00125383696884581,"fission"
-0.0135494800388905,"fission"
-0.00014434725308712,"fission"
0.00325508841782459,"fission"
-0.00477166738803272,"fission"
-0.00293298363342389,"fission"
-0.012088472711227,"fission"
0.00199881565282824,"fission"
0.00407995166802885,"fission"
0.00125683775409024,"fission"
0.0103398410596022,"fission"
0.00564789058242311,"fission"
0.00555003835291201,"fission"
-0.0140447835152282,"fission"
-0.000512898598466177,"fission"
0.00581800442087815,"fission"
0.0122184600852283,"fission"
0.00645587861937011,"fission"
0.00698293585357435,"fission"
0.00658276201331087,"fission"
0.00287661233821753,"fission"
0.0204242305915123,"fission"
0.0226272920804922,"fission"
0.0192933985950546,"fission"
0.00104442904749926,"fission"
6.13576292189076e-05,"fission"
-0.00569867324797254,"fission"
0.00329843482166341,"fission"
0.0147965342671535,"fission"
-5.63526242435691e-05,"fission"
-0.00191572970217087,"fission"
-0.0145451136733527,"fission"
-0.00787309358202863,"fission"
-0.00380972816364529,"fission"
-0.0105424029758557,"fission"
-0.0050956604617698,"fission"
-0.00700997175207128,"fission"
0.000748788725743946,"fission"
-0.0150183821236046,"fission"
-0.00279902975404473,"fission"
-0.00170369156768397,"fission"
0.00403039893523704,"fission"
-0.00386398089836196,"fission"
-0.000702471468673633,"fission"
0.0044531328517917,"fission"
-0.00662870527164424,"fission"
0.00176578594009142,"fission"
-0.000795842460029388,"fission"
-0.00303152412964959,"fission"
-0.00256869895235865,"fission"
-0.00755924374277778,"fission"
-0.00443472416338958,"fission"
