NODE	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	
N1	0.149549	0.156905	0.161603	0.154678	0.133206	0.101535	0.0679729	0.039822	0.0203826	0.00910809	0.00355225	0.00120914	0.000359256	9.31949e-05	2.1115e-05	4.18019e-06	7.23499e-07	1.09545e-07	1.45201e-08	1.68627e-09	1.71733e-10	1.53524e-11	1.20604e-12	8.92438e-17	2.20186e-17	5.10178e-18	1.11087e-18	2.27465e-19	4.38324e-20	7.95484e-21	1.36072e-21	2.19573e-22	3.34552e-23	4.81824e-24	6.56782e-25	8.48807e-26	1.04258e-26	1.22158e-27	1.37318e-28	1.49415e-29	1.59478e-30	1.69995e-31	1.84639e-32	2.07634e-33	2.43937e-34	3.54533e-35	
ADDYHY_Hydrovatus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N2	0.0776217	0.112219	0.14251	0.157442	0.152095	0.129151	0.0965714	0.0635692	0.0368077	0.0187349	0.00838021	0.00329425	0.00113831	0.0003459	9.24829e-05	2.17713e-05	4.51604e-06	8.26143e-07	1.33412e-07	1.90385e-08	2.40353e-09	2.68751e-10	2.66433e-11	2.34292e-12	1.82597e-13	1.25817e-14	7.63758e-16	4.06998e-17	1.89962e-18	7.77209e-20	2.81242e-21	9.32471e-23	3.18603e-24	1.43249e-25	9.49422e-27	7.59733e-28	6.15125e-29	4.75109e-30	3.46048e-31	2.38111e-32	1.55919e-33	9.84578e-35	6.15164e-36	4.04543e-37	3.33209e-38	5.90079e-39	
N3	0.044689	0.0642973	0.0848212	0.103196	0.115907	0.120177	0.115012	0.101596	0.082846	0.0623744	0.0433687	0.0278538	0.0165287	0.00906477	0.00459576	0.00215461	0.000934398	0.000374968	0.000139288	4.79146e-05	1.52699e-05	4.51042e-06	1.23543e-06	3.13954e-07	7.40612e-08	1.6227e-08	3.30416e-09	6.25645e-10	1.10233e-10	1.80839e-11	2.76417e-12	3.93931e-13	5.23796e-14	6.50276e-15	7.54288e-16	8.18078e-17	8.30208e-18	7.88921e-19	7.02522e-20	5.86697e-21	4.59993e-22	3.39356e-23	2.37563e-24	1.64167e-25	1.3553e-26	2.79934e-27	
N4	0.00799874	0.0141607	0.0250034	0.0414664	0.0630076	0.0869359	0.108608	0.122766	0.125567	0.116247	0.0974414	0.0739769	0.0508831	0.0317181	0.0179241	0.00918578	0.00427085	0.0018023	0.000690686	0.000240504	7.61433e-05	2.19341e-05	5.75336e-06	1.37531e-06	2.99879e-07	5.96992e-08	1.08617e-08	1.80793e-09	2.75606e-10	3.85205e-11	4.94177e-12	5.8258e-13	6.31851e-14	6.31201e-15	5.81466e-16	4.94534e-17	3.88771e-18	2.8283e-19	1.90633e-20	1.19184e-21	6.92016e-23	3.73752e-24	1.88569e-25	9.09213e-27	4.8619e-28	6.45048e-29	
ADDYHY_Stictotarsus_griseostriatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Nebrioporus_lanceolatus_M	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Hydroporus_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.0213501	0.036941	0.0617072	0.0929607	0.123061	0.1423	0.143906	0.127666	0.0996541	0.0686055	0.0417264	0.022448	0.010692	0.0045121	0.00168827	0.000560468	0.00016521	4.32765e-05	1.00828e-05	2.09138e-06	3.86588e-07	6.37519e-08	9.38973e-09	1.23662e-09	1.45803e-10	1.54094e-11	1.46166e-12	1.24597e-13	9.55752e-15	6.60582e-16	4.11934e-17	2.32071e-18	1.1827e-19	5.45964e-21	2.28593e-22	8.69316e-24	3.00737e-25	9.48263e-27	2.73277e-28	7.23069e-30	1.77099e-31	4.07703e-33	9.06597e-35	2.03222e-36	4.89648e-38	1.92222e-39	
