NODE	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	
N1	3.17523e-05	7.10981e-05	0.000231403	0.000809735	0.00267156	0.00785425	0.0200115	0.0435	0.0798961	0.123198	0.158784	0.170529	0.152284	0.112919	0.0694706	0.0354513	0.0150083	0.00527408	0.00153983	0.000373977	7.56686e-05	1.27774e-05	1.80419e-06	2.13482e-07	2.12167e-08	1.77536e-09	1.25398e-10	7.496e-12	3.80257e-13	4.40641e-17	8.4574e-18	1.50172e-18	2.47056e-19	3.77155e-20	5.3514e-21	7.06936e-22	8.7108e-23	1.00319e-23	1.0824e-24	1.09778e-25	1.05567e-26	1.01131e-27	1.41629e-28	
N2	6.36105e-06	1.86402e-05	7.64555e-05	0.000319119	0.00121616	0.00405422	0.0115873	0.0280849	0.0573401	0.0981628	0.140445	0.167529	0.166319	0.137269	0.0941291	0.0536236	0.025389	0.00999931	0.00328018	0.000897786	0.000205448	3.94033e-05	6.35092e-06	8.62762e-07	9.90958e-08	9.65508e-09	8.00698e-10	5.67156e-11	3.44338e-12	1.79825e-13	8.10651e-15	3.16559e-16	1.07452e-17	3.18116e-19	8.24174e-21	1.87467e-22	3.75555e-24	6.64663e-26	1.04231e-27	1.45257e-29	1.80602e-31	2.06109e-33	3.62989e-35	
N3	0.000105147	0.000236849	0.000687271	0.0020251	0.00556371	0.0137126	0.0297107	0.055951	0.090965	0.127133	0.152307	0.156097	0.136679	0.102157	0.0651512	0.0354533	0.0164678	0.00653394	0.00221682	0.000644006	0.000160455	3.43498e-05	6.33129e-06	1.00697e-06	1.38523e-07	1.65223e-08	1.71301e-09	1.54781e-10	1.22202e-11	8.45252e-13	5.13556e-14	2.74803e-15	1.29842e-16	5.43106e-18	2.01617e-19	6.65919e-21	1.96166e-22	5.16622e-24	1.21925e-25	2.58539e-27	4.95613e-29	9.0127e-31	2.68867e-32	
N4	0.000946524	0.00164489	0.00353872	0.00778384	0.016122	0.030463	0.0518324	0.0789131	0.107095	0.12921	0.138307	0.131133	0.109995	0.0815516	0.0534117	0.0308927	0.0157788	0.00711837	0.00283768	0.00100021	0.000311973	8.61893e-05	2.11142e-05	4.59205e-06	8.87796e-07	1.52791e-07	2.34416e-08	3.21096e-09	3.93287e-10	4.31413e-11	4.24497e-12	3.75276e-13	2.98551e-14	2.1408e-15	1.38586e-16	8.11237e-18	4.30117e-19	2.06944e-20	9.06044e-22	3.63176e-23	1.35857e-24	5.13809e-26	3.26501e-27	
N5	2.60654e-06	6.29404e-06	2.01503e-05	6.6888e-05	0.000212946	0.000630939	0.00171478	0.00424019	0.00949047	0.0191599	0.0348017	0.0567636	0.0830134	0.108722	0.1274	0.133471	0.124952	0.104496	0.0780523	0.0520739	0.031038	0.0165339	0.00787594	0.00335726	0.00128172	0.000438691	0.00013476	3.71992e-05	9.23936e-06	2.06771e-06	4.17554e-07	7.62011e-08	1.25867e-08	1.88472e-09	2.5625e-10	3.16862e-11	3.56946e-12	3.67024e-13	3.4546e-14	2.99743e-15	2.45988e-16	2.14394e-17	3.37098e-18	
POCHDO_Donacia_hirticollis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	8.92038e-11	5.31964e-10	4.44258e-09	3.70255e-08	2.83566e-07	1.93482e-06	1.15883e-05	6.04014e-05	0.000272344	0.00105723	0.00351903	0.0100065	0.0242269	0.0497908	0.0866308	0.127312	0.157735	0.164533	0.144369	0.106528	0.0661209	0.0345505	0.0152194	0.00566187	0.00178287	0.000476443	0.000108366	2.10442e-05	3.50072e-06	5.00556e-07	6.17351e-08	6.59053e-09	6.11139e-10	4.93971e-11	3.49215e-12	2.16657e-13	1.1835e-14	5.71087e-16	2.44277e-17	9.31063e-19	3.21365e-20	1.09204e-21	6.17509e-23	
POCHDO_Donacia_vulgaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	2.17959e-13	2.15224e-12	3.29526e-11	4.87749e-10	6.34525e-09	7.0782e-08	6.70367e-07	5.35618e-06	3.59128e-05	0.000201088	0.000935995	0.00360596	0.0114513	0.0298627	0.0637348	0.111	0.157371	0.181306	0.169554	0.128659	0.0792418	0.0396564	0.0161537	0.00536859	0.00145997	0.000325978	5.99834e-05	9.13338e-06	1.1557e-06	1.22064e-07	1.08096e-08	8.06274e-10	5.08823e-11	2.72902e-12	1.24943e-13	4.90413e-15	1.65722e-16	4.84125e-18	1.22764e-19	2.71499e-21	5.28941e-23	9.59125e-25	2.72227e-26	
N8	1.90341e-15	3.13808e-14	7.80689e-13	1.76771e-11	3.39813e-10	5.465e-09	7.30174e-08	8.05822e-07	7.30502e-06	5.41017e-05	0.000325608	0.00158432	0.00620195	0.0194438	0.0486205	0.0966266	0.152176	0.189502	0.186341	0.144611	0.0886043	0.0429159	0.0164665	0.00501941	0.0012199	0.000237369	3.71502e-05	4.70019e-06	4.8326e-07	4.06005e-08	2.80275e-09	1.59872e-10	7.57731e-12	3.00061e-13	9.9817e-15	2.8041e-16	6.68665e-18	1.36022e-19	2.37191e-21	3.56274e-23	4.64218e-25	5.44543e-27	9.52028e-29	
N9	8.18533e-16	1.33757e-14	3.37655e-13	7.75769e-12	1.52007e-10	2.50933e-09	3.46694e-08	3.98479e-07	3.78719e-06	2.95838e-05	0.000188806	0.000978718	0.0040976	0.0137826	0.0370643	0.0793527	0.134776	0.18111	0.192218	0.161016	0.106492	0.0556888	0.0230823	0.00760884	0.00200308	0.000423182	7.21336e-05	9.97768e-06	1.12672e-06	1.04514e-07	8.01315e-09	5.1096e-10	2.7263e-11	1.22449e-12	4.65644e-14	1.50765e-15	4.17876e-17	9.96658e-19	2.05574e-20	3.68562e-22	5.7898e-24	8.34821e-26	1.8644e-27	
POCHDO_Donacia_clavipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHDO_Donacia_biimpressa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHDO_Donacia_subtilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
