NODE	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	
N1	0.0895352	0.106243	0.1355	0.164929	0.174208	0.149783	0.10073	0.0517403	0.0200313	0.00580811	0.00125912	0.000204393	2.49378e-05	2.29902e-06	1.61166e-07	8.65171e-09	3.58321e-10	1.15383e-11	2.91196e-13	2.30442e-17	2.91208e-18	3.34069e-19	3.68624e-20	5.47375e-21	
N2	0.0492111	0.0611852	0.0818884	0.10856	0.133673	0.146668	0.139893	0.114357	0.0795036	0.0468376	0.0233604	0.00987297	0.00354389	0.00108391	0.000283614	6.37799e-05	1.23894e-05	2.09009e-06	3.07936e-07	3.98495e-08	4.55658e-09	4.64345e-10	4.39147e-11	5.67722e-12	
POCHCA_Agroiconota_propinqua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N3	0.0345796	0.0475075	0.0725289	0.107815	0.143786	0.164405	0.157178	0.123894	0.0798924	0.0419753	0.0179387	0.00623565	0.00176512	0.000407723	7.70647e-05	1.19588e-05	1.5293e-06	1.61826e-07	1.42315e-08	1.04512e-09	6.44859e-11	3.39525e-12	1.66127e-13	1.35402e-14	
N4	0.045043	0.0603957	0.0885503	0.124628	0.155377	0.164626	0.145201	0.105488	0.0627808	0.0305308	0.012124	0.00393408	0.00104487	0.00022771	4.08477e-05	6.05328e-06	7.44044e-07	7.61847e-08	6.52856e-09	4.7071e-10	2.87789e-11	1.52151e-12	7.58107e-14	6.15402e-15	
N5	0.0302582	0.0434166	0.0698207	0.108154	0.148033	0.171039	0.162766	0.125871	0.0785368	0.0394021	0.0158789	0.0051433	0.00134142	0.000282466	4.81862e-05	6.68573e-06	7.57777e-07	7.0491e-08	5.40849e-09	3.44107e-10	1.82803e-11	8.23765e-13	3.40363e-14	2.26701e-15	
N6	0.0162502	0.027094	0.0511716	0.0902413	0.137163	0.173153	0.177964	0.147222	0.0973772	0.0513104	0.0215039	0.00716702	0.00190155	0.0004024	6.81002e-05	9.24715e-06	1.01134e-06	8.94706e-08	6.43396e-09	3.78355e-10	1.83704e-11	7.54422e-13	2.88572e-14	1.83038e-15	
POCHCR_Pachybrachis_sp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.0118737	0.0202327	0.040106	0.0753172	0.122469	0.165503	0.182042	0.161129	0.114043	0.0643303	0.0288826	0.0103218	0.00293938	0.00066832	0.000121642	1.77805e-05	2.09491e-06	1.99783e-07	1.54959e-08	9.83701e-10	5.16564e-11	2.30396e-12	9.56856e-14	6.00672e-15	
N8	3.12379e-07	2.0108e-06	1.60746e-05	0.000110735	0.00062738	0.00288221	0.0106239	0.0311306	0.0719364	0.130208	0.183612	0.200888	0.170056	0.111219	0.0561876	0.0219511	0.00664716	0.00156571	0.000288222	4.17206e-05	4.79267e-06	4.4724e-07	3.79023e-08	5.30251e-09	
N9	2.02019e-08	1.49485e-07	1.59184e-06	1.52839e-05	0.000119699	0.000743322	0.00361409	0.0136444	0.0397521	0.0889698	0.152501	0.199835	0.20004	0.152985	0.0894548	0.0400488	0.0137573	0.00363765	0.000744038	0.000118693	1.49889e-05	1.54454e-06	1.41459e-07	1.83446e-08	
POCHCL_Coptocephala_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
POCHCL_Lachnaia_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
