"rate","type"
0.0160356084350178,"fission"
0.0293607327901638,"fission"
0.0228919883398841,"fission"
0.017432175069468,"fission"
0.0242430514989375,"fission"
0.0313754613384797,"fission"
0.0292388818547087,"fission"
0.0242674630018611,"fission"
0.0275375148278664,"fission"
0.0299390071770106,"fission"
0.0302553424280985,"fission"
0.0223219852602667,"fission"
0.0180996898187889,"fission"
0.0291964018802255,"fission"
0.0433124090205718,"fission"
0.0469534970536297,"fission"
0.0409547483460925,"fission"
0.0334399670964481,"fission"
0.0300252901071372,"fission"
0.0218876977752665,"fission"
0.0191081108649729,"fission"
0.0310382303443387,"fission"
0.0552451073876601,"fission"
0.0120866942692385,"fission"
0.0329057076675719,"fission"
0.0424556271029874,"fission"
0.0176482455278419,"fission"
0.038078669234309,"fission"
0.0361385560759306,"fission"
0.0294996244081564,"fission"
0.0249937122446164,"fission"
0.0290980288242299,"fission"
0.0181765234998071,"fission"
0.0190998730272413,"fission"
0.026156510072249,"fission"
0.0312331390776124,"fission"
0.0129479195096711,"fission"
0.02803306743889,"fission"
0.0383041783661192,"fission"
0.0269470389521033,"fission"
0.0371708821566685,"fission"
0.0233369381098654,"fission"
0.0472388286724695,"fission"
0.0171492940755137,"fission"
0.014634349341769,"fission"
0.0408723968073185,"fission"
0.0246422134245668,"fission"
0.031750532966411,"fission"
0.0260582052212946,"fission"
0.0178737024602032,"fission"
0.0240429233714739,"fission"
0.0279653134352128,"fission"
0.0396440611086093,"fission"
0.0348143092957948,"fission"
0.0305752651992421,"fission"
0.0279580338052837,"fission"
0.0303823289185005,"fission"
0.0323777006972397,"fission"
0.0229496611480754,"fission"
0.0193627761713886,"fission"
0.0241225015291686,"fission"
0.0121520962850559,"fission"
0.024462874680722,"fission"
0.0233221545719015,"fission"
0.0189726188427491,"fission"
0.0394056075848246,"fission"
0.0350467171539943,"fission"
0.0289487324229764,"fission"
0.0424760230511444,"fission"
0.0255785329499519,"fission"
0.0220868578909379,"fission"
0.0250202463580575,"fission"
0.0326234101462462,"fission"
0.0413357773015938,"fission"
0.0118250439787659,"fission"
0.0404121497984459,"fission"
0.0398028251404733,"fission"
0.0308805195886739,"fission"
0.025321204457416,"fission"
0.0190667737564802,"fission"
0.0287670918964749,"fission"
0.0258153368035438,"fission"
0.0300156769241455,"fission"
0.0232304795800951,"fission"
0.0364050706817437,"fission"
0.0141791957322215,"fission"
0.0407685309328039,"fission"
0.0422000796831293,"fission"
0.0316366492110957,"fission"
0.0192674847700114,"fission"
0.0386979567617484,"fission"
0.0290305332784657,"fission"
0.0188756783679211,"fission"
0.0286211633869915,"fission"
0.0333321827937017,"fission"
0.0403509583599473,"fission"
0.0129675904196637,"fission"
0.0184483005183644,"fission"
0.0396888887696614,"fission"
0.0300920247535721,"fission"
0.0231715396761403,"fission"
0.0417378152514451,"fission"
0.0252130770019386,"fission"
0.0372888383874385,"fission"
0.0174747249549248,"fission"
0.0437818791087664,"fission"
0.0243652986620551,"fission"
0.0190466023659364,"fission"
0.0350480014493662,"fission"
0.020494044060806,"fission"
0.00956834557770825,"fission"
0.00764187925876246,"fission"
0.0107597242727543,"fission"
0.0343502101678957,"fission"
0.0222968321820247,"fission"
0.0293046946200262,"fission"
0.0281676124368044,"fission"
0.0508837836144874,"fission"
0.0307126206192026,"fission"
0.0311768026948196,"fission"
0.0133182709743617,"fission"
0.0198671161308795,"fission"
0.0214598752847432,"fission"
0.0172944343811895,"fission"
0.0101014695118442,"fission"
0.0189537587907687,"fission"
0.0140196317510846,"fission"
0.0430046444009094,"fission"
0.0340449573965141,"fission"
0.0287620728021846,"fission"
0.0189891609287629,"fission"
0.0323394586988961,"fission"
0.0179700781117476,"fission"
0.0276419204402944,"fission"
0.0318699746849733,"fission"
0.0172049308848389,"fission"
0.0178198940126266,"fission"
0.00575106521318227,"fission"
0.0135653726324272,"fission"
0.0459597269309362,"fission"
0.00557979436428168,"fission"
0.0398346878948353,"fission"
0.0331053729280814,"fission"
0.0186826348882921,"fission"
0.0485781292230468,"fission"
0.0121923654981595,"fission"
0.016395659543578,"fission"
0.0146850392703899,"fission"
0.0298495535865269,"fission"
0.0446601888270003,"fission"
0.0281151906398841,"fission"
0.0196231507887512,"fission"
0.0199415148354988,"fission"
0.0217234939235784,"fission"
0.0198971156675991,"fission"
0.0131085639320467,"fission"
0.0353990649858518,"fission"
0.0203721986013166,"fission"
0.0254236186689944,"fission"
0.0217519208910141,"fission"
0.012236288370039,"fission"
0.0337204850626322,"fission"
0.0332760624131439,"fission"
0.0141883084842096,"fission"
0.0343011563004878,"fission"
0.0444225634749632,"fission"
0.0339983153659144,"fission"
0.0310114958758512,"fission"
0.0230345656848262,"fission"
0.0490946619049333,"fission"
0.0255432776869461,"fission"
0.0214707524274558,"fission"
0.0199149529204046,"fission"
0.0229242751237695,"fission"
0.0349922186864909,"fission"
0.0355867586829583,"fission"
0.0333573754344554,"fission"
0.0247411275485532,"fission"
0.0273854832466172,"fission"
0.018908915335483,"fission"
0.0271156498107539,"fission"
0.0312163926859727,"fission"
0.0109948971574242,"fission"
0.0101629668991455,"fission"
0.0432995465291905,"fission"
0.0325338839291569,"fission"
0.0314205146561551,"fission"
0.0214039963165047,"fission"
0.0253265533991763,"fission"
0.0185569566519087,"fission"
0.0291690216265412,"fission"
0.0245510022930414,"fission"
0.0227950474266111,"fission"
0.032964114601837,"fission"
0.0545838602954102,"fission"
0.0650061199802046,"fission"
0.0392405062601411,"fission"
0.00446171961762483,"fission"
0.00127773596218875,"fission"
0.0224472017873603,"fission"
0.0348066288610754,"fission"
0.0213708197219843,"fission"
0.0321388456067236,"fission"
0.0429595640393282,"fission"
0.0147343778372651,"fission"
0.0308380190351165,"fission"
0.021048815431429,"fission"
0.0261090823783007,"fission"
0.02468307169127,"fission"
0.0284590519492251,"fission"
0.0326726407172852,"fission"
0.0340059938448155,"fission"
0.0177882279745746,"fission"
0.0589671884666956,"fission"
0.0422310968212454,"fission"
0.0277889947579191,"fission"
0.00628469526137906,"fission"
0.015196184617482,"fission"
0.0384630359995579,"fission"
0.0462542467453993,"fission"
0.0310416310059123,"fission"
0.0378666764466184,"fission"
0.0300256329460114,"fission"
0.0265674729030278,"fission"
0.0260618934534476,"fission"
0.0293498999092058,"fission"
0.0289568301395834,"fission"
0.039296461247703,"fission"
0.0281600444463028,"fission"
0.0244910147789034,"fission"
0.0235567029568855,"fission"
0.0276302162873748,"fission"
0.0337000247859145,"fission"
0.0273518515460389,"fission"
0.0319852075295571,"fission"
