"","asc1","desc1","asc2","desc2","pol1","pol2","tran12"
"101",0.0114532562309546,0.0211219608837017,0.0214393547184877,0.0282818718789086,0.00408911145831864,0.00987891911020249,0.00315516719260347
"102",0.00868546829218302,0.0135916905064013,0.0166925895143203,0.0279694160629315,0.00432121430821365,0.00916151447499584,0.00326160167156832
"103",0.0167494757417674,0.0241381466551414,0.0209220396621925,0.0267097457345285,0.00197701106120974,0.0110234169410253,0.00398955323429825
"104",0.0167610157195339,0.0204151667508389,0.0123902964462991,0.0234207562013686,0.00368348785345135,0.00984418717140234,0.00188950765104794
"105",0.0158895533867051,0.0122298788285561,0.034062275936801,0.0308457143108034,0.00447359887568067,0.0119365559506284,0.00466024692931808
"106",0.0154836703023787,0.0202645666541362,0.0321319764017266,0.0451234715482539,0.00289489610828941,0.00575285503329363,0.0018487325458465
"107",0.013981410498099,0.0156610481307306,0.0234523103910926,0.0268074298443289,0.00385480541721399,0.0144817328549317,0.00429587456929736
"108",0.0152319401755163,0.0183822078668107,0.0196897133304525,0.0297331572819834,0.00285949853570406,0.00848090916632749,0.00621699616552443
"109",0.0179446550038671,0.018096673390833,0.0139613663852927,0.0249185700162654,0.00357563611741841,0.0110155034089859,0.00102032814239533
"110",0.0145162327926983,0.0198541530650042,0.0197372284258658,0.0264443740296355,0.0026208074147286,0.0193223428402197,0.00641023626914481
"111",0.0171976963720573,0.018819941982684,0.021671474662756,0.0288859164080397,0.00282951503142345,0.0107390850845064,0.00151061471439397
"112",0.010456260334427,0.0207183978201777,0.0178421726233823,0.0193718989019961,0.00330806795593364,0.011124486600899,0.00410881339965636
"113",0.0137903622717637,0.0257226526311545,0.0281036210065949,0.0396168952622439,0.00351263339994097,0.0120590539358442,0.00438684807185111
"114",0.0155123751641826,0.0209886661201319,0.0273176872214153,0.0403885137116717,0.00399384127443436,0.0116235168019091,0.00302305131668165
"115",0.0147740800710609,0.020443488668176,0.00708404802581525,0.0151798020587933,0.0010718646889668,0.0163034454421442,0.00438145146102474
"116",0.0249436533128478,0.0262184061581919,0.0247851165585482,0.0174238446126915,0.00159880607733257,0.0126015355610627,0.00172274599272261
"117",0.0184599331732791,0.0216393101456418,0.0256347485205003,0.0136547857268652,0.00494679330106866,0.00388300859290604,0.00206790957444274
"118",0.011663046020673,0.0207706729968553,0.0181193500934813,0.040476916563859,0.00114677005375616,0.0131897056506652,0.00213427554155519
"119",0.0126589366497369,0.0335710867128252,0.0203790904378493,0.0431453335590549,0.00217489242059179,0.00795430916026116,0.00449051858609769
"120",0.0105613844482477,0.0326201489080086,0.0191427146876,0.0205895365010733,0.0029964763493297,0.0114694213573402,0.00312427890384301
"121",0.0255782134646406,0.0316519926514819,0.0103205741291235,0.0207827237526186,0.00296413513220546,0.00497016747126161,0.0043401669266977
"122",0.0243326918587269,0.0296182995491281,0.0193626894223843,0.0229776437094227,0.00309758656843723,0.0101651263622748,0.00222998596512644
"123",0.0221036807016779,0.0251804029592165,0.0136158391226556,0.0336133289126455,0.000688786487061288,0.00782628276480007,0.00371855095272536
"124",0.01624107301925,0.0307494869366609,0.0136498012667924,0.0498117557361082,0.00129212324079105,0.0137737681958294,0.00280531558689912
"125",0.0172291003904143,0.0345964602772306,0.0120808381475815,0.0281182294811553,0.000887782374520737,0.0156638853399048,0.00403157927715566
"126",0.0213318284594757,0.0303943263631515,0.0144250840810809,0.0287327291445483,0.0019540544403339,0.0139333892336333,0.0034363240150502
"127",0.0137205659244182,0.0147675521188578,0.0152793954285602,0.0243134979460916,0.00430339205125485,0.0117544257295154,0.00382731553008261
"128",0.0134218880264505,0.0163045218292815,0.0183610161886717,0.0209298969585737,0.00507593775522874,0.00881329835830988,0.00331198920534669
"129",0.0134533704687231,0.017850057855366,0.0143000273206541,0.0237530701157213,0.00502151105976318,0.0075464995723056,0.00337118040548957
"130",0.0142168739770269,0.0199490803864309,0.0153909962606929,0.0223326570313905,0.00503256833722811,0.0184736053883759,0.00400592712110905
"131",0.00980021097724608,0.0187747125325554,0.0110912391741777,0.036115558276485,0.00470969045188588,0.00927519239123362,0.00306036920195362
"132",0.0138918296395366,0.0155541176857688,0.0194025842431934,0.0280495548993085,0.00209252453702511,0.0109260027177904,0.0022401896589551
"133",0.0128771093093889,0.0154239583317985,0.0215010021299039,0.0248928334731816,0.00516088292689546,0.0120270831828446,0.00418321180640869
"134",0.0161326311612307,0.0193410834015214,0.0277062924218695,0.0229595916930414,0.00452305524959272,0.0113625827460243,0.00228631703717887
"135",0.0116885451861734,0.0143921315923591,0.010310654373375,0.0353689267150249,0.00412028919936068,0.0136549874184189,0.00291099445226893
"136",0.0134781682899933,0.0185524042956182,0.00990303802200861,0.0298575108267728,0.00459181516096211,0.0135585939683127,0.00356823131629802
"137",0.0133971364327759,0.0168823110309855,0.0195283529646665,0.0251868820706917,0.00270011233958071,0.00730850025031069,0.00302874080604191
