NODE	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	
N1	0.0275803	0.0294656	0.0331474	0.0385691	0.0455822	0.0538247	0.0626378	0.0710629	0.0779486	0.0821614	0.0828481	0.0796637	0.0728816	0.0633389	0.052234	0.0408474	0.0302779	0.0212693	0.0141592	0.00893364	0.00534352	0.00303095	0.00163104	0.000833117	0.000404156	0.000186325	8.16905e-05	3.40859e-05	1.35462e-05	5.13158e-06	1.85454e-06	6.39931e-07	2.11011e-07	6.65457e-08	2.009e-08	5.81363e-09	1.6171e-09	4.36153e-10	1.17691e-10	3.54415e-11	1.60394e-11	
ADDYHY_Hydrovatus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N2	0.02415	0.0280565	0.0334633	0.0403998	0.0486859	0.0578597	0.0671445	0.0754967	0.081754	0.0848671	0.0841566	0.0795054	0.0714159	0.0609024	0.0492534	0.037744	0.0273916	0.0188178	0.0122344	0.00752644	0.00438085	0.00241262	0.0012572	0.000619951	0.000289343	0.000127839	5.34822e-05	2.11925e-05	7.95667e-06	2.83166e-06	9.55759e-07	3.06175e-07	9.31913e-08	2.69967e-08	7.46542e-09	1.98131e-09	5.10067e-10	1.30309e-10	3.48557e-11	1.11539e-11	5.68887e-12	
N3	0.0233962	0.0268682	0.0313876	0.0368921	0.043179	0.0499035	0.0565962	0.0627027	0.067646	0.0709032	0.0720842	0.0709955	0.0676755	0.0623916	0.0555984	0.0478671	0.0398002	0.03195	0.024756	0.0185107	0.0133544	0.00929456	0.00624005	0.00404087	0.0025239	0.0015205	0.000883573	0.000495336	0.000267958	0.000139936	7.06e-05	3.4452e-05	1.62948e-05	7.49584e-06	3.37375e-06	1.50107e-06	6.72137e-07	3.12443e-07	1.58938e-07	9.60937e-08	7.64964e-08	
N4	6.78601e-06	1.23153e-05	2.84343e-05	6.98503e-05	0.000168812	0.000390203	0.000854382	0.00176623	0.00344296	0.00632473	0.0109448	0.0178354	0.027361	0.0395023	0.0536573	0.0685532	0.0823584	0.093018	0.0987447	0.0985079	0.092337	0.0813167	0.0672746	0.0522848	0.0381729	0.0261825	0.0168727	0.0102173	0.0058151	0.00311149	0.00156585	0.000741608	0.000330899	0.000139356	5.55945e-05	2.11624e-05	7.80347e-06	2.87713e-06	1.13181e-06	5.3635e-07	3.65375e-07	
ADDYHY_Stictotarsus_griseostriatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Nebrioporus_lanceolatus_M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Hydroporus_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.010719	0.0138198	0.0192016	0.0270569	0.0373282	0.0495637	0.0628178	0.0756689	0.0864024	0.0933484	0.0952888	0.0917968	0.0833764	0.0713409	0.0574672	0.0435556	0.0310464	0.0208047	0.0131029	0.00775418	0.0043112	0.0022517	0.00110472	0.000509127	0.000220418	8.96506e-05	3.42607e-05	1.23039e-05	4.15317e-06	1.31797e-06	3.93316e-07	1.10419e-07	2.91766e-08	7.26212e-09	1.70529e-09	3.79032e-10	8.03778e-11	1.65954e-11	3.52317e-12	8.9178e-13	3.81432e-13	
N6	0.0684066	0.0752965	0.0814423	0.0863131	0.0892911	0.089807	0.0874902	0.0822893	0.0745242	0.0648473	0.0541262	0.0432811	0.0331251	0.0242486	0.0169696	0.0113491	0.00725195	0.00442674	0.00258115	0.00143755	0.000764745	0.000388603	0.000188632	8.74738e-05	3.87557e-05	1.64072e-05	6.63789e-06	2.56676e-06	9.48793e-07	3.35336e-07	1.13352e-07	3.66607e-08	1.13529e-08	3.37085e-09	9.62279e-10	2.65659e-10	7.18218e-11	1.95373e-11	5.67005e-12	1.99099e-12	1.08402e-12	
ADDYDY_Cybister_sugillatus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.1454	0.15205	0.149157	0.137392	0.118742	0.0961193	0.0727185	0.0513034	0.0336845	0.0205462	0.011626	0.00609607	0.00295965	0.00132977	0.000552765	0.00021257	7.56323e-05	2.49041e-05	7.59207e-06	2.14382e-06	5.61055e-07	1.36174e-07	3.06732e-08	6.41696e-09	1.24781e-09	2.25719e-10	3.80154e-11	5.96611e-12	8.73264e-13	1.19318e-13	1.52326e-14	1.81869e-15	2.03292e-16	2.13021e-17	2.09633e-18	1.94353e-19	1.70793e-20	1.4416e-21	1.20655e-22	1.10437e-23	1.73329e-24	
ADDYDY_Cybister_tripunctatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N8	0.187152	0.190538	0.177011	0.149757	0.114902	0.079591	0.0495811	0.0276959	0.0138455	0.00618737	0.00247064	0.000881558	0.000281221	8.02713e-05	2.05238e-05	4.70651e-06	9.69413e-07	1.79624e-07	2.99901e-08	4.51953e-09	6.15838e-10	7.60092e-11	8.51266e-12	8.66632e-13	8.03417e-14	6.79426e-15	5.25032e-16	3.7137e-17	2.40838e-18	1.43433e-19	7.85713e-21	3.96502e-22	1.84608e-23	7.94181e-25	3.16139e-26	1.16613e-27	3.99214e-29	1.27175e-30	3.80894e-32	1.15154e-33	6.31003e-35	
