NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	
N1	0.39239	0.307243	0.185214	0.0826032	0.0260663	0.00560441	0.000799839	7.4701e-05	4.54698e-06	1.81038e-07	4.75787e-09	8.35868e-11	9.96191e-13	1.96682e-17	1.49168e-18	9.54278e-20	5.18907e-21	2.41602e-22	9.69883e-24	3.37906e-25	1.02822e-26	2.75202e-28	6.5638e-30	1.46309e-31	3.87497e-33	
N2	0.152402	0.165669	0.171668	0.162626	0.136114	0.0983843	0.0605781	0.0315334	0.0138241	0.0050968	0.0015805	0.000412677	9.08965e-05	1.69289e-05	2.67331e-06	3.59027e-07	4.11408e-08	4.03615e-09	3.402e-10	2.47253e-11	1.5555e-12	8.51545e-14	4.11681e-15	1.91346e-16	1.54884e-17	
N3	0.0809701	0.104532	0.136328	0.161093	0.164258	0.141537	0.101979	0.0610467	0.0302386	0.0123644	0.00416921	0.00115952	0.000266284	5.05952e-05	7.9747e-06	1.04601e-06	1.14584e-07	1.05237e-08	8.13676e-10	5.31913e-11	2.95368e-12	1.40197e-13	5.77744e-15	2.23746e-16	1.44292e-17	
POCUBR_Notaris_sp	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N4	0.0417615	0.0618701	0.0964655	0.136394	0.165259	0.167643	0.14068	0.0969612	0.0546505	0.0251289	0.00941725	0.00287699	0.000717339	0.000146263	2.44517e-05	3.36212e-06	3.81602e-07	3.5893e-08	2.80955e-09	1.83834e-10	1.01043e-11	4.69659e-13	1.87683e-14	6.98139e-16	4.21312e-17	
N5	0.0583921	0.0784124	0.112637	0.151622	0.175305	0.166107	0.126107	0.0760008	0.0362828	0.0137469	0.00415105	0.0010046	0.000196104	3.10899e-05	4.03124e-06	4.30537e-07	3.81375e-08	2.82104e-09	1.75399e-10	9.22467e-12	4.12876e-13	1.58251e-14	5.25013e-16	1.60664e-17	8.29524e-19	
N6	9.02078e-06	0.000230712	0.00476499	0.0550166	0.282535	0.415859	0.209643	0.0300031	0.00187334	6.31706e-05	1.29979e-06	1.76558e-08	1.67297e-10	1.1519e-12	5.94848e-15	2.36288e-17	7.37116e-20	1.83756e-22	3.71533e-25	6.17125e-28	8.51654e-31	9.86655e-34	9.71672e-37	8.45085e-40	8.77515e-43	
POCUDR_Sphenophorus_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUDR_Metamasius_hemipterus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
