NODE	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	
N1	0.468057	0.315089	0.149849	0.0514387	0.0128636	0.00235358	0.000315984	3.12292e-05	2.28113e-06	1.23749e-07	5.01369e-09	1.52637e-10	3.51474e-12	6.1636e-14	5.89299e-18	6.00853e-19	5.40815e-20	4.31801e-21	3.07805e-22	1.9817e-23	1.20914e-24	1.09405e-25	
N2	0.383155	0.31543	0.184543	0.0807293	0.0271842	0.00717014	0.00149933	0.00025098	3.39243e-05	3.73294e-06	3.37015e-07	2.51517e-08	1.56301e-09	8.14515e-11	3.5846e-12	1.34211e-13	4.3119e-15	1.20289e-16	2.97091e-18	6.73463e-20	1.52025e-21	4.90348e-23	
N3	0.26031	0.259349	0.210131	0.139995	0.0769499	0.0349021	0.013055	0.00402585	0.00102405	0.000215166	3.74262e-05	5.40485e-06	6.50262e-07	6.54264e-08	5.52797e-09	3.9391e-10	2.37778e-11	1.22147e-12	5.36915e-14	2.04618e-15	7.34428e-17	4.8187e-18	
N4	0.212627	0.226559	0.206143	0.159127	0.103059	0.0554394	0.0245936	0.00896051	0.00267743	0.000656477	0.000132351	2.20086e-05	3.03028e-06	3.46966e-07	3.31929e-08	2.66632e-09	1.8082e-10	1.04225e-11	5.16406e-13	2.26105e-14	9.63055e-16	6.93627e-17	
N5	0.178897	0.205846	0.208414	0.177046	0.121891	0.0666195	0.0285874	0.00958397	0.00250772	0.000512986	8.23306e-05	1.04173e-05	1.04517e-06	8.36787e-08	5.38218e-09	2.80033e-10	1.18682e-11	4.1257e-13	1.18493e-14	2.84423e-16	6.06488e-18	2.14452e-19	
N6	0.119183	0.163581	0.20308	0.203556	0.157777	0.093051	0.0414842	0.0139521	0.00354299	0.000681453	9.97698e-05	1.11908e-05	9.68951e-07	6.53032e-08	3.45597e-09	1.44915e-10	4.8584e-12	1.31427e-13	2.89847e-15	5.30672e-17	8.64606e-19	2.15584e-20	
POCHCR_Pachybrachis_sp	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.067567	0.109267	0.168637	0.209896	0.198114	0.138726	0.0714768	0.0270254	0.00750037	0.00153137	0.000230919	2.58538e-05	2.1631e-06	1.36247e-07	6.51293e-09	2.38312e-10	6.73413e-12	1.48294e-13	2.56894e-15	3.54193e-17	4.05864e-19	6.85437e-21	
N8	0.0102028	0.0237147	0.0576674	0.116373	0.18176	0.21402	0.187744	0.12205	0.0587146	0.0209281	0.00554508	0.00109747	0.000163249	1.83811e-05	1.57903e-06	1.04373e-07	5.35602e-09	2.15386e-10	6.85783e-12	1.75633e-13	3.87271e-15	1.38157e-16	
