NODE	17	18	19	20	21	22	23	24	25	26	27	28	29	30	
N1	1.54166e-17	7.07538e-13	3.63341e-11	1.30471e-09	3.50463e-08	7.12076e-07	1.09463e-05	0.000127015	0.00110849	0.00723735	0.0350398	0.123853	0.310524	0.522098	
N2	4.9431e-11	2.05794e-09	4.58876e-08	7.22889e-07	8.59329e-06	7.88603e-05	0.000562794	0.00312442	0.0134467	0.0445927	0.112963	0.215821	0.304518	0.304883	
N3	1.4549e-10	5.29997e-09	1.03033e-07	1.44192e-06	1.54615e-05	0.000129199	0.000844168	0.0043051	0.0170665	0.052306	0.123093	0.220334	0.295255	0.28665	
N4	1.52457e-11	9.17561e-10	3.12628e-08	7.36323e-07	1.22619e-05	0.000144374	0.00119688	0.00695826	0.0283175	0.0808732	0.163619	0.239124	0.260535	0.219219	
N5	1.36751e-11	8.64629e-10	3.12695e-08	7.78521e-07	1.35592e-05	0.000164719	0.00138811	0.00807792	0.0324058	0.0898973	0.174345	0.241883	0.249752	0.202071	
N6	7.46098e-11	4.62222e-09	1.51342e-07	3.26888e-06	4.84386e-05	0.000495964	0.00350443	0.0170426	0.056987	0.131384	0.210708	0.239681	0.201759	0.138387	
N7	8.2399e-11	5.46034e-09	1.88732e-07	4.19879e-06	6.25918e-05	0.000632876	0.00435764	0.0204643	0.0656756	0.144665	0.220655	0.237116	0.186631	0.119736	
N8	2.85306e-07	7.30359e-06	8.84766e-05	0.000702783	0.00395139	0.0161473	0.0484785	0.10743	0.176131	0.214087	0.193791	0.13238	0.0713797	0.0354252	
N9	3.63149e-05	0.000546031	0.003628	0.015584	0.0472934	0.104651	0.171422	0.209861	0.193539	0.135553	0.0728608	0.0306287	0.0106336	0.00376329	
POCELA_Glenea_sp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
N10	0.000388533	0.00603007	0.034187	0.106271	0.203728	0.25353	0.211059	0.120218	0.047796	0.0135256	0.00278155	0.000426813	5.17924e-05	6.75162e-06	
POCECE_Cyrtoclytus_sp	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
N11	0.000529957	0.00786732	0.0421879	0.123412	0.221613	0.256608	0.19707	0.102552	0.0368692	0.00933461	0.00169879	0.000228606	2.4642e-05	3.19569e-06	
N12	0.0015084	0.0222067	0.120346	0.297502	0.326648	0.173346	0.0493191	0.00820716	0.000855149	5.88624e-05	2.79711e-06	9.56535e-08	2.50312e-09	6.9206e-11	
POCELA_Oberea_sp	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
POCELA_Phytoecia_sp	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
POCELA_Epiglenea_comes	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
N13	0.00307246	0.0423363	0.179337	0.334973	0.293336	0.118138	0.0252812	0.00323914	0.000270126	1.55521e-05	6.4495e-07	1.98634e-08	4.64952e-10	9.84673e-12	
POCELA_Leiopus_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
POCELA_Saperda_sp	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
N14	1.47258e-09	5.59348e-08	1.10432e-06	1.50488e-05	0.000149325	0.00109004	0.00584342	0.0228904	0.0652342	0.135064	0.204077	0.228493	0.196713	0.140429	
N15	1.82603e-05	0.000325611	0.00263387	0.0135788	0.0477237	0.116585	0.199247	0.238456	0.199506	0.116551	0.0477493	0.0139484	0.00304635	0.00063024	
POCELA_Pogonocherus_hispidus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
POCELA_Apomecyna_sp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
N16	6.42279e-08	1.17994e-06	1.12481e-05	8.01519e-05	0.000455483	0.00208828	0.00772653	0.0230397	0.0553594	0.107395	0.168924	0.216565	0.226745	0.191608	
N17	3.61095e-38	3.40673e-33	1.41994e-28	3.30933e-24	4.62892e-20	3.96044e-16	2.04587e-12	6.07565e-09	9.4368e-06	0.00623998	0.982793	0.0109287	2.85873e-05	3.20737e-08	
POCELA_Batocera_rubus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
POCELA_Agapanthia_daurica	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
POCELA_Xenolea_sp	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
N18	4.74086e-06	7.94492e-05	0.000628203	0.00337815	0.0133404	0.0395971	0.0890819	0.152394	0.19861	0.197712	0.151228	0.090174	0.0437217	0.020051	
POCELA_Monochamus_saltuarius	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
N19	1.38993e-11	1.38295e-09	7.58317e-08	2.73806e-06	6.52018e-05	0.000995413	0.009378	0.0522568	0.165212	0.287107	0.272287	0.146338	0.050416	0.0159425	
N20	2.98528e-12	3.67077e-10	2.64074e-08	1.24075e-06	3.73315e-05	0.000694039	0.00764976	0.0478658	0.163254	0.294614	0.279766	0.145303	0.0469023	0.0139117	
N21	3.90529e-15	1.54017e-12	3.8967e-10	6.39972e-08	6.35872e-06	0.000343108	0.00840715	0.0676812	0.228572	0.355131	0.254166	0.0770761	0.00808095	0.000536433	
POCELA_Monochamus_sartor	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
POCELA_Monochamus_urussovi	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
POCELA_Monochamus_sutor	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
POCELA_Monochamus_galloprovincialis_M	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N22	6.32192e-08	1.47836e-06	1.73777e-05	0.000143458	0.000890677	0.00423205	0.0154462	0.0433064	0.0932786	0.154731	0.199144	0.202199	0.167342	0.119268	
N23	8.53936e-06	0.000121525	0.000819463	0.00390242	0.0141542	0.0396845	0.0861836	0.145016	0.189325	0.192474	0.15349	0.0975198	0.0514803	0.0258204	
POCELA_Phaea_sp	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N24	5.15216e-05	0.000777546	0.00533667	0.0237362	0.0723595	0.152568	0.223254	0.228196	0.16475	0.085276	0.032196	0.00905527	0.00199382	0.000448145	
POCELA_Tetraopes_femoratus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
POCELA_Tetraopes_tetropthalmus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
N25	1.59318e-05	0.000221211	0.00137595	0.00579145	0.0183153	0.0452315	0.0887076	0.139284	0.175923	0.179502	0.148967	0.10215	0.0603615	0.0341526	
N26	0.0023952	0.0235631	0.0874233	0.186594	0.253068	0.226792	0.138251	0.0589635	0.0180752	0.00408083	0.000692868	9.00449e-05	9.21912e-06	9.66062e-07	
POCELA_Pterolophia_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
POCELA_Acalolepta_luxuriosa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
POCELA_Acalolepta_fraudatrix	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
N27	1.33984e-09	4.78753e-08	8.84315e-07	1.12963e-05	0.000106033	0.000744297	0.00392573	0.0155646	0.0463731	0.103983	0.176484	0.229524	0.233388	0.189894	
POCELA_Mesosa_myops	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
N28	4.60138e-08	9.39475e-07	1.00626e-05	7.92508e-05	0.000485684	0.00234196	0.00890081	0.0266725	0.0631222	0.118466	0.177665	0.215285	0.213353	0.173618	
N29	3.8563e-06	5.89888e-05	0.000429379	0.00218955	0.00848121	0.0255612	0.060487	0.112844	0.166333	0.193993	0.179216	0.131453	0.0778099	0.0411401	
POCELA_Mesechthistatus_binodosus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
POCELA_Apriona_japonica	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
N30	2.82133e-07	4.86165e-06	4.18551e-05	0.000262573	0.00129404	0.00510012	0.0161333	0.0409837	0.0836948	0.13784	0.184285	0.20222	0.18498	0.143159	
N31	8.57148e-09	4.60726e-07	1.37767e-05	0.000272399	0.00348973	0.0272489	0.11943	0.271092	0.314028	0.187647	0.0624332	0.0125217	0.00163542	0.00018712	
POCELA_Anoplophora_chinensis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
POCELA_Anoplophora_malasiaca	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
POCELA_Uraecha_bimaculata	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N32	1.1908e-05	0.000170952	0.00110874	0.00485859	0.0159043	0.0404334	0.0813676	0.131005	0.169949	0.178804	0.154055	0.110875	0.069669	0.0417881	
N33	0.000610923	0.00617579	0.0253736	0.0671005	0.128346	0.184713	0.203444	0.173231	0.114981	0.0599684	0.0247933	0.00824437	0.00231956	0.000699736	
N34	0.00304377	0.085252	0.547094	0.308892	0.051698	0.00385932	0.000156759	3.89264e-06	6.38155e-08	7.29987e-10	6.08266e-12	3.82698e-14	1.87675e-16	8.03237e-19	
POCELE_Acmaeops_sp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
POCELE_Gaurotes_sp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
N35	8.26087e-05	0.00196422	0.017651	0.0821931	0.213262	0.310506	0.246602	0.102334	0.0223777	0.00279785	0.00021764	1.13343e-05	4.25229e-07	1.512e-08	
N36	3.08993e-08	2.98664e-06	0.000136753	0.00324976	0.038516	0.207667	0.431593	0.265777	0.0492373	0.00368237	0.00013564	2.80248e-06	3.59164e-08	4.20411e-10	
POCESP_Spondylis_sp	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
POCESP_Asemum_striatum	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
POCELE_Rhagium_mordax	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
N37	3.06096e-05	0.000417331	0.00246056	0.00953878	0.0273184	0.0606614	0.106978	0.151873	0.175183	0.165662	0.130136	0.087056	0.0521161	0.0305703	
N38	5.40005e-05	0.00127082	0.0129067	0.0701947	0.20136	0.30893	0.255291	0.11446	0.0299789	0.00495789	0.000551192	4.31938e-05	2.48824e-06	1.34455e-07	
POCECE_Xylotrechus_sp	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
POCELA_Mecynippus_pubicornis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
POCESP_Tetropium_castaneum	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
N39	0.000320101	0.00316083	0.0128074	0.0345201	0.0707779	0.116044	0.155485	0.172115	0.158417	0.12185	0.0788419	0.0435511	0.0214406	0.0106702	
POCESP_Tetropium_gabrieli	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
POCESP_Tetropium_fuscum	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
N40	1.44544e-08	3.05196e-07	3.37826e-06	2.75342e-05	0.00017684	0.000914363	0.00383736	0.0131073	0.0364375	0.082294	0.150472	0.221317	0.258476	0.232937	
N41	2.02234e-08	4.09565e-07	4.39387e-06	3.52298e-05	0.000224089	0.00114573	0.0047226	0.0156986	0.0420718	0.0908733	0.158141	0.221412	0.247947	0.217724	
N42	2.39167e-07	3.92597e-06	3.15092e-05	0.00018357	0.000851263	0.00323856	0.0102241	0.0269052	0.0591181	0.108504	0.166227	0.211955	0.223096	0.189662	
N43	6.16895e-08	1.22446e-06	1.27621e-05	9.88822e-05	0.000603195	0.00291769	0.0111452	0.0334071	0.0781006	0.141706	0.198924	0.216319	0.185094	0.13167	
POCEPR_Prionus_sp	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCELE_Leptura_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
POCECE_Chlorophorus_sp	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
N44	6.10544e-08	1.83465e-06	2.71822e-05	0.000269404	0.00189777	0.0096203	0.035037	0.0911661	0.168662	0.221737	0.208804	0.144439	0.0785066	0.0398327	
POCECE_Stenygra_sp	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
N45	3.56099e-09	1.79554e-07	4.71541e-06	7.90179e-05	0.000868041	0.00626723	0.0296547	0.0916918	0.185225	0.245714	0.217344	0.133148	0.0621357	0.0278676	
N46	2.78339e-07	7.09269e-06	9.17196e-05	0.000796301	0.00484224	0.0208031	0.063239	0.136065	0.207531	0.225441	0.176221	0.101259	0.0450773	0.0186253	
N47	1.03915e-05	0.000196901	0.00165192	0.00876699	0.0321094	0.0836567	0.15703	0.213846	0.212527	0.15528	0.084375	0.0348768	0.0116808	0.00399134	
POCECE_Purpuricenus_sp	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
