species,chrom.num
ADCAHA_Pterostichus_alacer,18
ADCAHA_Pterostichus_angustus,18
ADCAHA_Pterostichus_anthracinus,18
ADCAHA_Pterostichus_aterrimus,18
ADCAHA_Pterostichus_flavofemoratus,18
ADCAHA_Pterostichus_globosus,18
ADCAHA_Pterostichus_herculeanus,18
ADCAHA_Pterostichus_interruptus,18
ADCAHA_Pterostichus_melanarius,18
ADCAHA_Pterostichus_nemoralis,18
ADCAHA_Pterostichus_niger,18
ADCAHA_Pterostichus_nigrita,18
ADCAHA_Pterostichus_oblongopunctatus,13
ADCAHA_Pterostichus_spinolae,18
ADCAHA_Pterostichus_ziegleri,17
