NODE	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	
N1	0.047114	0.0539528	0.0658224	0.0802653	0.0940882	0.103964	0.107362	0.103289	0.0925101	0.0771597	0.0599749	0.0434805	0.029427	0.0186082	0.011004	0.0060906	0.00315812	0.00153555	0.000700805	0.000300532	0.000121242	4.60757e-05	1.65234e-05	5.60733e-06	1.81162e-06	5.66335e-07	1.79558e-07	6.55632e-08	3.54871e-08	
POCHCH_Timarcha_intricata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
N2	0.152434	0.168186	0.167635	0.151747	0.124874	0.0933083	0.0631885	0.0387076	0.0214155	0.0106902	0.00481227	0.0019535	0.000715404	0.000236529	7.06738e-05	1.91079e-05	4.68132e-06	1.04089e-06	2.10409e-07	3.87407e-08	6.51117e-09	1.00165e-09	1.41578e-10	1.84999e-11	2.2598e-12	2.63779e-13	3.08282e-14	4.03579e-15	8.73133e-16	
POCHCH_Timarcha_metallica	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.146658	0.17451	0.190607	0.180659	0.142463	0.0911418	0.0466969	0.0190615	0.00619603	0.0016077	0.000334386	5.60429e-05	7.61319e-06	8.43445e-07	7.66837e-08	5.75703e-09	3.59071e-10	1.87159e-11	8.19895e-13	3.0353e-14	9.54603e-16	2.5634e-17	5.90615e-19	1.17326e-20	2.0201e-22	3.03847e-24	4.07815e-26	5.35359e-28	1.11668e-29	
N4	0.0541711	0.0760998	0.107382	0.138951	0.157657	0.153645	0.127313	0.0892279	0.0527557	0.0262888	0.0110433	0.00391497	0.00117334	0.000297971	6.42926e-05	1.18222e-05	1.85871e-06	2.50731e-07	2.91238e-08	2.92367e-09	2.54602e-10	1.93049e-11	1.27925e-12	7.43613e-14	3.80711e-15	1.72719e-16	7.07449e-18	2.88827e-19	2.17258e-20	
POCHCH_Timarcha_tenebricosa	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_pimelioides	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.152071	0.182498	0.199699	0.185906	0.140178	0.0831857	0.0382743	0.0135659	0.0036996	0.000777956	0.000126677	1.60624e-05	1.59605e-06	1.25129e-07	7.79401e-09	3.88402e-10	1.55921e-11	5.07636e-13	1.34915e-14	2.94561e-16	5.31545e-18	7.97458e-20	1.00031e-21	1.05485e-23	9.40133e-26	7.12039e-28	4.6177e-30	2.65401e-32	2.26471e-34	
N6	0.165003	0.184525	0.185851	0.165915	0.128872	0.0857132	0.0482471	0.0228119	0.00902286	0.00298124	0.000823267	0.000190372	3.69697e-05	6.05091e-06	8.38067e-07	9.86493e-08	9.91305e-09	8.54254e-10	6.34162e-11	4.0737e-12	2.27436e-13	1.10832e-14	4.73369e-16	1.77914e-17	5.90759e-19	1.74102e-20	4.60659e-22	1.17874e-23	5.44084e-25	
POCHCH_Timarcha_insparsa	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
