NODE	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	
N1	4.45367e-21	1.04952e-20	3.24987e-20	1.0372e-19	3.28798e-19	1.03105e-18	3.19548e-18	9.77305e-18	2.94223e-17	8.69071e-17	7.21853e-13	5.70826e-12	4.25096e-11	2.96214e-10	1.9205e-09	1.153e-08	6.38406e-08	3.24896e-07	1.51545e-06	6.46341e-06	2.51556e-05	8.91933e-05	0.000287697	0.000843193	0.00224329	0.00541366	0.0118453	0.0234975	0.0422815	0.0691116	0.102898	0.14017	0.175793	0.204375	0.221117	
ADDYHY_Hydrovatus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N2	6.6727e-22	4.10478e-21	5.29873e-20	7.35328e-19	9.54678e-18	1.13042e-16	1.21762e-15	1.19761e-14	1.08207e-13	9.0354e-13	7.0023e-12	5.04506e-11	3.37753e-10	2.09752e-09	1.20585e-08	6.40427e-08	3.13602e-07	1.41325e-06	5.85119e-06	2.22213e-05	7.7298e-05	0.000245965	0.000715126	0.00189783	0.00459333	0.0101319	0.0203561	0.0372305	0.061939	0.0935884	0.128028	0.157665	0.173273	0.168093	0.142135	
N3	0.00341306	0.00333344	0.00410922	0.00566582	0.00811623	0.0116895	0.0166689	0.0233131	0.0317498	0.0418529	0.0531357	0.0647062	0.0753311	0.083624	0.0883305	0.0886319	0.0843704	0.0761093	0.0650047	0.052527	0.0401299	0.0289702	0.0197516	0.0127116	0.00771829	0.00441907	0.00238437	0.00121159	0.000579376	0.000260568	0.000110233	4.40223e-05	1.68566e-05	6.53593e-06	2.99832e-06	
N4	0.0185403	0.016088	0.0168326	0.0202512	0.0263171	0.0350834	0.0463294	0.0592957	0.0725833	0.0842893	0.0923879	0.0952622	0.0921945	0.0836131	0.0709777	0.0563476	0.0418082	0.0289789	0.0187588	0.0113383	0.00639837	0.00337113	0.00165846	0.00076195	0.000327005	0.000131143	4.91718e-05	1.72501e-05	5.66844e-06	1.748e-06	5.07603e-07	1.39869e-07	3.73386e-08	1.0327e-08	3.66975e-09	
ADDYHY_Stictotarsus_griseostriatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Nebrioporus_lanceolatus_M	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Hydroporus_sp	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	1.01023e-21	5.43755e-21	5.68361e-20	6.73942e-19	8.02934e-18	9.20409e-17	9.951e-16	1.00492e-14	9.43204e-14	8.20383e-13	6.59938e-12	4.90218e-11	3.3581e-10	2.11881e-09	1.22999e-08	6.56256e-08	3.21506e-07	1.44498e-06	5.95302e-06	2.24643e-05	7.75954e-05	0.00024519	0.000708366	0.00187015	0.00450961	0.00992665	0.0199331	0.0364806	0.0607743	0.0919957	0.126199	0.156255	0.173503	0.170919	0.146573	
