NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	
N1	0.41572	0.309764	0.173227	0.0725406	0.0225836	0.00518084	0.000868677	0.000105813	9.33275e-06	5.95733e-07	2.75785e-08	9.29842e-10	2.29696e-11	4.18744e-13	1.62255e-17	1.63733e-18	1.43869e-19	1.10755e-20	7.5446e-22	4.64906e-23	2.74379e-24	1.90202e-25	
N2	0.173062	0.176666	0.169633	0.150845	0.122216	0.0889843	0.0576243	0.0329549	0.0165678	0.00730228	0.00281771	0.000951447	0.00028121	7.28046e-05	1.65301e-05	3.29659e-06	5.78763e-07	8.98073e-08	1.24403e-08	1.59057e-09	2.14003e-10	4.9696e-11	
N3	0.109444	0.124698	0.141552	0.150496	0.144249	0.122207	0.0905815	0.0584049	0.0326422	0.0157771	0.006585	0.00237156	0.000736854	0.000197584	4.57631e-05	9.16845e-06	1.59256e-06	2.40883e-07	3.20671e-08	3.88674e-09	4.88762e-10	1.05948e-10	
POCUBR_Notaris_sp	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N4	0.0665545	0.0839147	0.109846	0.1352	0.149047	0.144037	0.120735	0.0872473	0.0541442	0.0287837	0.0130881	0.00508653	0.00168941	0.00047976	0.000116608	2.42986e-05	4.35306e-06	6.73994e-07	9.12884e-08	1.11888e-08	1.39531e-09	2.8468e-10	
N5	0.0897653	0.104561	0.125091	0.143815	0.150359	0.137699	0.107985	0.0716071	0.0399037	0.0186443	0.00730504	0.00240426	0.000666473	0.000156121	3.10193e-05	5.24831e-06	7.59378e-07	9.44164e-08	1.01671e-08	9.71954e-10	9.30078e-11	1.56804e-11	
N6	5.61679e-05	0.000821005	0.0103915	0.0767006	0.276077	0.379006	0.208692	0.0435997	0.00439514	0.000251561	9.07293e-06	2.21301e-07	3.84045e-09	4.92606e-11	4.81097e-13	3.66384e-15	2.21904e-17	1.08717e-19	4.38089e-22	1.48717e-24	4.51703e-27	1.65926e-29	
POCUDR_Sphenophorus_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUDR_Metamasius_hemipterus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUDR_Diocalandra_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.000234601	0.00061935	0.00207948	0.00650898	0.0175476	0.0399354	0.0761399	0.121013	0.159675	0.174312	0.157005	0.116463	0.0710822	0.0357037	0.0147771	0.00505147	0.0014315	0.000338322	6.75665e-05	1.18699e-05	2.1246e-06	6.26269e-07	
POCUDR_Cosmopolites_sordidus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
POCUDR_Rhynchophorus_ferrugineus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
N8	0.0982219	0.110906	0.125914	0.136866	0.137435	0.12474	0.101046	0.0725164	0.045907	0.0255724	0.0125189	0.00538372	0.00203426	0.000675837	0.000197635	5.09474e-05	1.16026e-05	2.34391e-06	4.24886e-07	7.20246e-08	1.33077e-08	4.2413e-09	
N9	0.000573666	0.0020308	0.00832771	0.0282547	0.0736367	0.143687	0.207059	0.218652	0.168605	0.0949189	0.0391309	0.0118962	0.00269727	0.00046279	6.10656e-05	6.29879e-06	5.15982e-07	3.40906e-08	1.84807e-09	8.45601e-11	3.56056e-12	2.29965e-13	
POCUBR_Echinocnemus_sp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUER_Tanysphyrus_lemnae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
POCUER_Procas_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N10	0.402237	0.310707	0.178337	0.0768263	0.0247629	0.00593133	0.00104909	0.000136458	1.30353e-05	9.15783e-07	4.74974e-08	1.82923e-09	5.26907e-11	1.14378e-12	1.86417e-14	2.26439e-16	2.05116e-18	1.41471e-20	8.34791e-23	7.15991e-25	1.50895e-26	6.98621e-28	
N11	0.359603	0.298069	0.192308	0.0968856	0.0380887	0.0116646	0.00278061	0.000516446	7.49422e-05	8.53326e-06	7.6659e-07	5.46747e-08	3.11681e-09	1.4301e-10	5.31881e-12	1.61471e-13	4.02905e-15	8.32015e-17	1.43318e-18	2.09026e-20	2.7487e-22	5.1765e-24	
N12	0.15669	0.169006	0.174966	0.164979	0.13616	0.0959481	0.0569188	0.0282133	0.0116439	0.00399664	0.00114133	0.000271544	5.39356e-05	8.96672e-06	1.25143e-06	1.47112e-07	1.46214e-08	1.23409e-09	8.9045e-11	5.59589e-12	3.37811e-13	3.5326e-14	
N13	0.146891	0.157767	0.163829	0.157812	0.136285	0.103124	0.0674292	0.0378024	0.0180977	0.00738628	0.00256939	0.000762347	0.000193195	4.1895e-05	7.79138e-06	1.24586e-06	1.71818e-07	2.05281e-08	2.14496e-09	2.02031e-10	1.93537e-11	3.14154e-12	
N14	0.219402	0.212404	0.185527	0.146038	0.103253	0.0652998	0.0367886	0.0183986	0.00814638	0.00318768	0.00110128	0.000335837	9.04321e-05	2.15205e-05	4.53169e-06	8.45761e-07	1.40193e-07	2.0709e-08	2.74954e-09	3.38761e-10	4.44257e-11	1.03748e-11	
POCUMO_Acalles_camelus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUMO_Acalles_echinatus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N15	0.0679318	0.0855924	0.111464	0.135891	0.148164	0.141854	0.118339	0.0856997	0.0537714	0.0292035	0.0137256	0.00558482	0.00196911	0.000602514	0.000160339	3.72242e-05	7.57454e-06	1.36203e-06	2.20221e-07	3.34643e-08	5.44491e-09	1.44783e-09	
POCUCE_Zacladus_geranii	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N16	0.0271894	0.0377087	0.0573426	0.0844261	0.113518	0.135914	0.143224	0.132071	0.106262	0.0744998	0.0454992	0.0242168	0.0112455	0.00456462	0.00162404	0.000508538	0.000140989	3.49319e-05	7.85825e-06	1.65662e-06	3.54469e-07	1.04648e-07	
