NODE	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	
N1	0.0635225	0.0634782	0.0633932	0.0632725	0.0631224	0.0629498	0.0627621	0.0625671	0.0623727	0.0621861	0.0620142	0.0618629	0.0617371	0.0616405	0.0615755	0.0615431	
N2	0.0561467	0.0582678	0.0598848	0.0610315	0.0617736	0.0621956	0.0623892	0.0624451	0.0624513	0.0624947	0.0626673	0.0630712	0.063822	0.0650465	0.0668763	0.0694364	
N3	0.0784672	0.0806225	0.0812262	0.0803294	0.0780774	0.0746959	0.0704713	0.0657259	0.0607923	0.0559898	0.0516063	0.047888	0.0450382	0.0432235	0.0425866	0.0432595	
POCUSC_Dendroctonus_jeffreyi	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
POCUSC_Dendroctonus_ponderosae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N4	0.050695	0.0528434	0.0547647	0.056461	0.0579489	0.0592588	0.0604344	0.0615308	0.0626128	0.0637529	0.0650288	0.0665215	0.0683124	0.0704813	0.0731039	0.0762493	
POCUSC_Dendroctonus_frontalis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
N5	0.0442851	0.0463866	0.0485258	0.0507063	0.0529341	0.0552182	0.0575705	0.0600058	0.0625416	0.0651979	0.0679966	0.0709614	0.0741167	0.0774872	0.0810971	0.0849691	
POCUSC_Dendroctonus_adjunctus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
N6	0.0421191	0.0442115	0.0464374	0.0487984	0.0512941	0.0539227	0.0566818	0.0595696	0.062586	0.065733	0.0690151	0.0724393	0.0760149	0.0797527	0.083664	0.0877603	
POCUSC_Dendroctonus_approximatus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
POCUSC_Dendroctonus_brevicomis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N7	0.0474287	0.0495622	0.0516117	0.0535771	0.0554655	0.0572917	0.0590786	0.0608569	0.0626654	0.0645494	0.0665604	0.0687537	0.0711871	0.0739183	0.0770025	0.0804908	
N8	0.0397828	0.0418433	0.0441206	0.0466215	0.0493486	0.0522999	0.0554689	0.0588453	0.0624151	0.0661615	0.0700654	0.074107	0.0782661	0.0825235	0.0868622	0.0912682	
POCUSC_Dendroctonus_simplex	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
POCUSC_Dendroctonus_pseudotsugae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N9	0.0413383	0.043423	0.0456715	0.0480864	0.0506668	0.0534094	0.056309	0.0593598	0.0625564	0.0658946	0.0693716	0.0729868	0.076741	0.0806371	0.0846785	0.0888698	
N10	0.0306967	0.0327389	0.0354204	0.0387426	0.0426773	0.0471671	0.0521286	0.057459	0.0630458	0.0687782	0.0745566	0.0803007	0.0859523	0.0914728	0.0968373	0.102026	
POCUSC_Dendroctonus_punctatus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
N11	0.0303147	0.0332473	0.0376896	0.0434658	0.0502184	0.0574171	0.0644072	0.0705037	0.0751184	0.0778927	0.0787987	0.0781766	0.0766942	0.0752362	0.0747485	0.076071	
POCUSC_Dendroctonus_rufipennis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
POCUSC_Dendroctonus_murrayanae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N12	0.0436507	0.0457541	0.0479276	0.0501725	0.0524913	0.0548872	0.0573654	0.0599338	0.0626034	0.0653886	0.0683071	0.0713796	0.074629	0.0780792	0.0817542	0.0856765	
POCUSC_Dendroctonus_valens	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
POCUSC_Dendroctonus_terebrans	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
