NODE	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	
N1	0.155262	0.150246	0.140702	0.127032	0.110055	0.0910942	0.0717768	0.0536842	0.0380299	0.0254743	0.0161156	0.00961994	0.00541526	0.00287359	0.0014372	0.000677479	0.000301048	0.000126147	4.98671e-05	1.86086e-05	6.55985e-06	2.1864e-06	6.89684e-07	2.06128e-07	5.84413e-08	1.57385e-08	4.03152e-09	9.83671e-10	2.28944e-10	5.08995e-11	1.08239e-11	2.20428e-12	4.30359e-13	9.83269e-17	4.1704e-17	1.73374e-17	7.06599e-18	2.82411e-18	1.1085e-18	4.30967e-19	1.74242e-19	9.09702e-20	
ADDYHY_Hydrovatus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N2	0.105	0.121782	0.130196	0.129482	0.120468	0.105232	0.0865085	0.067026	0.0489834	0.0337755	0.0219718	0.0134803	0.00779659	0.00424892	0.00218087	0.0010539	0.00047938	0.000205208	8.26628e-05	3.13355e-05	1.11792e-05	3.75402e-06	1.18683e-06	3.53348e-07	9.90988e-08	2.61902e-08	6.52501e-09	1.53313e-09	3.39887e-10	7.1131e-11	1.406e-11	2.62647e-12	4.6399e-13	7.75813e-14	1.22924e-14	1.84934e-15	2.65214e-16	3.65537e-17	4.93091e-18	6.80773e-19	1.10351e-19	3.36214e-20	
N3	0.0395391	0.0491958	0.059497	0.0696203	0.0784899	0.0850101	0.0883067	0.087914	0.0838633	0.0766601	0.0671654	0.0564175	0.0454453	0.0351138	0.0260301	0.0185168	0.0126422	0.00828531	0.00521294	0.00314918	0.00182685	0.00101776	0.00054459	0.000279915	0.000138217	6.5573e-05	2.98936e-05	1.30976e-05	5.5164e-06	2.23407e-06	8.70383e-07	3.2644e-07	1.18004e-07	4.11999e-08	1.39443e-08	4.6052e-09	1.50152e-09	4.93429e-10	1.69458e-10	6.48154e-11	3.09795e-11	2.24054e-11	
N4	3.2331e-06	7.12358e-06	1.93823e-05	5.39136e-05	0.00014361	0.000359471	0.000841328	0.00183898	0.00375318	0.00715171	0.0127227	0.0211279	0.0327471	0.0473639	0.0639135	0.0804485	0.0944362	0.103365	0.105476	0.100328	0.0889485	0.0734975	0.0566002	0.0406241	0.027177	0.0169481	0.00985404	0.00534285	0.00270215	0.00127515	0.00056168	0.000231038	8.87951e-05	3.19118e-05	1.07386e-05	3.39251e-06	1.01215e-06	2.89281e-07	8.20332e-08	2.50837e-08	9.83696e-09	6.41829e-09	
ADDYHY_Stictotarsus_griseostriatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Nebrioporus_lanceolatus_M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Hydroporus_sp	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.0578511	0.0729808	0.0892884	0.103895	0.113471	0.115515	0.109278	0.0959693	0.0782423	0.0592439	0.0416859	0.0272734	0.0166014	0.00940674	0.00496394	0.00244058	0.00111842	0.000477877	0.000190441	7.08061e-05	2.45679e-05	7.95747e-06	2.40665e-06	6.79841e-07	1.79426e-07	4.42573e-08	1.02058e-08	2.20099e-09	4.44079e-10	8.3857e-11	1.48263e-11	2.45544e-12	3.81095e-13	5.54607e-14	7.57352e-15	9.71576e-16	1.17364e-16	1.34245e-17	1.47593e-18	1.63056e-19	2.10266e-20	5.33735e-21	
