NODE	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	
N1	0.102592	0.103183	0.103714	0.103253	0.100839	0.0957353	0.0876661	0.0769332	0.0643747	0.0511619	0.0385064	0.0273859	0.0183754	0.0116186	0.00691702	0.00387512	0.00204215	0.00101212	0.000471723	0.00020676	8.52383e-05	3.30604e-05	1.20684e-05	4.14842e-06	1.34365e-06	4.10414e-07	1.18339e-07	3.22507e-08	8.31982e-09	2.0353e-09	4.73159e-10	1.0479e-10	2.21715e-11	4.49554e-12	8.76482e-13	1.56406e-16	6.67485e-17	2.80718e-17	1.16497e-17	4.77653e-18	1.93929e-18	7.873e-19	3.35892e-19	1.84314e-19	
N2	0.0643216	0.0760326	0.0867313	0.095155	0.100057	0.100571	0.0964458	0.0881086	0.0765682	0.0632016	0.0494771	0.0366818	0.0257217	0.0170397	0.0106545	0.00628333	0.0034929	0.00182952	0.000902648	0.000419419	0.000183522	7.56187e-05	2.93426e-05	1.07237e-05	3.69186e-06	1.19755e-06	3.66102e-07	1.05514e-07	2.86792e-08	7.35444e-09	1.78013e-09	4.06908e-10	8.78888e-11	1.79498e-11	3.46926e-12	6.35248e-13	1.10376e-13	1.82456e-14	2.88273e-15	4.39148e-16	6.56354e-17	1.00133e-17	1.7582e-18	5.45522e-19	
N3	0.0198059	0.0264119	0.0363715	0.049406	0.0644406	0.0796161	0.0925615	0.10093	0.103045	0.098412	0.0878729	0.0733361	0.0571958	0.0416827	0.0283844	0.0180611	0.0107392	0.00596778	0.00309975	0.00150524	0.000683541	0.000290366	0.000115432	4.29648e-05	1.49814e-05	4.89701e-06	1.50166e-06	4.32357e-07	1.16992e-07	2.97829e-08	7.1413e-09	1.61483e-09	3.44819e-10	6.96273e-11	1.33142e-11	2.4145e-12	4.15849e-13	6.81146e-14	1.06249e-14	1.58072e-15	2.24998e-16	3.10317e-17	4.45358e-18	1.00788e-18	
N4	3.73024e-06	6.80633e-06	1.48465e-05	3.37505e-05	7.56342e-05	0.000163698	0.000339611	0.000673516	0.0012757	0.00230731	0.00398518	0.00657428	0.0103607	0.015601	0.0224499	0.0308782	0.0406012	0.0510452	0.0613738	0.0705856	0.0776709	0.0817952	0.0824633	0.0796188	0.0736507	0.0653073	0.0555426	0.0453392	0.0355522	0.0268065	0.0194588	0.0136185	0.0092055	0.00602273	0.00382361	0.00236262	0.0014258	0.000843621	0.000491498	0.000283376	0.000162971	9.53688e-05	6.04367e-05	4.86341e-05	
ADDYDY_Cybister_sugillatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
N5	3.81238e-12	1.08718e-11	4.20992e-11	1.71452e-10	6.8446e-10	2.63075e-09	9.68082e-09	3.40199e-08	1.1398e-07	3.63633e-07	1.10362e-06	3.1839e-06	8.72602e-06	2.27076e-05	5.60855e-05	0.000131434	0.000292164	0.000615908	0.00123113	0.00233318	0.004192	0.00714048	0.0115318	0.0176603	0.0256527	0.035355	0.0462545	0.0574786	0.0678951	0.0763069	0.0816929	0.083426	0.0813996	0.0760272	0.0681209	0.0586978	0.0487756	0.0392155	0.0306394	0.0234257	0.0177652	0.0137568	0.0115262	0.0113678	
N6	3.00386e-32	5.29705e-31	1.27221e-29	3.03821e-28	6.97021e-27	1.51625e-25	3.10503e-24	5.96038e-23	1.0695e-21	1.7901e-20	2.79e-19	4.04249e-18	5.43653e-17	6.77521e-16	7.81156e-15	8.31816e-14	8.16635e-13	7.37819e-12	6.12311e-11	4.65852e-10	3.24265e-09	2.06076e-08	1.19315e-07	6.27997e-07	2.99804e-06	1.29524e-05	5.05249e-05	0.000177545	0.000560777	0.00158856	0.00402779	0.00912379	0.0184356	0.033192	0.0532243	0.076058	0.0970762	0.111217	0.115469	0.110521	0.100404	0.0905985	0.0862747	0.0919843	
ADDYDY_Cybister_lateralimarginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
ADDYDY_Cybister_japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
ADDYDY_Cybister_tripunctatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N7	0.026882	0.0345693	0.0453628	0.0589222	0.0739845	0.0883926	0.0995069	0.104931	0.103285	0.0946972	0.0807667	0.0640274	0.0471537	0.0322512	0.0204825	0.0120782	0.00661325	0.00336248	0.00158785	0.000696558	0.000283938	0.000107584	3.79051e-05	1.24239e-05	3.78998e-06	1.07663e-06	2.84972e-07	7.03268e-08	1.61929e-08	3.48131e-09	6.99417e-10	1.31432e-10	2.31252e-11	3.81423e-12	5.90605e-13	8.60164e-14	1.18146e-14	1.53664e-15	1.90483e-16	2.27489e-17	2.66696e-18	3.18392e-19	4.27936e-20	9.78759e-21	
N8	0.000144378	0.000236318	0.000450304	0.000895727	0.00175597	0.00330809	0.00592858	0.010068	0.016178	0.0245839	0.0353204	0.047972	0.0615871	0.0747281	0.0856879	0.0928428	0.0950434	0.0919177	0.0839735	0.072464	0.0590634	0.0454694	0.0330614	0.0227057	0.0147291	0.00902571	0.00522506	0.00285803	0.00147736	0.000721867	0.000333515	0.000145764	6.03014e-05	2.36335e-05	8.7866e-06	3.10501e-06	1.04611e-06	3.37634e-07	1.05201e-07	3.20631e-08	9.80072e-09	3.17426e-09	1.24139e-09	7.60332e-10	
ADDYDY_Eretes_sticticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
