NODE	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	
N1	0.0843255	0.083642	0.0822376	0.0800761	0.0771352	0.0734227	0.0689918	0.0639511	0.058465	0.0527426	0.047017	0.0415184	0.03645	0.0319687	0.0281786	0.0251339	0.0228517	0.0213293	0.0205627	
N2	0.0891603	0.0852663	0.0816928	0.07825	0.0747325	0.0709636	0.0668291	0.0622969	0.0574186	0.0523158	0.0471566	0.0421266	0.0374002	0.0331195	0.0293806	0.0262321	0.0236814	0.0217068	0.0202704	
N3	0.137331	0.12865	0.118316	0.10676	0.0944715	0.0819524	0.0696797	0.0580679	0.047444	0.0380326	0.0299536	0.0232302	0.0178055	0.0135636	0.0103533	0.00800966	0.00637348	0.00530603	0.00469915	
POCUSC_Dendroctonus_jeffreyi	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUSC_Dendroctonus_ponderosae	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N4	0.0833817	0.0797897	0.0765769	0.0736125	0.0707432	0.0678153	0.0646962	0.0612954	0.0575782	0.0535712	0.0493574	0.0450621	0.0408334	0.0368203	0.0331542	0.0299368	0.0272339	0.0250765	0.0234651	
POCUSC_Dendroctonus_frontalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
N5	0.0871621	0.0831628	0.0793594	0.0756743	0.0720176	0.0683023	0.06446	0.0604536	0.0562854	0.0519981	0.0476699	0.0434033	0.0393109	0.0355009	0.0320649	0.0290701	0.0265568	0.0245391	0.0230087	
POCUSC_Dendroctonus_adjunctus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.0562566	0.0556488	0.056778	0.0591004	0.0619833	0.0647767	0.066888	0.0678501	0.0673711	0.0653587	0.0619168	0.0573149	0.0519375	0.0462247	0.0406133	0.0354888	0.031152	0.0278029	0.0255373	
POCUSC_Dendroctonus_approximatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCUSC_Dendroctonus_brevicomis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.0964914	0.0918283	0.0871646	0.0824326	0.0775562	0.0724739	0.0671598	0.0616368	0.055979	0.0503043	0.0447576	0.03949	0.034638	0.0303085	0.0265707	0.0234555	0.0209617	0.0190647	0.0177265	
N8	0.0910698	0.086879	0.0828698	0.0789416	0.0749766	0.0708635	0.0665191	0.0619068	0.0570458	0.052011	0.0469222	0.041927	0.0371796	0.0328204	0.028961	0.0256762	0.0230028	0.0209451	0.0194825	
N9	0.0612278	0.0591842	0.0579537	0.0573765	0.0572669	0.0574225	0.0576365	0.0577131	0.0574843	0.056826	0.0556708	0.0540134	0.0519095	0.0494657	0.046823	0.0441365	0.0415538	0.0391955	0.0371402	
POCUSC_Dendroctonus_valens	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
POCUSC_Dendroctonus_terebrans	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N10	0.128548	0.121108	0.112631	0.103275	0.0932288	0.0827211	0.0720246	0.0614449	0.0512973	0.0418775	0.0334299	0.026123	0.020036	0.0151597	0.0114106	0.0086542	0.00673281	0.00549229	0.00480434	
POCUSC_Dendroctonus_punctatus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N11	0.0826314	0.0845053	0.0907672	0.0989695	0.105921	0.108386	0.104157	0.0929504	0.0765285	0.057934	0.0402768	0.0257266	0.0151282	0.00822357	0.00416559	0.00199969	0.000945186	0.000479091	0.000305143	
POCUSC_Dendroctonus_rufipennis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUSC_Dendroctonus_murrayanae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
N12	0.115553	0.10898	0.10161	0.0936234	0.085222	0.0766236	0.0680483	0.0597072	0.0517904	0.0444568	0.037826	0.0319748	0.0269368	0.0227072	0.0192498	0.0165073	0.0144111	0.0128906	0.0118812	
POCUSC_Dendroctonus_simplex	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUSC_Dendroctonus_pseudotsugae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
