NODE	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	
N1	0.152991	0.148237	0.138891	0.125533	0.109135	0.0909775	0.0724821	0.0550067	0.0396357	0.027035	0.017407	0.0105532	0.0060111	0.00321063	0.00160538	0.000750426	0.00032755	0.000133374	5.06234e-05	1.79002e-05	5.8938e-06	1.80645e-06	5.15316e-07	1.3681e-07	3.38067e-08	7.77775e-09	1.66689e-09	3.33082e-10	6.21487e-11	1.08538e-11	1.78106e-12	2.7632e-13	7.05087e-17	2.67371e-17	1.01473e-17	4.03744e-18	2.03306e-18	
N2	0.160347	0.149895	0.137298	0.122694	0.106396	0.0890112	0.0714328	0.0547015	0.0397856	0.0273737	0.0177557	0.0108265	0.00619066	0.00331287	0.00165639	0.000772701	0.000335935	0.000135986	5.1217e-05	1.79375e-05	5.83922e-06	1.76629e-06	4.96364e-07	1.2958e-07	3.14256e-08	7.08105e-09	1.48283e-09	2.88702e-10	5.22938e-11	8.82113e-12	1.38794e-12	2.04263e-13	2.82637e-14	3.71695e-15	4.77495e-16	6.58636e-17	1.4541e-17	
N3	0.171567	0.159121	0.143539	0.125552	0.106079	0.0862042	0.0670786	0.0497607	0.0350464	0.0233468	0.0146623	0.00865629	0.00479245	0.0024831	0.00120201	0.000542863	0.000228478	8.95303e-05	3.26397e-05	1.10642e-05	3.48577e-06	1.02033e-06	2.77428e-07	7.00598e-08	1.64317e-08	3.57941e-09	7.24307e-10	1.36189e-10	2.38052e-11	3.87136e-12	5.86556e-13	8.30062e-14	1.1028e-14	1.39215e-15	1.72795e-16	2.37362e-17	5.51664e-18	
N4	0.192236	0.175882	0.154443	0.129905	0.104455	0.080127	0.0585155	0.0405982	0.0267061	0.0166242	0.00977492	0.00541993	0.00282954	0.00138892	0.000640246	0.000276852	0.000112194	4.2576e-05	1.51192e-05	5.02129e-06	1.55891e-06	4.52254e-07	1.22569e-07	3.10261e-08	7.33446e-09	1.61912e-09	3.33779e-10	6.42596e-11	1.15549e-11	1.94102e-12	3.04692e-13	4.47256e-14	6.15124e-15	7.98285e-16	1.006e-16	1.38764e-17	3.25385e-18	
N5	0.19132	0.175103	0.153873	0.129586	0.104391	0.0802883	0.0588414	0.0410134	0.0271377	0.0170157	0.0100931	0.00565483	0.00298827	0.00148753	0.000696727	0.00030674	0.000126827	4.92102e-05	1.79073e-05	6.10812e-06	1.95209e-06	5.84335e-07	1.63788e-07	4.29819e-08	1.0559e-08	2.42815e-09	5.22695e-10	1.05335e-10	1.98747e-11	3.51178e-12	5.81319e-13	9.02271e-14	1.31637e-14	1.82047e-15	2.46185e-16	3.66813e-17	9.14534e-18	
N6	0.153181	0.14363	0.132374	0.119407	0.104871	0.0891855	0.0730648	0.0574082	0.043105	0.0308425	0.0209855	0.0135568	0.00830544	0.00482152	0.00265075	0.00137958	0.000679523	0.000316715	0.000139671	5.82784e-05	2.30082e-05	8.59525e-06	3.03864e-06	1.01672e-06	3.22024e-07	9.65667e-08	2.74231e-08	7.37708e-09	1.88067e-09	4.54664e-10	1.04362e-10	2.27999e-11	4.76695e-12	9.66869e-13	1.97558e-13	4.55965e-14	1.64298e-14	
N7	0.203096	0.18458	0.159915	0.131833	0.103243	0.0766847	0.0539411	0.0358835	0.022547	0.0133663	0.00746855	0.00393011	0.00194633	0.000906635	0.000397076	0.000163459	6.32354e-05	2.29872e-05	7.85213e-06	2.52055e-06	7.60455e-07	2.15679e-07	5.75186e-08	1.44279e-08	3.40519e-09	7.56449e-10	1.58232e-10	3.11794e-11	5.79034e-12	1.01398e-12	1.67547e-13	2.61535e-14	3.86745e-15	5.46596e-16	7.62446e-17	1.18609e-17	3.11114e-18	
ADDYAG_Ilybius_erichsoni	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYAG_Ilybius_albarracinensis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYAG_Ilybius_chalconatus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
