"species","chrom.num"
"POELAG_Adelocera_sp_M",19
"POELEL_Agriotes_lineatus",19
"POELEL_Agriotes_obscurus",19
"POELEL_Agriotes_sputator",20
"POELAG_Agrypnus_sp",15
"POELDE_Athous_sp",19
"POELCA_Cardiophorus_sp",21.5
"POELAG_Chalcolepidius_sp",7
"POELEL_Elater_sp",19
"POELAG_Lacon_sp",14
"POELDE_Limonius_sp",18.5
"POELME_Melanotus_sp",18.22
