NODE	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	
N1	5.26047e-07	9.58967e-06	5.47185e-05	0.000192812	0.000519116	0.00117402	0.00234576	0.0042671	0.00720433	0.0114376	0.0172323	0.0248034	0.0342739	0.045633	0.058698	0.0730865	0.0882056	0.103262	0.117302	0.129274	0.138122	0.142902	
N2	0.000188006	0.00156709	0.00548349	0.0132857	0.0259	0.0432544	0.0638361	0.0847101	0.10215	0.112724	0.114396	0.107158	0.0929299	0.0748071	0.0560453	0.0392023	0.0257155	0.0159353	0.00945555	0.00552158	0.00336065	0.00237345	
N3	6.56807e-09	1.4763e-07	1.78532e-06	1.58817e-05	0.000110475	0.00061114	0.00270051	0.00953561	0.0268942	0.0605962	0.109204	0.157761	0.183235	0.171707	0.130356	0.080592	0.0408694	0.0171838	0.00608953	0.00186416	0.000514619	0.000156964	
ADCAHA_Calathus_circumseptus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
N4	7.09447e-10	5.01457e-08	2.15901e-06	6.27764e-05	0.00117583	0.0131469	0.0794487	0.234199	0.333235	0.230764	0.0859911	0.0190089	0.0026887	0.000257678	1.74901e-05	8.71145e-07	3.27973e-08	9.57752e-10	2.22066e-11	4.17741e-13	6.51665e-15	1.03247e-16	
ADCAHA_Calathus_auctus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCAHA_Calathus_ascendens	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCAHA_Calathus_freyi	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	1.63756e-05	0.000145337	0.0005597	0.00153061	0.00343589	0.0067241	0.0118283	0.0190398	0.0283718	0.0394567	0.0515241	0.0634857	0.0741211	0.0823199	0.0873134	0.0888268	0.0871129	0.0828627	0.0770285	0.0706134	0.0644785	0.0592044	
N6	0.00377664	0.0281464	0.0809093	0.146538	0.192892	0.195673	0.157608	0.102671	0.0548167	0.0242473	0.00897038	0.00279958	0.000742971	0.000168914	3.31267e-05	5.6402e-06	8.38688e-07	1.09517e-07	1.2624e-08	1.29324e-09	1.21733e-10	1.49968e-11	
ADCAHA_Calathus_abaxoides	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.000298606	0.00495809	0.0352076	0.136334	0.283941	0.304827	0.170264	0.0529597	0.00991137	0.00119367	9.76852e-05	5.67381e-06	2.42241e-07	7.82308e-09	1.95683e-10	3.86737e-12	6.14231e-14	7.95691e-16	8.52687e-18	7.70248e-20	6.16743e-22	6.25521e-24	
ADCAHA_Calathus_asturiensis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCAHA_Calathus_mollis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N8	8.43899e-06	7.66053e-05	0.000306165	0.000879811	0.00209373	0.00436436	0.00818593	0.0140251	0.0221634	0.0325301	0.0445914	0.057359	0.0695452	0.0798333	0.0871802	0.091047	0.0914841	0.0890521	0.0846241	0.0791482	0.0734415	0.0680602	
N9	3.796e-06	3.52385e-05	0.000146016	0.00044036	0.00111105	0.00247464	0.00498502	0.00919549	0.0156438	0.0246627	0.0361647	0.0494925	0.0634327	0.0764354	0.0869884	0.0940103	0.0971061	0.0965933	0.0933116	0.0883191	0.0825974	0.0768503	
N10	1.7761e-06	1.70472e-05	7.43401e-05	0.000238939	0.000647443	0.00155426	0.00337621	0.00670316	0.0122299	0.0205747	0.0319989	0.0461177	0.0617511	0.0770529	0.0899395	0.0986831	0.102423	0.101373	0.0966599	0.089888	0.0826359	0.0760599	
