"","V1","V2","V3"
"1",0.589010182071521,0.0631588823775744,0.00827575514235563
"2",0.626600032204008,0.064526309776484,0.0100061218634535
"3",0.723214391623362,0.0629078796173913,0.00562587897579817
"4",0.529897037133337,0.0617698203649102,0.014933566052661
"5",0.616803690831589,0.0623854390170785,0.0128625075584358
"6",0.6209079325777,0.0707455467749668,0.0120683013181336
"7",0.739242326470061,0.0607689694305164,0.0105643512680742
"8",0.587187942180518,0.075811382417962,0.0125545594369393
"9",0.794537115311271,0.0649192178374058,0.00617552862993904
"10",0.581706366689626,0.0616269539906325,0.0130331626395435
"11",0.662785008598834,0.060957260747135,0.00870666744901648
"12",0.605838214179857,0.0741627220653839,0.0112889613954539
"13",0.583933842085991,0.0601194037100906,0.0109402902419835
"14",0.753453724075248,0.0631725023244301,0.00674241074437702
"15",0.751496685157241,0.0677210972393155,0.00541938998136755
"16",0.741784752409779,0.0492663549336796,0.00396498612119242
"17",0.630631324204653,0.0760854460077213,0.0108678877475338
"18",0.820630420464566,0.0622817916457936,0.0049526006124252
"19",0.835936704640803,0.0647429167916104,0.00906438065312999
"20",0.581166516911105,0.0786896452590774,0.0101463769462316
"21",0.761590396654126,0.0628794741260684,0.0094809743984584
"22",0.748756369334548,0.0655762810877484,0.00716366451756736
"23",0.594982759823202,0.0713936855081054,0.0080547582664439
"24",0.617085654886433,0.0616620491535248,0.0128147468155252
"25",0.784899383113802,0.0625281314463138,0.00963899010181758
"26",0.70899932040469,0.0655939163038507,0.0107364747639323
"27",0.600557779492265,0.0620914749816475,0.00731519271187106
"28",0.620685409968693,0.0630468697861915,0.00485173093195758
"29",0.620573861675661,0.0664255265461935,0.0105669036893399
"30",0.6942758160954,0.066137152412578,0.0103942860304002
"31",0.566364074159866,0.0688236198658791,0.00671603550947481
"32",0.566634165016633,0.0629716766382602,0.00806848549491764
"33",0.586402888050589,0.0619012190986626,0.00549986594589834
"34",0.604945608833647,0.0625564802153706,0.00478837689895241
"35",0.683467361412369,0.0674747335281826,0.00567268102625202
"36",0.601453134993067,0.0673997345837711,0.0116020427740573
"37",0.631226199867212,0.0644749863520149,0.00489648860652851
"38",0.672397380634001,0.0627958019102376,0.00848674042679835
"39",0.525280604934167,0.065023273882228,0.0103211946016186
"40",0.726318441048144,0.0624099901204418,0.00579520998695719
"41",0.592217722443381,0.0719700698460837,0.00823738055628044
"42",0.825185642069231,0.0647760721316777,0.00973438408047924
"43",0.80432670842543,0.0615350244620226,0.0053795132347855
"44",0.742526081357354,0.0674646411633035,0.00564383532931257
"45",0.553040542953585,0.0667656481376434,0.0132205352901854
"46",0.735150396114691,0.049123614208382,0.0101384285688944
"47",0.489300776002818,0.0726579919086207,0.0116607698664218
"48",0.690855558016831,0.0627087413531193,0.0072312333971431
"49",0.656103321714157,0.0588458912966937,0.00744567953202306
"50",0.711278787337035,0.0785808653858025,0.0101041735737887
"51",0.588082888554564,0.045779920873308,0.0136448568752392
"52",0.591340723709735,0.052344295541088,0.0084035513709957
"53",0.578680756040608,0.0472347517449546,0.00868771540793941
"54",0.604641794964332,0.0564011704262889,0.0132890333584587
"55",0.58559256973907,0.0512893963402461,0.0125294629677843
"56",0.600464871267036,0.055478350071792,0.00970195771994495
"57",0.580625848514811,0.0524171389188524,0.0114586461621346
"58",0.507698178526203,0.0482076410479094,0.0131312656562869
"59",0.531492409755225,0.050779756853588,0.00584677630678813
"60",0.525543764680504,0.0499852999480956,0.0107497638911732
"61",0.531864323492689,0.0543519734714332,0.0117146063807233
"62",0.625900582050171,0.0500514289561273,0.00584345886545078
"63",0.567425905973236,0.0475831963150755,0.00578137274464972
"64",0.554564929425951,0.0509660115886231,0.00643175973346334
"65",0.46433242919255,0.0535305349595517,0.0064502497590937
"66",0.661612804083898,0.0536142434500313,0.00541941398887306
"67",0.489546852523961,0.0582115839003715,0.00783058282074341
"68",0.502052990766962,0.0547781431357227,0.00841438172034918
