NODE	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	
N1	0.340544	0.280272	0.191244	0.108442	0.0510547	0.0199035	0.00640278	0.00169362	0.000367203	6.50986e-05	9.42086e-06	1.11198e-06	1.07047e-07	8.4105e-09	5.40039e-10	2.83972e-11	1.22673e-12	5.02442e-17	8.75662e-18	1.51079e-18	3.76923e-19	
N2	0.243048	0.23025	0.192795	0.142646	0.0930276	0.0532942	0.0267296	0.0117028	0.00446313	0.00148063	0.00042703	0.000107086	2.33687e-05	4.44471e-06	7.38632e-07	1.07662e-07	1.38565e-08	1.5972e-09	1.71457e-10	1.96041e-11	3.92986e-12	
N3	0.205752	0.201704	0.180422	0.146897	0.108403	0.0721695	0.0431614	0.0231072	0.0110453	0.00470575	0.00178521	0.000602935	0.000181393	4.86854e-05	1.16924e-05	2.52703e-06	4.97091e-07	9.10789e-08	1.62989e-08	3.15025e-09	8.96961e-10	
N4	0.136263	0.142972	0.144682	0.138922	0.124703	0.103522	0.0789273	0.0550394	0.035026	0.0203195	0.010743	0.00517857	0.00227855	0.000917038	0.000338828	0.000115651	3.68699e-05	1.12024e-05	3.37801e-06	1.11253e-06	5.22232e-07	
POCECE_Purpuricenus_sp	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
POCECE_Chlorophorus_sp	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.117816	0.128617	0.138414	0.141681	0.134094	0.115213	0.0888832	0.0611814	0.0374425	0.0203363	0.00979606	0.00418556	0.00158741	0.000535051	0.000160583	4.30518e-05	1.03785e-05	2.28812e-06	4.84719e-07	1.14479e-07	4.42673e-08	
POCELE_Leptura_sp	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCEPR_Prionus_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.210916	0.206549	0.183921	0.148075	0.107065	0.069112	0.0396574	0.0201733	0.00908495	0.00362123	0.00127839	0.000400295	0.000111428	2.76609e-05	6.14919e-06	1.23084e-06	2.23372e-07	3.71005e-08	5.74219e-09	8.89395e-10	2.04715e-10	
N7	0.284339	0.257727	0.198342	0.130154	0.0729904	0.0350156	0.0143732	0.00504779	0.00151645	0.000389687	8.56747e-05	1.61238e-05	2.59982e-06	3.59607e-07	4.27409e-08	4.37483e-09	3.87021e-10	2.98348e-11	2.05881e-12	1.41628e-13	1.59287e-14	
N8	0.299211	0.266967	0.199152	0.124706	0.0656462	0.0290477	0.0107942	0.00336422	0.000878283	0.00019186	3.50466e-05	5.3521e-06	6.83508e-07	7.30534e-08	6.54308e-09	4.92065e-10	3.11696e-11	1.67391e-12	7.77914e-14	3.47239e-15	2.83518e-16	
N9	0.287802	0.260119	0.198928	0.129143	0.0712365	0.0333751	0.0132676	0.00447016	0.0012753	0.000307917	6.2919e-05	1.08864e-05	1.5966e-06	1.98793e-07	2.10588e-08	1.9037e-09	1.47599e-10	9.92596e-12	5.9812e-13	3.5933e-14	3.29269e-15	
POCECE_Phymatodes_sp	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N10	0.180461	0.192435	0.193158	0.171203	0.127504	0.0773499	0.0375841	0.0145179	0.00445113	0.00108544	0.000211455	3.30989e-05	4.19043e-06	4.32111e-07	3.65546e-08	2.55521e-09	1.48685e-10	7.26818e-12	3.04588e-13	1.19579e-14	7.45951e-16	
POCECE_Callidium_violaceum	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
