NODE	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	
N1	0.0721359	0.0723618	0.0727815	0.0732894	0.0737016	0.0737618	0.0731631	0.0715888	0.0687684	0.0645416	0.058912	0.0520755	0.0444073	0.0364059	0.0286072	0.0214891	0.0153962	0.0105004	0.00680573	0.00418598	0.00244037	0.00134716	0.000703624	0.000347503	0.000162217	7.15603e-05	2.98354e-05	1.17619e-05	4.3887e-06	1.55259e-06	5.22264e-07	1.67833e-07	5.19425e-08	1.57227e-08	4.8226e-09	1.64776e-09	7.97754e-10	
N2	0.0941077	0.0847438	0.0788531	0.0753976	0.0734371	0.0721356	0.0707672	0.068734	0.0655979	0.06112	0.0552906	0.0483317	0.0406585	0.0328006	0.0252994	0.0186085	0.0130235	0.00865644	0.00545575	0.00325604	0.00183805	0.000980514	0.000493923	0.000234813	0.00010531	4.45461e-05	1.7772e-05	6.6891e-06	2.3767e-06	7.98117e-07	2.53829e-07	7.67341e-08	2.22027e-08	6.23841e-09	1.7621e-09	5.48576e-10	2.37449e-10	
N3	0.112105	0.0999518	0.0912323	0.0849607	0.0802177	0.0761732	0.0721192	0.0675113	0.0620129	0.0555254	0.0481892	0.0403439	0.032451	0.0249934	0.0183793	0.0128732	0.00857065	0.00541446	0.00324095	0.0018358	0.000983009	0.000497146	0.000237295	0.000106836	4.53504e-05	1.81447e-05	6.84191e-06	2.43173e-06	8.15017e-07	2.57846e-07	7.71502e-08	2.19143e-08	5.95501e-09	1.57509e-09	4.22908e-10	1.2812e-10	5.55604e-11	
N4	0.150884	0.132269	0.116637	0.103211	0.0912777	0.0802572	0.0697519	0.0595713	0.0497205	0.0403557	0.0317155	0.0240449	0.0175303	0.0122573	0.00820044	0.00523911	0.0031909	0.00184996	0.00101964	0.000533678	0.000264998	0.00012473	5.56098e-05	2.34698e-05	9.37161e-06	3.53896e-06	1.26339e-06	4.26262e-07	1.35903e-07	4.09458e-08	1.16634e-08	3.14608e-09	8.07445e-10	1.99928e-10	4.97114e-11	1.38718e-11	5.64875e-12	
N5	0.165156	0.143728	0.124877	0.108123	0.0930365	0.0792792	0.0666322	0.055	0.0443939	0.0348953	0.0266085	0.019614	0.0139331	0.00951201	0.00622582	0.00389864	0.00233151	0.00132951	0.000721919	0.000372846	0.000182972	8.52475e-05	3.76799e-05	1.57907e-05	6.27101e-06	2.35901e-06	8.40297e-07	2.8336e-07	9.04459e-08	2.73284e-08	7.82052e-09	2.12313e-09	5.49455e-10	1.37451e-10	3.45949e-11	9.78592e-12	4.03234e-12	
N6	0.158001	0.13794	0.120632	0.105459	0.0918633	0.0794036	0.0677902	0.0568963	0.0467373	0.0374256	0.0291135	0.021936	0.0159696	0.0112102	0.00757504	0.00492049	0.00306892	0.00183615	0.00105303	0.000578502	0.000304281	0.000153167	7.37611e-05	3.39741e-05	1.49637e-05	6.30156e-06	2.53723e-06	9.76814e-07	3.59691e-07	1.26766e-07	4.28202e-08	1.39057e-08	4.37093e-09	1.35096e-09	4.26579e-10	1.51015e-10	7.31577e-11	
N7	0.209505	0.178875	0.149357	0.121666	0.096457	0.0742461	0.0553542	0.0398791	0.0276998	0.0185105	0.0118774	0.0073048	0.00429933	0.00241825	0.00129838	0.000664771	0.000324308	0.00015065	6.66003e-05	2.80089e-05	1.1202e-05	4.25968e-06	1.53985e-06	5.29134e-07	1.72836e-07	5.3666e-08	1.58419e-08	4.44666e-09	1.18713e-09	3.01587e-10	7.2975e-11	1.68511e-11	3.73058e-12	8.01428e-13	1.72962e-13	4.16528e-14	1.49632e-14	
ADDYAG_Ilybius_erichsoni	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYAG_Ilybius_albarracinensis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
