NODE	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	
N1	8.28394e-25	2.36019e-24	8.72373e-24	3.28322e-23	1.22699e-22	4.54749e-22	1.67104e-21	6.07968e-21	2.18441e-20	7.72442e-20	2.67811e-19	9.06946e-19	2.9896e-18	9.56325e-18	2.96109e-17	8.85614e-17	5.52735e-13	4.2638e-12	3.04368e-11	2.0071e-10	1.22093e-09	6.84336e-09	3.5309e-08	1.6757e-07	7.30987e-07	2.92945e-06	1.07801e-05	3.6413e-05	0.000112863	0.000320933	0.000837112	0.0020028	0.00439551	0.008851	0.0163596	0.0277759	0.0433701	0.0623948	0.0829472	0.102346	0.117983	0.128288	0.133291	0.134504	0.13417	
N2	2.26944e-28	7.63038e-28	6.91759e-27	1.01687e-25	1.72434e-24	2.90845e-23	4.63795e-22	6.87756e-21	9.43558e-20	1.19628e-18	1.40196e-17	1.51973e-16	1.52476e-15	1.41653e-14	1.21868e-13	9.70783e-13	7.15726e-12	4.88118e-11	3.07738e-10	1.79239e-09	9.63825e-09	4.78196e-08	2.18776e-07	9.22452e-07	3.58276e-06	1.28124e-05	4.21705e-05	0.000127709	0.000355768	0.000911565	0.00214822	0.00465694	0.00928927	0.0170584	0.0288582	0.0450149	0.0648055	0.0861808	0.105916	0.120279	0.126091	0.121874	0.108582	0.0893996	0.0683915	
N3	9.35168e-29	9.45663e-28	1.83281e-26	3.88327e-25	8.04213e-24	1.5694e-22	2.84638e-21	4.77114e-20	7.37184e-19	1.04825e-17	1.37015e-16	1.64442e-15	1.81032e-14	1.82628e-13	1.68665e-12	1.42467e-11	1.09961e-10	7.74832e-10	4.98017e-09	2.91736e-08	1.55634e-07	7.55557e-07	3.33563e-06	1.33831e-05	4.877e-05	0.000161335	0.000484257	0.00131826	0.00325329	0.00727576	0.0147403	0.0270421	0.0449074	0.0674772	0.0916999	0.112657	0.125065	0.125419	0.113607	0.0930007	0.0689291	0.046483	0.0288878	0.0171016	0.0104241	
N4	7.68096e-15	1.59789e-14	6.36849e-14	3.25471e-13	1.7761e-12	9.60781e-12	4.99955e-11	2.47185e-10	1.15509e-09	5.08944e-09	2.11182e-08	8.24631e-08	3.02869e-07	1.04583e-06	3.39408e-06	1.03488e-05	2.96365e-05	7.96909e-05	0.000201148	0.00047647	0.00105893	0.00220757	0.00431614	0.00791288	0.0136009	0.021915	0.0330991	0.0468555	0.0621674	0.0773077	0.0901071	0.0984488	0.100841	0.0968566	0.0872582	0.0737622	0.0585379	0.0436451	0.0306067	0.0202249	0.0126367	0.00751749	0.00432178	0.0024796	0.00151259	
ADDYDY_Cybister_sugillatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	7.55514e-13	1.56866e-12	6.46e-12	3.40697e-11	1.87394e-10	9.97876e-10	5.01446e-09	2.35658e-08	1.03215e-07	4.20665e-07	1.59397e-06	5.61188e-06	1.83487e-05	5.56911e-05	0.000156847	0.00040976	0.000992679	0.00222945	0.00464081	0.00895194	0.0159994	0.0264914	0.0406349	0.05774	0.0760067	0.0926952	0.104748	0.109696	0.106485	0.0958419	0.0800069	0.0619677	0.0445505	0.0297437	0.0184512	0.0106413	0.00570926	0.00285165	0.00132711	0.000576123	0.000233805	8.91658e-05	3.24565e-05	1.18617e-05	5.10487e-06	
N6	1.8836e-11	8.50321e-11	6.50182e-10	5.374e-09	4.2257e-08	3.00682e-07	1.89348e-06	1.04437e-05	5.02066e-05	0.000209902	0.000762475	0.00240591	0.00659467	0.0157045	0.0324952	0.0584225	0.0912549	0.123805	0.145834	0.149081	0.132193	0.101629	0.0677184	0.0391045	0.0195737	0.00849805	0.0032037	0.00105045	0.000300197	7.4965e-05	1.6406e-05	3.15666e-06	5.35816e-07	8.05191e-08	1.07508e-08	1.28004e-09	1.36408e-10	1.30584e-11	1.12722e-12	8.80737e-14	6.25331e-15	4.05104e-16	2.40712e-17	1.33948e-18	9.00526e-20	
ADDYDY_Cybister_lateralimarginalis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYDY_Cybister_japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYDY_Cybister_tripunctatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	5.92083e-29	7.01576e-28	1.50459e-26	3.47301e-25	7.85382e-24	1.67621e-22	3.32046e-21	6.05927e-20	1.01484e-18	1.55668e-17	2.18355e-16	2.79723e-15	3.26876e-14	3.48043e-13	3.37286e-12	2.97174e-11	2.378e-10	1.72646e-09	1.13609e-08	6.76965e-08	3.64938e-07	1.77824e-06	7.82571e-06	3.10799e-05	0.000111312	0.00035927	0.00104434	0.00273247	0.00643177	0.0136132	0.0258973	0.0442632	0.0679483	0.0936566	0.115888	0.128719	0.128353	0.114949	0.0925425	0.0670931	0.0439487	0.0261807	0.0143941	0.00758986	0.00424405	
N8	4.80193e-15	1.19359e-14	6.1791e-14	4.02505e-13	2.68629e-12	1.72043e-11	1.03624e-10	5.8313e-10	3.05812e-09	1.49273e-08	6.77609e-08	2.85855e-07	1.11997e-06	4.07297e-06	1.3741e-05	4.29842e-05	0.000124617	0.000334687	0.000832385	0.0019164	0.0040832	0.00804934	0.0146786	0.0247578	0.0386199	0.0557145	0.074336	0.0917363	0.104727	0.110622	0.108146	0.097881	0.0820499	0.0637297	0.0458889	0.0306492	0.0189998	0.0109399	0.00585613	0.00291823	0.0013571	0.00059228	0.000246277	0.000102103	4.83151e-05	
ADDYDY_Eretes_sticticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N9	6.19724e-17	3.2002e-16	3.44794e-15	4.17015e-14	4.81383e-13	5.08998e-12	4.8733e-11	4.20747e-10	3.26853e-09	2.28083e-08	1.42759e-07	8.00353e-07	4.0139e-06	1.79858e-05	7.19258e-05	0.000256444	0.000814444	0.00230226	0.00578883	0.0129405	0.0257089	0.045383	0.0711796	0.0992	0.122876	0.135328	0.132589	0.115641	0.0898557	0.0622587	0.0385052	0.021281	0.0105233	0.004662	0.00185301	0.000661823	0.000212767	6.16853e-05	1.61623e-05	3.83655e-06	8.27618e-07	1.62997e-07	2.96399e-08	5.22066e-09	1.15752e-09	
ADDYDY_Dytiscus_dauricus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N10	6.06371e-17	3.43418e-16	4.10213e-15	5.40969e-14	6.71162e-13	7.55352e-12	7.63996e-11	6.92079e-10	5.60292e-09	4.04651e-08	2.60266e-07	1.48842e-06	7.55678e-06	3.40119e-05	0.000135528	0.000477539	0.00148629	0.00408235	0.0098878	0.0211062	0.0396878	0.065726	0.0958567	0.123131	0.139347	0.139001	0.122296	0.0949763	0.0651689	0.0395505	0.0212553	0.0101288	0.00428577	0.00161263	0.000540459	0.000161598	4.31833e-05	1.03323e-05	2.2179e-06	4.28072e-07	7.45172e-08	1.17733e-08	1.72334e-09	2.54458e-10	5.34807e-11	
ADDYDY_Dytiscus_marginalis_M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
