NODE	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
N1	0.354555	0.286298	0.188561	0.101912	0.0453644	0.0166654	0.00505842	0.00126929	0.000263394	4.52153e-05	6.42369e-06	7.5574e-07	7.36921e-08	5.96231e-09	4.0082e-10	2.24248e-11	1.04603e-12	4.76401e-17	8.60561e-18	1.4241e-18	2.16163e-19	3.01348e-20	3.86352e-21	4.56173e-22	4.96757e-23	4.99698e-24	4.6513e-25	4.01449e-26	3.2214e-27	2.41688e-28	1.75644e-29	1.82611e-30	
N2	0.300924	0.266508	0.197062	0.123076	0.0654665	0.0298223	0.0116787	0.00394313	0.00115072	0.000290946	6.38843e-05	1.22115e-05	2.03714e-06	2.97348e-07	3.80755e-08	4.28871e-09	4.26069e-10	3.74332e-11	2.91571e-12	2.01795e-13	1.24331e-14	6.83057e-16	3.35122e-17	1.47082e-18	5.78826e-20	2.05039e-21	6.58442e-23	1.94549e-24	5.47035e-26	1.58367e-27	5.62703e-29	4.16766e-30	
POCHCA_Agroiconota_propinqua	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.25279	0.236394	0.193451	0.139104	0.0881091	0.0492345	0.0242929	0.0105901	0.0040805	0.00139025	0.000419013	0.000111776	2.64077e-05	5.52985e-06	1.02727e-06	1.69466e-07	2.48544e-08	3.24476e-09	3.7757e-10	3.92156e-11	3.6409e-12	3.02632e-13	2.25561e-14	1.50994e-15	9.09314e-17	4.93462e-18	2.41719e-19	1.07066e-20	4.29872e-22	1.57843e-23	5.68765e-25	3.6481e-26	
N4	0.199274	0.196839	0.178491	0.147903	0.111264	0.0754776	0.0458953	0.0248933	0.0119989	0.00512594	0.00193721	0.000646947	0.000190816	4.97041e-05	1.14377e-05	2.32669e-06	4.18768e-07	6.67616e-08	9.43955e-09	1.18538e-09	1.32406e-10	1.31762e-11	1.17014e-12	9.28958e-14	6.6044e-15	4.21265e-16	2.41583e-17	1.24921e-18	5.86036e-20	2.54305e-21	1.11001e-22	8.14677e-24	
N5	0.182233	0.183764	0.172756	0.149742	0.118225	0.0841164	0.0534796	0.0301942	0.0150716	0.00663098	0.00256636	0.000872703	0.000260606	6.83349e-05	1.57392e-05	3.18625e-06	5.67447e-07	8.90022e-08	1.23101e-08	1.50359e-09	1.62431e-10	1.5545e-11	1.32018e-12	9.96695e-14	6.70153e-15	4.02069e-16	2.15719e-17	1.03819e-18	4.51065e-20	1.80352e-21	7.17983e-23	4.71452e-24	
N6	0.183581	0.184732	0.173158	0.149699	0.11794	0.0837078	0.0530014	0.0297075	0.0146548	0.00633618	0.0023944	0.000789501	0.000226961	5.68792e-05	1.2433e-05	2.37264e-06	3.95815e-07	5.78174e-08	7.40844e-09	8.34387e-10	8.27769e-11	7.2497e-12	5.61819e-13	3.86145e-14	2.35945e-15	1.28476e-16	6.2502e-18	2.72535e-19	1.07148e-20	3.86612e-22	1.38346e-23	8.18192e-25	
POCHCR_Pachybrachis_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.156889	0.166017	0.168161	0.157377	0.132132	0.0974887	0.0623414	0.0342309	0.0160358	0.00638079	0.00215029	0.000612614	0.00014743	2.99686e-05	5.14856e-06	7.48399e-07	9.21907e-08	9.64234e-09	8.58186e-10	6.51549e-11	4.23078e-12	2.35614e-13	1.12858e-14	4.66322e-16	1.66707e-17	5.17169e-19	1.39644e-20	3.29169e-22	6.79445e-24	1.23421e-25	2.04939e-27	5.40337e-29	
N8	0.18055	0.183428	0.174546	0.153084	0.121436	0.085594	0.0528193	0.0282152	0.0129422	0.00507027	0.00169098	0.00047933	0.000115443	2.36376e-05	4.12025e-06	6.12559e-07	7.78542e-08	8.48139e-09	7.94227e-10	6.4125e-11	4.47792e-12	2.71321e-13	1.43104e-14	6.5916e-16	2.6601e-17	9.4353e-19	2.95072e-20	8.16128e-22	2.00288e-23	4.38819e-25	8.99608e-27	3.04483e-28	
N9	0.145084	0.158065	0.167473	0.163647	0.141098	0.104233	0.0648566	0.0336935	0.0145615	0.00523274	0.00156595	0.00039135	8.19714e-05	1.445e-05	2.15337e-06	2.7254e-07	2.94339e-08	2.7253e-09	2.17342e-10	1.49973e-11	8.99377e-13	4.70749e-14	2.15948e-15	8.71664e-17	3.10775e-18	9.82268e-20	2.76201e-21	6.93257e-23	1.55855e-24	3.15698e-26	6.02327e-28	1.90572e-29	
POCHCL_Coptocephala_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCL_Lachnaia_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N10	0.137994	0.153707	0.167431	0.166993	0.145369	0.107329	0.0661808	0.0338276	0.0142945	0.00499502	0.00144642	0.000348251	7.0004e-05	1.1803e-05	1.67737e-06	2.0194e-07	2.07004e-08	1.81583e-09	1.3698e-10	8.92893e-12	5.05266e-13	2.49319e-14	1.07739e-15	4.09404e-17	1.37342e-18	4.08284e-20	1.07941e-21	2.54666e-23	5.38066e-25	1.02419e-26	1.83436e-28	5.39941e-30	
POCHCL_Smaragdina_sp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCL_Macrolenes_dentipes	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N11	0.10389	0.118424	0.135652	0.147192	0.145029	0.126481	0.0961925	0.0632449	0.0357636	0.0173412	0.00719843	0.00255649	0.000776859	0.000202131	4.50837e-05	8.63325e-06	1.42203e-06	2.01904e-07	2.47685e-08	2.63183e-09	2.42862e-10	1.95157e-11	1.36944e-12	8.41515e-14	4.54124e-15	2.1584e-16	9.06217e-18	3.37296e-19	1.11956e-20	3.3708e-22	9.91773e-24	4.69148e-25	
POCHCR_Cryptocephalus_venustus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N12	0.0944697	0.109373	0.128675	0.144256	0.147066	0.132405	0.103427	0.0693647	0.0397009	0.0193321	0.0080002	0.00281451	0.000842856	0.000215292	4.70251e-05	8.80887e-06	1.41961e-06	1.97482e-07	2.37948e-08	2.49202e-09	2.27643e-10	1.82014e-11	1.2782e-12	7.91051e-14	4.32872e-15	2.1012e-16	9.07593e-18	3.4992e-19	1.20828e-20	3.76597e-22	1.12571e-23	5.85796e-25	
POCHCH_Chlamisus_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Exema_canadensis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N13	0.00370859	0.00741694	0.0170457	0.0364654	0.0682807	0.109277	0.147696	0.167438	0.158569	0.125154	0.082241	0.0450002	0.0205276	0.00782348	0.00249864	0.000671211	0.000152302	2.93258e-05	4.81496e-06	6.77462e-07	8.2088e-08	8.60798e-09	7.84916e-10	6.25247e-11	4.37035e-12	2.692e-13	1.46734e-14	7.10846e-16	3.07944e-17	1.21282e-18	4.70965e-20	3.1101e-21	
N14	5.68588e-07	4.65604e-06	4.50316e-05	0.000357254	0.00221296	0.0104504	0.0368428	0.0951206	0.176792	0.233207	0.216102	0.139939	0.0633525	0.0201692	0.00456295	0.000743618	8.86549e-05	7.85791e-06	5.26165e-07	2.70301e-08	1.08095e-09	3.41105e-11	8.60078e-13	1.75296e-14	2.91878e-16	4.00921e-18	4.58392e-20	4.39865e-22	3.56988e-24	2.47121e-26	1.50129e-28	1.24737e-30	
