species,chrom.num
POCHCH_Cyrtonus_arcasi,19
POCHCH_Cyrtonus_contractus,13
POCHCH_Cyrtonus_cupreovirens,13
POCHCH_Cyrtonus_cylindricus,13
POCHCH_Cyrtonus_dufouri,13
POCHCH_Cyrtonus_elegans,13
POCHCH_Cyrtonus_fairmairei,19
POCHCH_Cyrtonus_majoricensis,13
POCHCH_Cyrtonus_pardoi,11
POCHCH_Cyrtonus_plumbeus,13
POCHCH_Cyrtonus_puncticeps,19
POCHCH_Cyrtonus_rotundatus,13
POCHCH_Cyrtonus_ruficornis,13
