species,chrom.num
POCHGA_Diabrotica_adelpha,9
POCHGA_Diabrotica_balteata,9
POCHGA_Diabrotica_cristata,9
POCHGA_Diabrotica_limitata,9
POCHGA_Diabrotica_longicornis,9
POCHGA_Diabrotica_nummularis,9
POCHGA_Diabrotica_porracea,9
POCHGA_Diabrotica_scutellata,9
POCHGA_Diabrotica_sexmaculata,9
POCHGA_Diabrotica_speciosa,10
POCHGA_Diabrotica_tibialis,9
POCHGA_Diabrotica_undecimpunctata,9
