NODE	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	
N1	0.161299	0.153876	0.140562	0.123301	0.104099	0.0847416	0.0666135	0.0506268	0.0372402	0.0265374	0.0183351	0.0122919	0.00800186	0.0050619	0.00311394	0.00186429	0.00108713	0.000617997	0.000342799	0.000185729	9.83977e-05	5.10344e-05	2.59458e-05	1.29477e-05	6.35204e-06	3.06926e-06	1.46433e-06	6.92478e-07	3.26797e-07	1.55875e-07	7.69794e-08	4.10961e-08	2.53471e-08	1.94812e-08	
N2	0.1201	0.125674	0.125168	0.119024	0.10832	0.0945239	0.0792114	0.0638249	0.0494996	0.0369834	0.0266404	0.0185138	0.0124206	0.00804865	0.00504049	0.00305223	0.00178807	0.00101395	0.000556891	0.000296441	0.000153061	7.67303e-05	3.73908e-05	1.77389e-05	8.20986e-06	3.7169e-06	1.65245e-06	7.25479e-07	3.17318e-07	1.40349e-07	6.44809e-08	3.23214e-08	1.91928e-08	1.50072e-08	
N3	0.116047	0.121781	0.121951	0.116857	0.10737	0.0947413	0.0803746	0.0656147	0.051579	0.0390623	0.028512	0.0200642	0.0136163	0.00891333	0.00562936	0.0034309	0.0020183	0.00114631	0.000628753	0.00033318	0.000170646	8.45267e-05	4.05253e-05	1.8827e-05	8.48899e-06	3.72353e-06	1.59434e-06	6.69986e-07	2.78749e-07	1.16582e-07	5.04071e-08	2.37461e-08	1.33452e-08	1.00905e-08	
N4	0.125819	0.131441	0.130456	0.123338	0.111266	0.0958762	0.0789552	0.0621534	0.0467693	0.0336358	0.0231148	0.0151742	0.00951322	0.00569429	0.00325338	0.00177386	0.000922811	0.00045799	0.000216822	9.79114e-05	4.21736e-05	1.73283e-05	6.79286e-06	2.54138e-06	9.07972e-07	3.10133e-07	1.01485e-07	3.19396e-08	9.73943e-09	2.9177e-09	8.81479e-10	2.82389e-10	1.06439e-10	5.91485e-11	
N5	0.118606	0.125494	0.127374	0.123812	0.114901	0.101419	0.0848149	0.0669603	0.0497476	0.0346864	0.0226463	0.0138191	0.00786967	0.00417736	0.00206489	0.000949765	0.00040626	0.000161537	5.96886e-05	2.04917e-05	6.53587e-06	1.93682e-06	5.33362e-07	1.36542e-07	3.25176e-08	7.21244e-09	1.49301e-09	2.89569e-10	5.30299e-11	9.31961e-12	1.62808e-12	3.05757e-13	7.33359e-14	3.13797e-14	
N6	0.0917056	0.0985378	0.103033	0.104611	0.102814	0.0974845	0.0888824	0.0777042	0.0649759	0.051862	0.0394462	0.0285513	0.0196442	0.0128364	0.00796087	0.00468327	0.0026124	0.00138139	0.000692324	0.000328855	0.00014806	6.32003e-05	2.5588e-05	9.83351e-06	3.59116e-06	1.24854e-06	4.14435e-07	1.31942e-07	4.0588e-08	1.22123e-08	3.6695e-09	1.14415e-09	4.03524e-10	2.04511e-10	
N7	0.000241121	0.000403116	0.000828424	0.00178488	0.00374119	0.00740016	0.013646	0.0233406	0.0369485	0.0540754	0.0731268	0.091343	0.105365	0.112221	0.110346	0.100167	0.0839403	0.0649408	0.046388	0.0305985	0.0186421	0.0104933	0.00545905	0.0026262	0.00116912	0.000482176	0.000184583	6.58153e-05	2.20055e-05	6.99252e-06	2.17042e-06	6.96615e-07	2.60887e-07	1.45307e-07	
ADDYAG_Agabus_biguttatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N8	7.07635e-05	0.000120576	0.000264547	0.000634222	0.0015115	0.00342173	0.00720708	0.0139904	0.0249175	0.0406246	0.0605531	0.0824545	0.102519	0.116347	0.120494	0.11386	0.0981619	0.0772123	0.0554167	0.0362974	0.0217019	0.0118481	0.00590893	0.00269341	0.00112284	0.00042849	0.00014988	4.81619e-05	1.42819e-05	3.94916e-06	1.04522e-06	2.83164e-07	9.21476e-08	4.82488e-08	
ADDYAG_Agabus_bipustulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYAG_Agabus_conspersus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N9	0.0711968	0.0779872	0.0844066	0.089658	0.0928105	0.0930605	0.0899632	0.0835671	0.0744155	0.0634239	0.0516804	0.0402296	0.0298999	0.0212087	0.0143529	0.00926479	0.00570308	0.00334726	0.00187292	0.000998981	0.000507895	0.000246125	0.000113687	5.0058e-05	2.10158e-05	8.41689e-06	3.21954e-06	1.17933e-06	4.16259e-07	1.43603e-07	5.00016e-08	1.88123e-08	8.67426e-09	5.82556e-09	
ADDYAG_Platambus_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
