NODE	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	
N1	0.0554185	0.057483	0.0611919	0.0660116	0.071254	0.0760822	0.0795854	0.0809217	0.0794929	0.0750938	0.0679803	0.0588238	0.0485635	0.0382019	0.0286079	0.0203825	0.0138119	0.00890038	0.00545416	0.00317886	0.00176257	0.000930042	0.000467226	0.000223583	0.000101974	4.43554e-05	1.84126e-05	7.29978e-06	2.76605e-06	1.00256e-06	3.47856e-07	1.15631e-07	3.68527e-08	1.12696e-08	3.30903e-09	9.33551e-10	2.53238e-10	6.61163e-11	1.66533e-11	4.07935e-12	1.00217e-12	2.76511e-13	1.49622e-16	
ADDYHY_Hydrovatus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N2	0.0420743	0.0488952	0.0564097	0.0642345	0.0717498	0.0781685	0.0826515	0.084459	0.0831118	0.0785203	0.0710392	0.0614182	0.0506568	0.0398043	0.0297657	0.0211664	0.0143041	0.0091826	0.00559803	0.0032403	0.00178061	0.000928908	0.000460055	0.000216329	9.65921e-05	4.09602e-05	1.64993e-05	6.31468e-06	2.2969e-06	7.94288e-07	2.61228e-07	8.17456e-08	2.43538e-08	6.91309e-09	1.87195e-09	4.84453e-10	1.20207e-10	2.87615e-11	6.70872e-12	1.56046e-12	3.81738e-13	1.12787e-13	5.52804e-14	
N3	0.0252738	0.0298	0.0352712	0.0415413	0.0483011	0.0551056	0.061421	0.0666891	0.0703988	0.0721578	0.0717488	0.069163	0.0646014	0.0584441	0.0511944	0.0434069	0.0356155	0.0282726	0.0217096	0.0161222	0.0115776	0.00803859	0.00539594	0.00350143	0.0021963	0.00133166	0.000780472	0.000442183	0.000242202	0.000128284	6.5725e-05	3.25913e-05	1.56562e-05	7.29701e-06	3.308e-06	1.4647e-06	6.37791e-07	2.76259e-07	1.21321e-07	5.57631e-08	2.82855e-08	1.72256e-08	1.40354e-08	
N4	2.98389e-06	5.67986e-06	1.36349e-05	3.45612e-05	8.59032e-05	0.000204099	0.000459742	0.000979264	0.00197074	0.00374595	0.0067238	0.0113951	0.0182305	0.0275283	0.0392263	0.0527371	0.0668828	0.0800017	0.0902404	0.0959751	0.0962319	0.0909577	0.0810377	0.068052	0.0538631	0.040183	0.0282561	0.0187297	0.0117043	0.00689634	0.00383212	0.00200875	0.000993691	0.000464182	0.000204977	8.57387e-05	3.4107e-05	1.30104e-05	4.84202e-06	1.82241e-06	7.44792e-07	3.74339e-07	2.7237e-07	
ADDYHY_Stictotarsus_griseostriatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Nebrioporus_lanceolatus_M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Hydroporus_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.0182983	0.0234217	0.0313023	0.0417297	0.0539893	0.0668757	0.0788195	0.0881405	0.0933883	0.0936786	0.0889156	0.0798186	0.0677382	0.0543244	0.0411552	0.0294424	0.0198841	0.0126736	0.00762169	0.00432393	0.00231374	0.00116764	0.000555687	0.000249382	0.00010554	4.21212e-05	1.58544e-05	5.62873e-06	1.88513e-06	5.95679e-07	1.77628e-07	4.99962e-08	1.32866e-08	3.33504e-09	7.91084e-10	1.77483e-10	3.7724e-11	7.62306e-12	1.47654e-12	2.79805e-13	5.47881e-14	1.29022e-14	5.32006e-15	
