#cannot perform simulations: Expectations are based on heuristic computations rather than simulations
#Nodes with GAIN events with expectation above 0.5
N3: 5
POCUSC_Dendroctonus_jeffreyi: 3
POCUSC_Dendroctonus_ponderosae: 8
POCUSC_Dendroctonus_frontalis: 1
POCUSC_Dendroctonus_adjunctus: 7
N6: 2
POCUSC_Dendroctonus_approximatus: 7
N7: 3
POCUSC_Dendroctonus_simplex: 2
POCUSC_Dendroctonus_pseudotsugae: 5
N9: 3
N10: 1
POCUSC_Dendroctonus_punctatus: 7
N11: 1
POCUSC_Dendroctonus_murrayanae: 2
N12: 2
POCUSC_Dendroctonus_valens: 9
POCUSC_Dendroctonus_terebrans: 1
Total number of gain events: 69
#+++++++++++++++++++++++++++++

#Nodes with LOSS events with expectation above 0.5
POCUSC_Dendroctonus_brevicomis: 1
N8: 2
POCUSC_Dendroctonus_rufipennis: 1
Total number of loss events: 4
#+++++++++++++++++++++++++++++

#Nodes with duplication events with expectation above 0.5
Total number of duplication events: 0
#+++++++++++++++++++++++++++++

#Nodes with demi-duplication events with expectation above 0.5
Total number of demi-dulications events: 0
#+++++++++++++++++++++++++++++

#EVENTS NOT ACCOUNTED FOR IN THE SIMULATIONS: 
NONE
#+++++++++++++++++++++++++++++

#ALL EVENTS EXPECTATIONS PER NODE
NODE	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION
N2	0	0	0	0
N3	5	0	0	0
POCUSC_Dendroctonus_jeffreyi	3	0	0	0
POCUSC_Dendroctonus_ponderosae	8	0	0	0
N4	0	0	0	0
POCUSC_Dendroctonus_frontalis	1	0	0	0
N5	0	0	0	0
POCUSC_Dendroctonus_adjunctus	7	0	0	0
N6	2	0	0	0
POCUSC_Dendroctonus_approximatus	7	0	0	0
POCUSC_Dendroctonus_brevicomis	0	1	0	0
N7	3	0	0	0
N8	0	2	0	0
POCUSC_Dendroctonus_simplex	2	0	0	0
POCUSC_Dendroctonus_pseudotsugae	5	0	0	0
N9	3	0	0	0
N10	1	0	0	0
POCUSC_Dendroctonus_punctatus	7	0	0	0
N11	1	0	0	0
POCUSC_Dendroctonus_rufipennis	0	1	0	0
POCUSC_Dendroctonus_murrayanae	2	0	0	0
N12	2	0	0	0
POCUSC_Dendroctonus_valens	9	0	0	0
POCUSC_Dendroctonus_terebrans	1	0	0	0
#+++++++++++++++++++++++++++++

#Expected number of events from root to leaf
LEAF	GAIN	LOSS	DUPLICATION	DEMI-DUPLICATION
POCUSC_Dendroctonus_jeffreyi	8	0	0	0
POCUSC_Dendroctonus_ponderosae	13	0	0	0
POCUSC_Dendroctonus_frontalis	1	0	0	0
POCUSC_Dendroctonus_adjunctus	7	0	0	0
POCUSC_Dendroctonus_approximatus	9	0	0	0
POCUSC_Dendroctonus_brevicomis	2	1	0	0
POCUSC_Dendroctonus_simplex	5	2	0	0
POCUSC_Dendroctonus_pseudotsugae	8	2	0	0
POCUSC_Dendroctonus_punctatus	14	0	0	0
POCUSC_Dendroctonus_rufipennis	8	1	0	0
POCUSC_Dendroctonus_murrayanae	10	0	0	0
POCUSC_Dendroctonus_valens	17	0	0	0
POCUSC_Dendroctonus_terebrans	9	0	0	0
