NODE	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	
N1	0.176175	0.167958	0.153384	0.13384	0.110979	0.0869182	0.0639423	0.043983	0.0281868	0.0167841	0.00926811	0.00473925	0.00224198	0.000980554	0.000396327	0.000148007	5.10654e-05	1.6278e-05	4.79478e-06	1.30534e-06	3.28541e-07	7.64767e-08	1.64714e-08	3.28409e-09	6.06532e-10	1.03839e-10	1.64939e-11	2.4334e-12	3.33917e-13	6.74938e-17	2.33233e-17	7.80105e-18	2.53074e-18	7.98473e-19	2.45887e-19	7.42365e-20	2.20915e-20	6.51811e-21	1.91785e-21	5.65427e-22	1.67576e-22	5.01765e-23	1.57497e-23	6.61204e-24	
N2	0.0607179	0.0808201	0.101099	0.117564	0.126042	0.124022	0.111798	0.0923078	0.0698537	0.0484944	0.0309137	0.0181094	0.00975455	0.00483317	0.0022034	0.000924415	0.000356955	0.000126881	4.1523e-05	1.25137e-05	3.47377e-06	8.88551e-07	2.09504e-07	4.55534e-08	9.13859e-09	1.69239e-09	2.89492e-10	4.57679e-11	6.6922e-12	9.05691e-13	1.13539e-13	1.31963e-14	1.42349e-15	1.42686e-16	1.33114e-17	1.1583e-18	9.43155e-20	7.22384e-21	5.25e-22	3.67368e-23	2.53352e-24	1.78375e-25	1.38833e-26	1.9621e-27	
N3	0.053008	0.0715231	0.0915887	0.109803	0.121943	0.124581	0.116583	0.0996804	0.0777598	0.0553064	0.0358576	0.0211941	0.0114236	0.00561725	0.00252102	0.0010332	0.000386871	0.000132421	4.14564e-05	1.18769e-05	3.11556e-06	7.48753e-07	1.64956e-07	3.33342e-08	6.18273e-09	1.05323e-09	1.64898e-10	2.37444e-11	3.14684e-12	3.84136e-13	4.32246e-14	4.48714e-15	4.30122e-16	3.81096e-17	3.12492e-18	2.37536e-19	1.67804e-20	1.10625e-21	6.85498e-23	4.0429e-24	2.31705e-25	1.33259e-26	8.24133e-28	8.82017e-29	
N4	8.52019e-07	2.29302e-06	7.3763e-06	2.34247e-05	6.98826e-05	0.000193593	0.00049688	0.00118149	0.00260363	0.00531911	0.0100763	0.0177015	0.0288383	0.0435672	0.0610292	0.0792594	0.0954196	0.106472	0.110099	0.105493	0.0936492	0.0770164	0.0586716	0.0414019	0.0270615	0.0163845	0.00918937	0.00477479	0.00229879	0.00102567	0.000424215	0.000162699	5.789e-05	1.91214e-05	5.86876e-06	1.67625e-06	4.46676e-07	1.11548e-07	2.63247e-08	5.96598e-09	1.34175e-09	3.22226e-10	9.8719e-11	5.56238e-11	
ADDYDY_Cybister_sugillatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	1.30325e-08	4.1025e-08	1.6131e-07	6.44405e-07	2.46611e-06	8.84859e-06	2.94948e-05	9.09501e-05	0.000258922	0.000679793	0.00164491	0.00366649	0.0075253	0.0142166	0.0247119	0.0395094	0.0580809	0.0784812	0.0974466	0.111152	0.116444	0.112012	0.0989213	0.080192	0.0596688	0.040749	0.0255411	0.014694	0.00776011	0.00376278	0.00167566	0.000685616	0.000257898	8.92608e-05	2.84632e-05	8.37892e-06	2.28441e-06	5.79875e-07	1.38259e-07	3.14319e-08	7.00073e-09	1.6179e-09	4.51381e-10	2.24694e-10	
N6	4.82056e-24	7.11118e-23	1.32668e-21	2.37687e-20	3.99498e-19	6.25281e-18	9.0687e-17	1.21431e-15	1.49682e-14	1.69438e-13	1.75758e-12	1.66722e-11	1.44337e-10	1.13817e-09	8.15843e-09	5.30485e-08	3.12238e-07	1.65994e-06	7.95264e-06	3.42558e-05	0.00013235	0.000457526	0.00141166	0.00387769	0.00945892	0.020438	0.0390201	0.0656669	0.0971907	0.126245	0.143651	0.142972	0.124326	0.0944078	0.0626151	0.036316	0.0184666	0.00826999	0.00328587	0.00117232	0.000383991	0.000121678	4.33965e-05	2.53528e-05	
ADDYDY_Cybister_lateralimarginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
ADDYDY_Cybister_japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
