NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	
N1	0.355632	0.286863	0.188465	0.101427	0.0448626	0.0163381	0.00490323	0.00121304	0.000247427	4.16173e-05	5.77451e-06	6.61393e-07	6.25958e-08	4.90194e-09	3.18184e-10	1.71541e-11	7.6994e-13	3.99929e-17	7.08207e-18	1.14908e-18	1.7109e-19	2.34141e-20	2.95e-21	3.42775e-22	3.6802e-23	3.66003e-24	3.3856e-25	2.93873e-26	2.44613e-27	2.05968e-28	2.16099e-29	
N2	0.141561	0.14552	0.142846	0.13342	0.117972	0.0982086	0.0765735	0.0556689	0.0375969	0.0235206	0.0136004	0.00725735	0.00356979	0.00161745	0.000674777	0.000259147	9.16208e-05	2.98242e-05	8.94117e-06	2.46964e-06	6.28767e-07	1.47637e-07	3.19901e-08	6.40118e-09	1.18394e-09	2.0272e-10	3.22512e-11	4.82118e-12	7.04559e-13	1.16253e-13	3.4026e-14	
N3	0.0906484	0.0993435	0.108845	0.116316	0.118658	0.113773	0.101475	0.0836175	0.0633679	0.044026	0.0279806	0.0162418	0.00860132	0.00415275	0.00182708	0.000732401	0.000267494	8.9029e-05	2.70112e-05	7.47393e-06	1.88709e-06	4.35075e-07	9.16647e-08	1.76651e-08	3.11779e-09	5.04998e-10	7.53959e-11	1.04978e-11	1.41434e-12	2.10149e-13	5.43326e-14	
POCUBR_Notaris_sp	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N4	0.0454986	0.0551299	0.0706567	0.089767	0.108292	0.121043	0.123621	0.114403	0.0954293	0.0714969	0.0479967	0.0288231	0.0154669	0.0074116	0.00317044	0.0012106	0.000412692	0.000125647	3.41829e-05	8.31539e-06	1.81016e-06	3.52938e-07	6.16966e-08	9.67995e-09	1.36472e-09	1.7313e-10	1.98048e-11	2.0546e-12	1.98167e-13	2.01417e-14	3.74199e-15	
N5	0.00671628	0.00976308	0.0165746	0.0287824	0.0474862	0.0719247	0.0984846	0.121019	0.132931	0.130211	0.113561	0.088083	0.060718	0.0371817	0.0202243	0.00977254	0.00419657	0.00160247	0.00054455	0.000164836	4.44964e-05	1.0725e-05	2.31138e-06	4.46063e-07	7.72129e-08	1.20122e-08	1.68512e-09	2.15024e-10	2.57797e-11	3.32665e-12	7.66268e-13	
N6	5.23257e-28	3.70587e-25	2.35918e-22	1.24725e-19	5.37332e-17	1.84405e-14	4.90418e-12	9.76552e-10	1.39261e-07	1.33836e-05	0.00079268	0.0249671	0.309644	0.462517	0.192255	0.0096195	0.000189296	1.97719e-06	1.26916e-08	5.46862e-11	1.67848e-13	3.83006e-16	6.71102e-19	9.26111e-22	1.02732e-24	9.31794e-28	7.01648e-31	4.45876e-34	2.4546e-37	1.24442e-40	7.04512e-44	
POCUDR_Sphenophorus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUDR_Metamasius_hemipterus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUDR_Diocalandra_sp	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.0544278	0.0629172	0.0759493	0.0920719	0.107987	0.118972	0.120593	0.110937	0.0918357	0.0680612	0.045027	0.0265505	0.0139455	0.00652451	0.00272012	0.00101123	0.000335526	9.94668e-05	2.63771e-05	6.26523e-06	1.33479e-06	2.55438e-07	4.39761e-08	6.82154e-09	9.54967e-10	1.20865e-10	1.38637e-11	1.44988e-12	1.41824e-13	1.47484e-14	2.82754e-15	
POCUDR_Cosmopolites_sordidus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUDR_Rhynchophorus_ferrugineus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N8	0.0779819	0.0865164	0.0969917	0.106977	0.113369	0.113441	0.10592	0.0915666	0.0729178	0.0533105	0.0357042	0.0218744	0.0122485	0.00626527	0.00292701	0.00124895	0.000486837	0.000173417	5.64766e-05	1.68251e-05	4.58815e-06	1.14611e-06	2.62461e-07	5.51494e-08	1.06444e-08	1.89028e-09	3.09988e-10	4.74781e-11	7.07152e-12	1.18601e-12	3.51739e-13	
N9	0.0311666	0.0398083	0.0549732	0.0753308	0.0975238	0.116358	0.126295	0.123783	0.109052	0.0861062	0.0608206	0.0383868	0.0216354	0.0108872	0.00489214	0.00196381	0.000704705	0.000226253	6.50593e-05	1.67749e-05	3.88338e-06	8.08277e-07	1.51479e-07	2.56012e-08	3.90835e-09	5.39962e-10	6.76998e-11	7.75906e-12	8.36782e-13	9.70021e-14	2.05253e-14	
POCUBR_Echinocnemus_sp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUER_Tanysphyrus_lemnae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUER_Procas_sp	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N10	0.335196	0.284887	0.194783	0.108622	0.0498118	0.0188619	0.00590857	0.00153244	0.000329231	5.86219e-05	8.65718e-06	1.06145e-06	1.082e-07	9.18568e-09	6.50797e-10	3.85682e-11	1.91601e-12	7.98345e-14	2.7843e-15	8.09754e-17	1.95768e-18	3.93473e-20	6.63086e-22	9.7434e-24	1.45865e-25	3.17022e-27	1.09701e-28	4.40685e-30	1.75347e-31	7.27423e-33	4.71131e-34	
N11	0.224556	0.215399	0.185253	0.143342	0.0999974	0.0629754	0.0358309	0.0184272	0.00856885	0.00360393	0.00137138	0.000472315	0.000147297	4.16176e-05	1.06601e-05	2.47719e-06	5.22661e-07	1.00213e-07	1.74774e-08	2.77534e-09	4.01693e-10	5.30496e-11	6.39981e-12	7.06082e-13	7.13321e-14	6.6086e-15	5.62911e-16	4.43957e-17	3.32968e-18	2.66193e-19	3.76898e-20	
N12	0.193177	0.191045	0.174014	0.145777	0.111948	0.0784797	0.0500106	0.0288566	0.0150269	0.00704347	0.00296569	0.00112013	0.00037916	0.00011497	3.12261e-05	7.59833e-06	1.6573e-06	3.24247e-07	5.69548e-08	8.99117e-09	1.27714e-09	1.63434e-10	1.88674e-11	1.9677e-12	1.85662e-13	1.58757e-14	1.23319e-15	8.75359e-17	5.8101e-18	4.01799e-19	4.9141e-20	
N13	0.173858	0.176462	0.168147	0.148804	0.120735	0.0887193	0.058437	0.0342253	0.0177175	0.00807217	0.00322717	0.0011299	0.000346039	9.26403e-05	2.16769e-05	4.43409e-06	7.93311e-07	1.24234e-07	1.70455e-08	2.05137e-09	2.16819e-10	2.01548e-11	1.6502e-12	1.19196e-13	7.60805e-15	4.29849e-16	2.15371e-17	9.59339e-19	3.83226e-20	1.47351e-21	9.97262e-23	
N14	0.147694	0.153272	0.152276	0.142933	0.124962	0.100478	0.0735505	0.0486324	0.0288777	0.0153338	0.007259	0.00305737	0.00114419	0.000380199	0.000112147	2.9369e-05	6.83138e-06	1.41238e-06	2.5978e-07	4.25534e-08	6.21522e-09	8.10474e-10	9.44911e-11	9.86431e-12	9.23618e-13	7.77279e-14	5.89945e-15	4.07134e-16	2.62291e-17	1.75232e-18	2.01998e-19	
POCUEN_Phyllobius_pyri	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N15	0.116183	0.124421	0.1308	0.132273	0.126184	0.111793	0.0909377	0.0673782	0.0452232	0.0273943	0.0149397	0.0073236	0.00322408	0.00127408	0.000451938	0.000143932	4.11761e-05	1.05887e-05	2.44974e-06	5.10391e-07	9.58667e-08	1.62529e-08	2.49031e-09	3.45343e-10	4.34163e-11	4.96051e-12	5.17573e-13	4.99376e-14	4.62418e-15	4.61245e-16	7.53514e-17	
POCUEN_Phyllobius_argentatus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUEN_Liophloeus_tessulatus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N16	0.143415	0.151548	0.154427	0.147932	0.130273	0.103762	0.0739438	0.0468111	0.0262033	0.01293	0.00561351	0.00214169	0.00071767	0.000211202	5.46009e-05	1.24076e-05	2.48046e-06	4.36713e-07	6.7799e-08	9.29439e-09	1.12682e-09	1.21012e-10	1.15318e-11	9.76877e-13	7.37037e-14	4.96341e-15	2.99233e-16	1.62499e-17	8.10505e-19	4.0492e-20	3.43738e-21	
N17	0.0957725	0.108091	0.123081	0.134886	0.13708	0.126085	0.103432	0.0750247	0.0478773	0.0268034	0.0131435	0.00564144	0.00211917	0.000696897	0.000200753	5.07022e-05	1.12391e-05	2.18943e-06	3.75352e-07	5.67188e-08	7.56684e-09	8.9281e-10	9.33361e-11	8.66168e-12	7.14926e-13	5.25927e-14	3.45713e-15	2.04085e-16	1.1017e-17	5.97393e-19	5.64687e-20	
N18	0.0414013	0.0574607	0.086981	0.124662	0.156858	0.16698	0.147543	0.10707	0.06343	0.0305777	0.0119802	0.00381572	0.000989383	0.000209333	3.62509e-05	5.15671e-06	6.04973e-07	5.87861e-08	4.75268e-09	3.21162e-10	1.82243e-11	8.72433e-13	3.5397e-14	1.2227e-15	3.61171e-17	9.16288e-19	2.00529e-20	3.80578e-22	6.34021e-24	9.88122e-26	2.47302e-27	
N19	0.0360115	0.0504465	0.078436	0.116721	0.152803	0.168933	0.154606	0.115909	0.070777	0.035095	0.0141155	0.00460666	0.00122164	0.000263867	4.6564e-05	6.73763e-06	8.02627e-07	7.90595e-08	6.46848e-09	4.41657e-10	2.52843e-11	1.21941e-12	4.97759e-14	1.72765e-15	5.12177e-17	1.30265e-18	2.85484e-20	5.41773e-22	8.99801e-24	1.39189e-25	3.45812e-27	
N20	1.81418e-06	1.89812e-05	0.000217568	0.00191015	0.0121361	0.0532788	0.153197	0.271529	0.279444	0.161512	0.0540512	0.0110849	0.00147528	0.00013391	8.63876e-06	4.09723e-07	1.46915e-08	4.07659e-10	8.92725e-12	1.56894e-13	2.24513e-15	2.64909e-17	2.60603e-19	2.15851e-21	1.51857e-23	9.14623e-26	4.74998e-28	2.14152e-30	8.45429e-33	3.01834e-35	1.43589e-37	
POCUEN_Hypera_postica	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
