NODE	16	17	18	19	20	21	
N1	4.9304e-42	4.9304e-42	1	4.9304e-42	4.9304e-42	4.9304e-42	
POLALA_Cryptolestes_sp	0	0	1	0	0	0	
N2	1.09477e-47	1.09477e-47	1	1.09477e-47	1.09477e-47	1.09477e-47	
N3	1.09477e-47	1.09477e-47	1	1.09477e-47	1.09477e-47	1.09477e-47	
POLALU_Luciola_lateralis	0	0	1	0	0	0	
POLALU_Luciola_cruciata	0	0	1	0	0	0	
N4	1.09477e-47	1.09477e-47	1	1.09477e-47	1.09477e-47	1.09477e-47	
N5	1.09477e-47	1.09477e-47	1	1.09477e-47	1.09477e-47	1.09477e-47	
POLAPH_Bicellonycha_sp	0	0	1	0	0	0	
POLAPH_Photuris_sp	0	0	1	0	0	0	
N6	1.09477e-47	1.09477e-47	1	1.09477e-47	1.09477e-47	1.09477e-47	
POLALA_Lucidota_sp	0	0	1	0	0	0	
N7	1.09477e-47	1.09477e-47	1	1.09477e-47	1.09477e-47	1.09477e-47	
N8	1.09477e-47	1.09477e-47	1	1.09477e-47	1.09477e-47	1.09477e-47	
N9	1.09477e-47	1.09477e-47	1	1.09477e-47	1.09477e-47	1.09477e-47	
POLALA_Photinus_australis	0	0	1	0	0	0	
POLALA_Photinus_pyralis	0	0	1	0	0	0	
N10	1.09477e-47	1.09477e-47	1	1.09477e-47	1.09477e-47	1.09477e-47	
POLALA_Ellychnia_corrusca	0	0	1	0	0	0	
POLALA_Ellychnia_californica	0	0	1	0	0	0	
N11	1.09477e-47	1.09477e-47	1	1.09477e-47	1.09477e-47	1.09477e-47	
POLALA_Aspisoma_sp	0	0	1	0	0	0	
N12	1.09477e-47	1.09477e-47	1	1.09477e-47	1.09477e-47	1.09477e-47	
POLALA_Pyractomena_borealis	0	0	1	0	0	0	
POLALA_Pyractomena_angulata	0	0	1	0	0	0	
