NODE	13	14	15	16	17	18	19	20	21	22	23	24	25	26	
N1	0.32597	0.27442	0.195089	0.1159	0.0566809	0.0224974	0.00717163	0.00182657	0.000372392	6.15582e-05	8.53234e-06	1.07452e-06	1.50531e-07	3.91112e-08	
N2	0.277998	0.26329	0.205724	0.133306	0.0716081	0.031802	0.0116482	0.00351832	0.000880394	0.000184864	3.35257e-05	5.60682e-06	1.01858e-06	3.14202e-07	
N3	0.245315	0.242423	0.204302	0.146284	0.0883901	0.0448085	0.0190062	0.00675866	0.00203206	0.000525884	0.000120981	2.6144e-05	5.86836e-06	1.86047e-06	
POCOCO_Epilachna_sp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
N4	0.216256	0.221459	0.198978	0.155182	0.103773	0.0589459	0.0283055	0.0114984	0.00398052	0.00119361	0.000319391	8.02741e-05	2.08518e-05	7.53274e-06	
N5	0.0383501	0.055513	0.0846687	0.120159	0.149424	0.158738	0.142647	0.108218	0.0695858	0.0383841	0.0186765	0.00854094	0.00421939	0.0028756	
POCOOR_Cryptolaemus_montrouzieri	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
POCOCO_Chnoodes_sp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
N6	0.167717	0.180483	0.17807	0.158671	0.125702	0.0874497	0.0530189	0.0279411	0.012839	0.00519806	0.00189659	0.000653699	0.000237742	0.000122213	
POCOMI_Microweisea_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
N7	0.0775533	0.111495	0.154753	0.182378	0.175967	0.137779	0.0873835	0.0449295	0.0187957	0.00645522	0.00186038	0.000475723	0.000125205	5.03038e-05	
N8	8.621e-07	1.62435e-05	0.00028	0.00326983	0.0240455	0.102379	0.232101	0.294188	0.218162	0.0963213	0.0250864	0.00376973	0.000344923	3.52281e-05	
POCOST_Prodilis_sp	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
POCOCO_Sumnius_sp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
POCOSC_Cryptognatha_sp	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
N9	0.24209	0.238553	0.201082	0.14552	0.0903675	0.0480662	0.0218667	0.00851013	0.00284266	0.000822383	0.000210434	5.00599e-05	1.26327e-05	4.93901e-06	
N10	0.162923	0.184268	0.191404	0.173059	0.132015	0.0837484	0.0439408	0.0190539	0.00684685	0.00205395	0.000524336	0.000120597	2.98061e-05	1.22948e-05	
N11	0.100362	0.129272	0.161938	0.178586	0.165099	0.12527	0.0773704	0.0388464	0.0159109	0.00535937	0.00150643	0.000364813	8.47574e-05	2.88957e-05	
POCOCO_Azya_sp	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
N12	0.1114	0.136368	0.163514	0.177051	0.162651	0.122043	0.0733472	0.0350346	0.0132958	0.00403204	0.000993066	0.000208879	4.46082e-05	1.59024e-05	
POCOCO_Rhyzobius_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
POCOOR_Rodolia_cardinalis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
POCOSC_Hyperaspis_lateralis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
POCOSC_Scymnus_nubilus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
N13	0.159688	0.17618	0.179942	0.164908	0.132048	0.0907783	0.0530858	0.0263357	0.0111207	0.00404291	0.00129889	0.000390142	0.000124237	5.76573e-05	
N14	0.0477552	0.0731243	0.112507	0.151605	0.171818	0.16178	0.126003	0.0811407	0.0433635	0.019429	0.00746504	0.0025924	0.000932222	0.000484854	
N15	0.108009	0.13318	0.16064	0.17455	0.161543	0.123471	0.0768078	0.0386978	0.01582	0.00529564	0.00148459	0.000368942	9.48661e-05	3.80187e-05	
POCOCH_Orcus_sp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
