NODE	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	
N1	0.116053	0.114452	0.111084	0.105852	0.0987615	0.089954	0.0797314	0.0685514	0.0569917	0.0456808	0.0352089	0.026041	0.0184558	0.0125277	0.00815131	0.00509807	0.00308276	0.00182219	0.00107384	0.000653042	0.00043346	0.000339548	
ADDYHY_Hydrovatus_sp	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N2	0.143592	0.127377	0.114726	0.104094	0.0942058	0.0842269	0.0737976	0.0629635	0.0520521	0.0415338	0.0318901	0.0235071	0.0166097	0.0112421	0.00729211	0.00454194	0.00272838	0.00159375	0.000918903	0.000537144	0.000333487	0.000236068	
N3	0.132552	0.116632	0.103684	0.0929786	0.0838496	0.0757207	0.0681324	0.0607624	0.0534377	0.0461306	0.0389364	0.0320328	0.02563	0.0199195	0.015036	0.0110368	0.0079018	0.00554978	0.00386242	0.00270944	0.00196846	0.00153725	
N4	0.070319	0.0648679	0.0631984	0.0642322	0.0669308	0.0702422	0.0731112	0.0745661	0.0738574	0.0705977	0.064842	0.0570703	0.0480671	0.0387369	0.0299099	0.0221967	0.015923	0.0111454	0.00772363	0.00541326	0.00394883	0.00310023	
ADDYHY_Stictotarsus_griseostriatus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Nebrioporus_lanceolatus_M	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Hydroporus_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.197482	0.170037	0.144405	0.120547	0.0984838	0.0783394	0.0603413	0.0447576	0.0318023	0.0215442	0.0138583	0.00843617	0.00484767	0.00262521	0.00133903	0.000643857	0.000292745	0.000126735	5.30119e-05	2.2121e-05	9.90197e-06	5.54864e-06	
N6	0.234674	0.197898	0.160996	0.125937	0.0944449	0.0677254	0.0463292	0.0301702	0.0186683	0.0109576	0.00609221	0.00320451	0.00159321	0.000748313	0.000332086	0.000139418	5.55585e-05	2.1175e-05	7.84487e-06	2.92685e-06	1.19082e-06	6.26819e-07	
ADDYDY_Cybister_sugillatus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.259493	0.215725	0.170308	0.127116	0.089364	0.0589837	0.036453	0.021046	0.0113293	0.00567718	0.00264471	0.00114415	0.000459307	0.000171018	5.9059e-05	1.89302e-05	5.64442e-06	1.57456e-06	4.169e-07	1.08786e-07	3.09642e-08	1.24542e-08	
ADDYDY_Cybister_tripunctatus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N8	0.269029	0.222329	0.173328	0.126828	0.0867253	0.0552127	0.0326223	0.0178403	0.00900981	0.00419418	0.00179697	0.000707763	0.000256043	8.50306e-05	2.59162e-05	7.25099e-06	1.86438e-06	4.42112e-07	9.77998e-08	2.0953e-08	4.90176e-09	1.72471e-09	
ADDYDY_Cybister_japonicus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYDY_Cybister_lateralimarginalis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N9	0.201949	0.173679	0.1471	0.122213	0.0991029	0.0779805	0.0591704	0.0430232	0.0297961	0.0195466	0.0120872	0.00701689	0.00381177	0.00193326	0.000914483	0.000403698	0.000166891	6.51795e-05	2.45295e-05	9.28913e-06	3.87781e-06	2.11021e-06	
N10	0.196958	0.170391	0.145925	0.122968	0.101157	0.0805286	0.0615041	0.0447132	0.0307302	0.0198509	0.0119952	0.00675408	0.00353291	0.00171287	0.000768684	0.000319261	0.000122977	4.42329e-05	1.51257e-05	5.1415e-06	1.92636e-06	9.71994e-07	
N11	0.167973	0.14922	0.134297	0.120695	0.106443	0.0906175	0.0734653	0.0561287	0.0400963	0.0266239	0.016359	0.00927073	0.00483394	0.00231556	0.0010184	0.000411484	0.000153115	5.27749e-05	1.7073e-05	5.35704e-06	1.78352e-06	7.95376e-07	
N12	0.14237	0.131368	0.126064	0.121634	0.114186	0.101804	0.0848535	0.0654638	0.0464445	0.0301655	0.0178771	0.00964277	0.00472497	0.00210039	0.000846402	0.000309223	0.000102591	3.10757e-05	8.72617e-06	2.37148e-06	7.0129e-07	2.95118e-07	
