NODE	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	
N1	0.0632323	0.0632075	0.0631578	0.0630839	0.0629877	0.062872	0.0627405	0.0625977	0.0624489	0.0622996	0.0621559	0.0620236	0.0619086	0.0618161	0.061751	0.061717	
POELCA_Cardiophorus_sp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
N2	0.0773286	0.0741121	0.0713884	0.0690912	0.0671475	0.0654811	0.0640151	0.0626751	0.0613905	0.0600978	0.0587414	0.0572753	0.0556644	0.0538847	0.0519243	0.0497825	
N3	0.081025	0.0774997	0.074356	0.0715475	0.069024	0.0667332	0.0646226	0.0626416	0.0607432	0.0588854	0.057032	0.0551542	0.05323	0.0512449	0.0491915	0.047069	
POELDE_Athous_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
N4	0.0880538	0.0839381	0.0799892	0.0762003	0.0725653	0.0690788	0.0657367	0.0625361	0.0594755	0.0565546	0.053774	0.0511345	0.0486366	0.0462802	0.0440635	0.0419828	
N5	0.0900115	0.0857489	0.0816062	0.0775809	0.0736714	0.0698775	0.0662021	0.0626514	0.0592355	0.0559679	0.0528646	0.0499425	0.0472172	0.0447012	0.0424018	0.0403193	
N6	0.101238	0.0959829	0.0904675	0.0847721	0.0789874	0.0732107	0.0675403	0.0620706	0.0568878	0.0520661	0.0476648	0.043727	0.0402787	0.0373301	0.0348762	0.0328993	
N7	0.110697	0.10455	0.0977837	0.0905697	0.0831029	0.0755866	0.0682178	0.0611749	0.0546074	0.0486302	0.043321	0.0387223	0.0348453	0.0316767	0.0291853	0.0273289	
POELEL_Elater_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
POELME_Melanotus_sp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N8	0.108688	0.103135	0.0973175	0.0912037	0.0847681	0.0780195	0.0710227	0.063904	0.0568422	0.0500467	0.0437298	0.0380809	0.033247	0.0293228	0.0263498	0.0243215	
POELEL_Agriotes_sputator	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N9	0.0502152	0.0520607	0.0576086	0.0659193	0.0754994	0.0843349	0.0902804	0.0916854	0.0879526	0.0797311	0.0686422	0.0566909	0.0456545	0.0367062	0.0303607	0.026658	
POELEL_Agriotes_obscurus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
POELEL_Agriotes_lineatus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
POELAG_Lacon_sp	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
N10	0.0899286	0.0857301	0.0816959	0.0778005	0.0740156	0.0703154	0.0666817	0.0631078	0.0596011	0.0561828	0.0528864	0.0497525	0.0468243	0.0441405	0.04173	0.0396066	
POELAG_Chalcolepidius_sp	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N11	0.12223	0.115059	0.106875	0.0979281	0.0885082	0.0789201	0.0694657	0.0604241	0.0520347	0.0444838	0.0378969	0.0323383	0.0278169	0.0242981	0.0217187	0.0200027	
POELAG_Agrypnus_sp	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
POELAG_Adelocera_sp_M	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
POELDE_Limonius_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
