NODE	11	12	13	14	15	16	17	18	19	20	21	
N1	1.81447e-06	4.1879e-05	0.000329281	0.00166248	0.00638291	0.0197599	0.0504551	0.107222	0.190119	0.280773	0.343253	
N2	7.0898e-05	0.00070091	0.00309509	0.00968522	0.0242692	0.0509967	0.0918653	0.143604	0.196096	0.234493	0.245124	
N3	0.00120621	0.00936736	0.0290574	0.0597614	0.0953493	0.12659	0.145606	0.149613	0.14159	0.127781	0.114078	
POCUSC_Dendroctonus_jeffreyi	0	0	0	1	0	0	0	0	0	0	0	
POCUSC_Dendroctonus_ponderosae	0	0	0	0	0	1	0	0	0	0	0	
N4	0.000141971	0.0013239	0.00535377	0.0150767	0.0338008	0.0637358	0.10397	0.149169	0.190159	0.216593	0.220676	
POCUSC_Dendroctonus_frontalis	0	0	0	1	0	0	0	0	0	0	0	
N5	0.000526538	0.0045384	0.0162229	0.0388985	0.0719797	0.10929	0.141174	0.159612	0.162547	0.154134	0.141077	
POCUSC_Dendroctonus_adjunctus	0	0	0	0	0	0	1	0	0	0	0	
N6	0.000892006	0.00753563	0.0258547	0.0581327	0.0987253	0.135137	0.155297	0.155119	0.140006	0.119956	0.103344	
POCUSC_Dendroctonus_approximatus	0	1	0	0	0	0	0	0	0	0	0	
POCUSC_Dendroctonus_brevicomis	0	0	0	1	0	0	0	0	0	0	0	
N7	5.36927e-05	0.000536834	0.00242314	0.00784028	0.0205045	0.0452001	0.0854525	0.139638	0.197839	0.242944	0.257568	
N8	0.000285506	0.00243974	0.0087949	0.0219714	0.0440465	0.075253	0.11287	0.151142	0.182613	0.200379	0.200204	
POCUSC_Dendroctonus_simplex	0	0	1	0	0	0	0	0	0	0	0	
POCUSC_Dendroctonus_pseudotsugae	0	0	0	0	0	0	0	0	0	1	0	
N9	0.000196366	0.00175673	0.00673732	0.0179757	0.0383311	0.0691175	0.10844	0.150548	0.186957	0.209038	0.210902	
N10	0.00192597	0.0147919	0.0448374	0.0885253	0.132352	0.159739	0.161284	0.140376	0.109623	0.0819818	0.0645625	
POCUSC_Dendroctonus_punctatus	0	0	0	1	0	0	0	0	0	0	0	
N11	0.000273692	0.00437156	0.0301539	0.116737	0.2537	0.300602	0.196617	0.0755069	0.0183592	0.00312321	0.000555739	
POCUSC_Dendroctonus_rufipennis	0	0	0	0	0	1	0	0	0	0	0	
POCUSC_Dendroctonus_murrayanae	0	0	0	0	1	0	0	0	0	0	0	
N12	0.00100601	0.00791033	0.0250158	0.0527362	0.0866166	0.118818	0.141688	0.151341	0.148941	0.139098	0.126829	
POCUSC_Dendroctonus_valens	0	0	1	0	0	0	0	0	0	0	0	
POCUSC_Dendroctonus_terebrans	0	0	0	0	1	0	0	0	0	0	0	
