NODE	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	
N1	0.00687964	0.00888012	0.013168	0.0202568	0.0304945	0.0437187	0.059018	0.0746948	0.0885025	0.0981392	0.101857	0.0989678	0.0900447	0.0767327	0.0612561	0.0458189	0.0321173	0.021101	0.0129959	0.00750459	0.00406393	0.00206428	0.000983854	0.000440173	0.000184986	7.31033e-05	2.7214e-05	9.57267e-06	3.1988e-06	1.02514e-06	3.20444e-07	1.00628e-07	3.33724e-08	1.26433e-08	6.08468e-09	4.1303e-09	
N2	2.42535e-05	4.69474e-05	0.000114384	0.000290698	0.000713645	0.00164812	0.00354812	0.00709507	0.0131548	0.0225885	0.0358917	0.0527381	0.0716246	0.0898788	0.104187	0.111557	0.110333	0.100809	0.0851092	0.0664157	0.0479244	0.0319923	0.0197688	0.0113146	0.00600256	0.00295404	0.00134978	0.000573181	0.000226454	8.33485e-05	2.86321e-05	9.21284e-06	2.803e-06	8.31544e-07	2.67546e-07	1.28662e-07	
N3	7.41364e-06	1.57848e-05	4.44687e-05	0.000134007	0.000393082	0.00107837	0.00271822	0.00624295	0.0130082	0.0245306	0.0418025	0.0643057	0.0892327	0.111633	0.125859	0.127849	0.117001	0.0964623	0.0716587	0.0479772	0.0289618	0.0157712	0.00775236	0.00344261	0.00138245	0.00050263	0.000165706	4.96348e-05	1.35461e-05	3.38314e-06	7.79055e-07	1.67758e-07	3.47368e-08	7.31832e-09	1.77064e-09	6.80445e-10	
N4	3.33715e-06	7.63574e-06	2.38872e-05	8.02247e-05	0.00026039	0.000782923	0.00214183	0.00528654	0.0117212	0.023285	0.0413772	0.0656946	0.0931142	0.117747	0.132783	0.133492	0.119626	0.0955507	0.0680332	0.0431896	0.0244542	0.0123549	0.00557301	0.00224599	0.000809397	0.000261085	7.54723e-05	1.95804e-05	4.56793e-06	9.60941e-07	1.83135e-07	3.19092e-08	5.19281e-09	8.35711e-10	1.56947e-10	5.34971e-11	
N5	8.21106e-08	2.82446e-07	1.40517e-06	7.18631e-06	3.39598e-05	0.00014332	0.000533411	0.00174074	0.0049645	0.0123448	0.0267163	0.0502474	0.0820288	0.11612	0.142428	0.15128	0.139093	0.110684	0.0762314	0.0454512	0.023469	0.0105013	0.00407501	0.00137266	0.000401822	0.000102353	2.27191e-05	4.40153e-06	7.45627e-07	1.10672e-07	1.44297e-08	1.659e-09	1.69685e-10	1.59319e-11	1.57918e-12	2.95779e-13	
N6	4.75627e-07	1.43064e-06	5.81737e-06	2.37931e-05	9.04619e-05	0.000312622	0.000972984	0.00271266	0.00674971	0.0149483	0.029405	0.0512966	0.0792616	0.108378	0.131046	0.140061	0.132283	0.110396	0.0814187	0.0530814	0.0306067	0.0156181	0.00705883	0.00282852	0.00100603	0.000318041	8.95077e-05	2.24688e-05	5.04314e-06	1.01557e-06	1.84487e-07	3.05304e-08	4.69643e-09	7.0326e-10	1.15846e-10	3.1462e-11	
N7	2.73025e-09	8.03329e-09	3.63819e-08	1.83722e-07	9.05147e-07	4.14056e-06	1.72649e-05	6.51413e-05	0.000221678	0.000679217	0.00187167	0.00463464	0.0103056	0.020566	0.0368163	0.0590989	0.0850448	0.109692	0.126805	0.131392	0.122061	0.101704	0.0760529	0.0510849	0.0308594	0.016792	0.00824903	0.00366959	0.00148475	0.000549996	0.000188457	6.07608e-05	1.89874e-05	6.07283e-06	2.22387e-06	1.20826e-06	
ADDYAG_Agabus_biguttatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N8	2.84929e-09	8.38429e-09	3.77482e-08	1.89198e-07	9.25521e-07	4.20647e-06	1.74382e-05	6.5459e-05	0.000221777	0.00067701	0.00186003	0.00459538	0.0102023	0.0203423	0.0364093	0.0584747	0.0842443	0.108856	0.126146	0.131109	0.122242	0.102282	0.0768457	0.0518832	0.0315142	0.017247	0.00852208	0.00381301	0.00155142	0.000577796	0.000199076	6.46099e-05	2.03856e-05	6.61938e-06	2.4761e-06	1.37277e-06	
ADDYAG_Agabus_bipustulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYAG_Agabus_conspersus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N9	0.000617682	0.00103846	0.00213067	0.00461601	0.00970799	0.0190146	0.0340156	0.055069	0.0803212	0.105308	0.12396	0.130928	0.124051	0.105431	0.0803919	0.0550129	0.0338002	0.0186564	0.00925735	0.00413276	0.00166139	0.000602014	0.000196833	5.81345e-05	1.55283e-05	3.75585e-06	8.23654e-07	1.63994e-07	2.969e-08	4.89649e-09	7.37614e-10	1.02034e-10	1.31344e-11	1.63794e-12	2.27479e-13	5.74223e-14	
N10	0.000435619	0.00104376	0.00322323	0.00967719	0.0253569	0.0556869	0.100728	0.148772	0.178617	0.174012	0.137604	0.088509	0.0464731	0.0200135	0.00710826	0.00209489	0.000515559	0.000106637	1.86557e-05	2.77767e-06	3.54083e-07	3.88643e-08	3.69287e-09	3.05323e-10	2.20712e-11	1.4013e-12	7.84755e-14	3.89206e-15	1.71603e-16	6.75101e-18	2.3787e-19	7.54097e-21	2.16847e-22	5.77843e-24	1.54001e-25	6.73737e-27	
