NODE	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	
N1	0.112654	0.111687	0.109396	0.105447	0.0995862	0.0917252	0.082006	0.0708391	0.0588816	0.0469457	0.0358544	0.0262835	0.0186465	0.0130622	0.00942335	0.00756255	
N2	0.343499	0.227025	0.150072	0.0991646	0.0653979	0.0429146	0.0278873	0.0178313	0.0111342	0.00673609	0.00391994	0.00218275	0.00116229	0.000597656	0.000306438	0.000168457	
POCUSC_Ips_latidens	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUSC_Ips_spinifer	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.204744	0.148812	0.119099	0.101733	0.0891032	0.077611	0.0659972	0.0542251	0.0427952	0.0323328	0.0233447	0.0161003	0.0106191	0.00673092	0.00415998	0.00259171	
N4	0.270013	0.185116	0.132719	0.099397	0.0769487	0.0605993	0.0477561	0.0371472	0.0282353	0.0208337	0.0148701	0.010261	0.00686414	0.00448164	0.00288906	0.00186883	
POCUSC_Ips_acuminatus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.326649	0.217587	0.146446	0.0996775	0.0685171	0.0473666	0.0327056	0.0223544	0.0149758	0.00973861	0.00609635	0.00365263	0.00209195	0.00115378	0.000628676	0.000359334	
POCUSC_Ips_sexdentatus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
N6	0.365981	0.239607	0.154826	0.0982559	0.0608719	0.0365507	0.0210994	0.0116084	0.00603429	0.00293947	0.00133234	0.000558983	0.00021684	7.86184e-05	2.79986e-05	1.15084e-05	
POCUSC_Ips_emarginatus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUSC_Ips_knausi	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.270305	0.186334	0.135069	0.102545	0.0802774	0.0634304	0.0495386	0.0375875	0.0273465	0.0188951	0.0123178	0.00755141	0.00436143	0.00240106	0.00130028	0.000739957	
N8	0.298817	0.202685	0.141938	0.102514	0.0756535	0.0561768	0.0412471	0.0294684	0.02022	0.0131984	0.0081472	0.00474832	0.00262517	0.00139828	0.000742903	0.000420094	
N9	0.336541	0.22365	0.14963	0.10067	0.067826	0.0454257	0.0299495	0.019233	0.0119099	0.00705292	0.00397157	0.00212252	0.00108089	0.000532435	0.000263327	0.000141445	
N10	0.363079	0.237968	0.154191	0.0983676	0.0614783	0.0374168	0.0220244	0.0124462	0.00670325	0.00341817	0.0016421	0.000741683	0.000316149	0.000129338	5.33187e-05	2.49887e-05	
POCUSC_Ips_montanus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
