NODE	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	
N1	0.313241	0.261777	0.189321	0.119456	0.0656462	0.0312834	0.0128727	0.00455808	0.00138526	0.000360672	8.03483e-05	1.53029e-05	2.49065e-06	3.46369e-07	4.11633e-08	4.18195e-09	3.63398e-10	2.70291e-11	1.72226e-12	9.41062e-14	1.68605e-17	3.38556e-18	6.30678e-19	1.0907e-19	1.75245e-20	2.61792e-21	3.63904e-22	4.71077e-23	5.68379e-24	6.39731e-25	6.72279e-26	6.60205e-27	6.06421e-28	5.21468e-29	4.20188e-30	3.17596e-31	2.256e-32	1.51882e-33	1.03294e-34	1.17036e-35	
N2	0.155813	0.192155	0.196615	0.169728	0.125248	0.0798918	0.044426	0.0216628	0.00929696	0.00351973	0.00117722	0.000348217	9.1181e-05	2.11562e-05	4.35408e-06	7.95742e-07	1.29299e-07	1.87037e-08	2.41197e-09	2.77679e-10	2.85813e-11	2.6341e-12	2.17691e-13	1.6156e-14	1.07823e-15	6.47932e-17	3.50993e-18	1.7159e-19	7.57829e-21	3.02719e-22	1.09542e-23	3.60067e-25	1.08135e-26	3.00845e-28	8.01603e-30	2.1966e-31	6.91364e-33	2.74706e-34	1.50307e-35	1.95604e-36	
N3	2.20889e-06	8.38629e-06	3.6865e-05	0.000148792	0.000529948	0.00165747	0.00455265	0.0109873	0.0233031	0.0434337	0.0711287	0.102318	0.129243	0.143312	0.139464	0.119086	0.0892132	0.0586365	0.0338162	0.0171161	0.00760627	0.00296928	0.0010189	0.000307586	8.17661e-05	1.91617e-05	3.96368e-06	7.24733e-07	1.17315e-07	1.68415e-08	2.14825e-09	2.43997e-10	2.47344e-11	2.24384e-12	1.82736e-13	1.34178e-14	8.96326e-16	5.63188e-17	3.93966e-18	6.55672e-19	
N4	1.4973e-09	8.00045e-09	5.42033e-08	3.50791e-07	2.04872e-06	1.06317e-05	4.87235e-05	0.000196557	0.000696539	0.00216486	0.00589344	0.0140366	0.0292192	0.0531128	0.0842422	0.11652	0.140482	0.147602	0.135143	0.107844	0.0750379	0.0455538	0.0241501	0.0111938	0.0045429	0.00161723	0.000506096	0.000139592	3.40442e-05	7.37052e-06	1.42357e-06	2.46847e-07	3.87365e-08	5.55625e-09	7.37082e-10	9.15809e-11	1.0788e-11	1.22318e-12	1.43066e-13	2.89123e-14	
N5	1.93067e-12	1.62727e-11	1.76744e-10	1.82695e-09	1.68909e-08	1.37308e-07	9.7516e-07	6.02829e-06	3.2343e-05	0.000150202	0.000602258	0.00207996	0.00617314	0.0157117	0.0342274	0.0637129	0.101196	0.136992	0.157934	0.154997	0.129487	0.0921212	0.0558593	0.0289081	0.012792	0.00485177	0.00158197	0.000445043	0.000108485	2.30278e-05	4.28059e-06	7.01185e-07	1.01891e-07	1.3224e-08	1.54298e-09	1.62817e-10	1.56221e-11	1.37489e-12	1.16857e-13	1.55212e-14	
N6	3.22794e-14	3.86454e-13	6.21473e-12	9.24333e-11	1.19905e-09	1.33952e-08	1.28241e-07	1.0486e-06	7.30156e-06	4.3175e-05	0.00021622	0.000914726	0.00326111	0.0097753	0.0245854	0.0517832	0.0911906	0.134078	0.164414	0.168018	0.143026	0.101411	0.0599083	0.0295069	0.0121302	0.00416842	0.0011997	0.000289863	5.89594e-05	1.0129e-05	1.47518e-06	1.82905e-07	1.93983e-08	1.76926e-09	1.39665e-10	9.6262e-12	5.88715e-13	3.33582e-14	2.0432e-15	2.64104e-16	
N7	5.8989e-12	3.42795e-11	2.7526e-10	2.17676e-09	1.57722e-08	1.0309e-07	6.04954e-07	3.17903e-06	1.49282e-05	6.25161e-05	0.000233036	0.000771798	0.00226718	0.00589752	0.0135649	0.0275518	0.04936	0.0779241	0.10832	0.132509	0.142604	0.134993	0.112415	0.0823775	0.0531481	0.0302123	0.0151467	0.0067053	0.0026251	0.000910625	0.000280604	7.70749e-05	1.89651e-05	4.21171e-06	8.53834e-07	1.60826e-07	2.89439e-08	5.23748e-09	1.08296e-09	3.94421e-10	
N8	1.06837e-23	4.6895e-22	2.43396e-20	1.16038e-18	4.90998e-17	1.81842e-15	5.8437e-14	1.61783e-12	3.83126e-11	7.70281e-10	1.30414e-08	1.84297e-07	2.15283e-06	2.05683e-05	0.000158877	0.000979874	0.00476121	0.0179724	0.0519534	0.113413	0.184582	0.221601	0.194786	0.124913	0.0584924	0.0201061	0.00512028	0.000977918	0.000142063	1.59336e-05	1.40048e-06	9.78605e-08	5.51051e-09	2.53277e-10	9.62304e-12	3.0659e-13	8.36801e-15	2.04261e-16	4.94544e-18	1.9896e-19	
N9	8.96223e-34	1.60953e-31	3.37957e-29	6.20295e-27	9.79365e-25	1.32085e-22	1.511e-20	1.45507e-18	1.16986e-16	7.78254e-15	4.24217e-13	1.87441e-11	6.63475e-10	1.857e-08	4.05112e-07	6.77945e-06	8.55025e-05	0.000796852	0.00536898	0.0255291	0.0834546	0.182553	0.260564	0.238201	0.138342	0.0510357	0.0120276	0.00183513	0.000185552	1.28008e-05	6.2099e-07	2.17943e-08	5.67699e-10	1.1226e-11	1.71902e-13	2.07424e-15	2.00283e-17	1.56997e-19	1.03322e-21	1.03198e-23	
POCUDR_Sitophilus_granarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUDR_Sitophilus_zeamais	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
