NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	
N1	3.94401e-49	2.68709e-47	2.32935e-45	1.86381e-43	1.36442e-41	9.11305e-40	5.53795e-38	3.05315e-36	1.5225e-34	6.84563e-33	2.76635e-31	1.00132e-29	3.23509e-28	9.29571e-27	2.3667e-25	5.31866e-24	1.0509e-22	1.81837e-21	2.74417e-20	3.59733e-19	4.0797e-18	3.9867e-17	1.8227e-12	9.37527e-11	3.50116e-09	9.43205e-08	1.82275e-06	2.51531e-05	0.000247066	0.001725	0.00857074	0.0304523	0.0782107	0.148202	0.214899	0.253306	0.264361	
N2	7.29734e-51	6.34985e-49	1.16085e-46	2.4155e-44	5.40054e-42	1.20753e-39	2.53329e-37	4.80013e-35	8.0552e-33	1.18471e-30	1.51716e-28	1.68341e-26	1.61136e-24	1.32495e-22	9.31893e-21	5.58208e-19	2.83483e-17	1.21485e-15	4.37179e-14	1.31439e-12	3.28406e-11	6.78148e-10	1.15074e-08	1.59518e-07	1.79551e-06	1.631e-05	0.00011884	0.000690492	0.00318206	0.0115797	0.0331821	0.074846	0.133269	0.188503	0.213648	0.195684	0.145279	
N3	7.07053e-35	2.67213e-33	1.34375e-31	6.53098e-30	3.0569e-28	1.37209e-26	5.84318e-25	2.32753e-23	8.54804e-22	2.85843e-20	8.61653e-19	2.32331e-17	5.56949e-16	1.1812e-14	2.20709e-13	3.62002e-12	5.19413e-11	6.49861e-10	7.06754e-09	6.66062e-08	5.42289e-07	3.80273e-06	2.2898e-05	0.000118041	0.000519418	0.00194524	0.00618229	0.0166266	0.0377319	0.072049	0.115427	0.1547	0.173001	0.16127	0.125897	0.0840025	0.0505022	
POCUEN_Foucartia_squamulata	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N4	6.18217e-35	1.9925e-33	1.2998e-31	8.64402e-30	5.29153e-28	2.91993e-26	1.44238e-24	6.35228e-23	2.48579e-21	8.61724e-20	2.63876e-18	7.11814e-17	1.68699e-15	3.50351e-14	6.35945e-13	1.00636e-11	1.38487e-10	1.65305e-09	1.70728e-08	1.52188e-07	1.16799e-06	7.69872e-06	4.34772e-05	0.000209857	0.000863714	0.00302396	0.00898509	0.022604	0.0480308	0.0859901	0.129366	0.163075	0.171721	0.150624	0.110029	0.0678152	0.0376098	
N5	6.87435e-19	4.46824e-18	6.419e-17	1.07741e-15	1.7647e-14	2.65598e-13	3.5922e-12	4.32333e-11	4.60519e-10	4.32579e-09	3.5732e-08	2.58955e-07	1.6433e-06	9.11608e-06	4.4143e-05	0.00018635	0.000685083	0.00219129	0.0060935	0.014722	0.0308876	0.0562533	0.0889064	0.121914	0.145027	0.149652	0.133945	0.103978	0.0699941	0.0408471	0.020655	0.00904297	0.0034242	0.00112061	0.000317855	8.00702e-05	2.11509e-05	
N6	1.43194e-15	8.99742e-15	9.76472e-14	1.11882e-12	1.24543e-11	1.30742e-10	1.26545e-09	1.10863e-08	8.67034e-08	5.9949e-07	3.64037e-06	1.93264e-05	8.94154e-05	0.000359682	0.0012558	0.0038005	0.00995957	0.0225831	0.044281	0.0750533	0.109934	0.139141	0.152175	0.143829	0.117506	0.0830058	0.0507164	0.0268137	0.0122726	0.00486537	0.0016718	0.000498385	0.000129128	2.91858e-05	5.81568e-06	1.06765e-06	2.28276e-07	
N7	3.95104e-13	1.68252e-12	1.44857e-11	1.43218e-10	1.38823e-09	1.23793e-08	9.85873e-08	6.91286e-07	4.237e-06	2.26067e-05	0.00010472	0.000420341	0.00145979	0.00438099	0.011351	0.0253727	0.048905	0.0812596	0.116387	0.143713	0.153039	0.140618	0.111561	0.0764854	0.04536	0.0232962	0.0103743	0.00401135	0.00134874	0.000394982	0.00010093	2.25525e-05	4.41988e-06	7.64211e-07	1.18475e-07	1.74768e-08	3.20187e-09	
N8	4.7249e-11	1.71158e-10	1.39347e-09	1.31087e-08	1.15402e-07	8.93934e-07	5.97691e-06	3.42374e-05	0.000167368	0.000696337	0.0024606	0.00737295	0.0187115	0.0401909	0.0730405	0.112323	0.14624	0.16134	0.151017	0.120109	0.0813123	0.0469499	0.0231714	0.0097975	0.00355779	0.00111236	0.000300224	7.0134e-05	1.42191e-05	2.50883e-06	3.86321e-07	5.2072e-08	6.1656e-09	6.44841e-10	6.03784e-11	5.33214e-12	5.96381e-13	
