NODE	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	
N1	3.95911e-19	5.81841e-19	1.10897e-18	2.32783e-18	4.98706e-18	1.06462e-17	2.25054e-17	4.70551e-17	9.73232e-17	3.90939e-13	1.60451e-12	6.45197e-12	2.54038e-11	9.78229e-11	3.67756e-10	1.34683e-09	4.79324e-09	1.65341e-08	5.5136e-08	1.77298e-07	5.48507e-07	1.62914e-06	4.63695e-06	1.26275e-05	3.28575e-05	8.16022e-05	0.000193257	0.00043615	0.000937512	0.00191869	0.00373793	0.00693132	0.0122341	0.0205562	0.0328844	0.0500908	0.0726473	0.100272	0.131556	0.163625	0.191889	0.209956	
N2	1.28572e-19	3.8201e-19	2.12367e-18	1.40614e-17	9.79789e-17	6.87265e-16	4.73561e-15	3.15584e-14	2.01402e-13	1.22341e-12	7.0471e-12	3.84005e-11	1.97632e-10	9.59553e-10	4.39117e-09	1.8926e-08	7.67719e-08	2.92907e-07	1.05042e-06	3.53856e-06	1.11902e-05	3.31978e-05	9.2331e-05	0.000240573	0.000586803	0.00133895	0.0028558	0.00568918	0.0105778	0.0183411	0.0296356	0.0445907	0.0624345	0.0813007	0.0984112	0.110698	0.115711	0.112438	0.101679	0.0857436	0.0676183	0.0499669	
N3	1.33644e-23	6.74372e-23	6.22376e-22	6.60941e-21	7.32355e-20	8.13282e-19	8.81644e-18	9.16562e-17	9.03315e-16	8.3772e-15	7.27433e-14	5.89402e-13	4.44454e-12	3.11276e-11	2.0213e-10	1.21521e-09	6.75536e-09	3.4684e-08	1.64301e-07	7.17411e-07	2.88489e-06	1.06751e-05	3.63211e-05	0.000113551	0.000325979	0.000858807	0.00207533	0.00459806	0.009337	0.0173734	0.0296189	0.0462698	0.0662531	0.0870073	0.104898	0.116271	0.118732	0.112024	0.0980549	0.0800679	0.0614374	0.0446323	
N4	3.48889e-26	2.39292e-25	3.56608e-24	6.04884e-23	1.00905e-21	1.59147e-20	2.34273e-19	3.202e-18	4.05232e-17	4.7398e-16	5.11613e-15	5.08954e-14	4.66077e-13	3.92464e-12	3.03567e-11	2.15474e-10	1.40222e-09	8.35865e-09	4.56018e-08	2.27513e-07	1.03723e-06	4.31795e-06	1.64028e-05	5.68236e-05	0.000179417	0.000516068	0.00135169	0.0032228	0.00699332	0.0138101	0.0248211	0.0406162	0.0605487	0.0823153	0.102212	0.116183	0.121277	0.116755	0.104236	0.086856	0.0679616	0.0500655	
N5	9.68609e-32	1.55756e-30	5.26609e-29	1.80953e-27	5.75289e-26	1.67163e-24	4.42742e-23	1.06723e-21	2.33814e-20	4.64965e-19	8.3819e-18	1.36798e-16	2.01871e-15	2.69019e-14	3.23344e-13	3.50095e-12	3.41055e-11	2.98588e-10	2.34658e-09	1.65362e-08	1.04381e-07	5.89603e-07	2.97747e-06	1.34312e-05	5.40796e-05	0.000194228	0.000621886	0.00177441	0.00451059	0.0102146	0.0206103	0.0370699	0.0594799	0.0852443	0.109319	0.125775	0.130317	0.12226	0.104694	0.0827885	0.061439	0.0436176	
N6	5.21933e-25	3.90715e-24	5.34123e-23	8.24267e-22	1.28025e-20	1.91075e-19	2.68057e-18	3.4971e-17	4.2199e-16	4.69593e-15	4.81009e-14	4.52894e-13	3.91515e-12	3.10419e-11	2.25509e-10	1.49959e-09	9.11926e-09	5.06675e-08	2.56975e-07	1.18869e-06	5.01074e-06	1.92331e-05	6.71722e-05	0.000213318	0.000615598	0.00161349	0.00383921	0.00829044	0.0162436	0.0288753	0.0465753	0.0681869	0.0906562	0.109547	0.120449	0.120697	0.110459	0.0926142	0.0715025	0.0513158	0.0348979	0.0233157	
N7	3.25862e-22	1.1588e-21	1.02221e-20	1.21865e-19	1.53674e-18	1.87835e-17	2.15695e-16	2.30005e-15	2.26688e-14	2.06047e-13	1.7251e-12	1.32919e-11	9.4181e-11	6.13277e-10	3.66771e-09	2.01336e-08	1.01389e-07	4.68133e-07	1.98081e-06	7.67719e-06	2.72433e-05	8.84798e-05	0.000262904	0.000714466	0.00177534	0.00403277	0.00837294	0.015888	0.0275533	0.0436752	0.0632931	0.0838916	0.101769	0.113106	0.115349	0.108194	0.0936633	0.0752345	0.0565272	0.0402223	0.0276088	0.018741	
ADDYAG_Agabus_biguttatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N8	4.95564e-22	2.0248e-21	1.80747e-20	2.08311e-19	2.53556e-18	3.00317e-17	3.35118e-16	3.47871e-15	3.34173e-14	2.96354e-13	2.42299e-12	1.82467e-11	1.26469e-10	8.06213e-10	4.72396e-09	2.54268e-08	1.25648e-07	5.69719e-07	2.36911e-06	9.03061e-06	3.15402e-05	0.00010089	0.000295468	0.000791965	0.0019423	0.00435755	0.00894158	0.0167799	0.0287982	0.0452044	0.0649141	0.0853138	0.102686	0.113308	0.114797	0.107034	0.0921573	0.0736581	0.0550889	0.0390309	0.0266885	0.0180682	
ADDYAG_Agabus_bipustulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYAG_Agabus_conspersus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
