NODE	16	17	18	19	20	
N1	6.21605e-05	0.00323873	0.0447355	0.262898	0.689065	
POLALA_Cryptolestes_sp	0	0	1	0	0	
N2	0.000352251	0.0100787	0.0941924	0.351067	0.54431	
N3	0.0050831	0.0939627	0.428216	0.35489	0.117848	
POLALU_Luciola_lateralis	0	0	1	0	0	
POLALU_Luciola_cruciata	0	0	1	0	0	
N4	0.000274142	0.00933421	0.0959359	0.35882	0.535636	
N5	0.00188985	0.0312112	0.172934	0.388911	0.405054	
POLAPH_Bicellonycha_sp	0	0	1	0	0	
POLAPH_Photuris_sp	0	0	0	1	0	
N6	0.000781139	0.019779	0.149404	0.39578	0.434256	
POLALA_Lucidota_sp	0	1	0	0	0	
N7	0.0003256	0.0151018	0.17862	0.453041	0.352911	
N8	0.000451467	0.0356099	0.475493	0.404958	0.0834871	
POLALA_Photinus_australis	0	0	1	0	0	
N9	0.000459847	0.0389104	0.518473	0.377738	0.0644194	
N10	4.0018e-05	0.0151441	0.922669	0.0613652	0.000781737	
POLALA_Ellychnia_corrusca	0	0	1	0	0	
POLALA_Ellychnia_californica	0	0	1	0	0	
POLALA_Photinus_pyralis	0	0	1	0	0	
N11	0.000327427	0.0148786	0.17445	0.460495	0.349849	
POLALA_Aspisoma_sp	0	0	1	0	0	
N12	5.72567e-05	0.00444692	0.105465	0.559722	0.330309	
POLALA_Pyractomena_borealis	0	0	0	1	0	
POLALA_Pyractomena_angulata	0	0	0	1	0	
