NODE	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	
N1	9.02752e-08	1.86699e-06	1.39228e-05	6.82635e-05	0.000258567	0.00080797	0.00215681	0.00502737	0.0103906	0.0192672	0.0323682	0.0497011	0.0703452	0.0925546	0.114178	0.133199	0.148152	0.15825	0.16326	
N2	3.68581e-07	4.47558e-06	2.61551e-05	0.00011076	0.000378325	0.00109192	0.0027343	0.00604474	0.0119472	0.0213237	0.0346679	0.0517575	0.0715305	0.0922824	0.112141	0.129622	0.144035	0.155532	0.16477	
N3	6.15613e-07	6.98987e-06	3.75983e-05	0.000147247	0.000471189	0.00129126	0.00310508	0.00665097	0.0128244	0.022447	0.0359284	0.0529585	0.0724157	0.0925998	0.111734	0.128512	0.142415	0.153658	0.162797	
N4	1.83449e-06	1.6936e-05	7.17171e-05	0.000225305	0.000599695	0.00142077	0.00306144	0.006066	0.0111258	0.0189808	0.0302459	0.0452007	0.0636157	0.0846917	0.107149	0.129438	0.149994	0.167433	0.180662	
N5	2.08757e-06	1.85407e-05	7.45187e-05	0.000221713	0.000562252	0.00128244	0.00269281	0.00526255	0.00962684	0.0165413	0.0267646	0.0408726	0.0590405	0.0808575	0.105242	0.130507	0.154566	0.175245	0.19062	
POCHCH_Cyrtonus_rotundatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
POCHCH_Cyrtonus_majoricensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N6	5.22116e-06	4.52275e-05	0.000174589	0.000492268	0.00117035	0.00248277	0.00482328	0.00869628	0.0146652	0.0232534	0.0348122	0.0493906	0.0666509	0.0858635	0.105988	0.12581	0.144103	0.159748	0.171825	
N7	4.66023e-07	4.96045e-06	2.56321e-05	0.000100662	0.000335293	0.000981138	0.00255527	0.00595497	0.0124499	0.0233889	0.0395497	0.0603418	0.0833863	0.105008	0.121662	0.131598	0.135732	0.137183	0.139743	
POCHCH_Cyrtonus_dufouri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
POCHCH_Cyrtonus_cupreovirens	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
N8	8.28375e-10	1.90544e-08	2.49464e-07	2.5005e-06	2.02444e-05	0.000134134	0.000727622	0.00321437	0.0114681	0.0327222	0.0739235	0.131025	0.180958	0.194142	0.162215	0.106875	0.0575852	0.0282694	0.0167167	
POCHCH_Cyrtonus_ruficornis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
POCHCH_Cyrtonus_cylindricus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
N9	0.000107547	0.000876005	0.00306635	0.00759718	0.0154426	0.0273263	0.043263	0.0621333	0.0815639	0.0983193	0.109175	0.111953	0.106261	0.0935942	0.0767977	0.0591764	0.0436917	0.0325339	0.0271223	
POCHCH_Cyrtonus_puncticeps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
N10	0.000654302	0.00511462	0.0166595	0.0371308	0.0655215	0.0970974	0.124268	0.139407	0.138274	0.12193	0.0959564	0.0675992	0.0427496	0.0243509	0.0125667	0.00595619	0.00269021	0.0012788	0.000794585	
N11	0.00469339	0.0324726	0.0867594	0.147814	0.186738	0.186288	0.151385	0.101994	0.0576248	0.0275333	0.011206	0.00391175	0.00117976	0.000310029	7.17534e-05	1.48491e-05	2.82714e-06	5.4281e-07	1.55301e-07	
POCHCH_Cyrtonus_arcasi	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Cyrtonus_pardoi	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N12	0.0011851	0.00951431	0.031768	0.0710088	0.120818	0.163813	0.18038	0.162792	0.121101	0.0746032	0.0382439	0.0164045	0.00592749	0.00181972	0.000480197	0.000110874	2.31875e-05	4.86891e-06	1.51273e-06	
POCHCH_Cyrtonus_contractus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Cyrtonus_fairmairei	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Cyrtonus_plumbeus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
POCHCH_Cyrtonus_elegans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
