NODE	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	
N1	0.0479362	0.0500258	0.0541567	0.0600693	0.0672047	0.0746506	0.0811861	0.0854661	0.0863225	0.0830908	0.0758365	0.0653773	0.0530774	0.0404865	0.0289613	0.0193987	0.0121514	0.00711094	0.00388417	0.00197894	0.000939897	0.000415964	0.000171487	6.58494e-05	2.35528e-05	7.84946e-06	2.43904e-06	7.07406e-07	1.91854e-07	4.87921e-08	1.16861e-08	2.65317e-09	5.7675e-10	1.22072e-10	2.60607e-11	6.2164e-12	2.28059e-12	
ADDYHY_Hydrovatus_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N2	0.0495904	0.0502267	0.0536323	0.0592771	0.0663994	0.0739445	0.0806082	0.0850121	0.085989	0.0828878	0.0757814	0.0654792	0.0533237	0.0408394	0.0293657	0.0197973	0.0124994	0.00738399	0.0040784	0.00210484	0.00101455	0.000456553	0.000191759	7.51615e-05	2.74908e-05	9.38326e-06	2.9894e-06	8.89293e-07	2.47191e-07	6.42755e-08	1.56657e-08	3.59187e-09	7.80198e-10	1.62991e-10	3.40066e-11	7.91025e-12	2.82654e-12	
N3	0.0961258	0.0919837	0.0884274	0.0851994	0.0819881	0.0784657	0.0743338	0.0693733	0.0634886	0.0567349	0.0493185	0.0415671	0.0338735	0.0266276	0.020153	0.0146624	0.0102421	0.0068622	0.00440637	0.00271006	0.0015957	0.000899178	0.000484783	0.000250023	0.000123339	5.81974e-05	2.62676e-05	1.13438e-05	4.68979e-06	1.85817e-06	7.0724e-07	2.59853e-07	9.31343e-08	3.33012e-08	1.24589e-08	5.37032e-09	3.14639e-09	
N4	0.100068	0.0966613	0.0944369	0.0926381	0.0904175	0.0870085	0.0818822	0.0748562	0.0661269	0.056216	0.0458458	0.0357797	0.0266712	0.0189614	0.0128413	0.00827658	0.00507319	0.0029556	0.00163588	0.000859905	0.000429175	0.000203343	9.14518e-05	3.90396e-05	1.58189e-05	6.08463e-06	2.22198e-06	7.7053e-07	2.53831e-07	7.94878e-08	2.3695e-08	6.74455e-09	1.8467e-09	4.95477e-10	1.36568e-10	4.34762e-11	2.04717e-11	
ADDYHY_Stictotarsus_griseostriatus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Nebrioporus_lanceolatus_M	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Hydroporus_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.0335125	0.0348043	0.0388983	0.0455934	0.0545018	0.0648573	0.0754111	0.0845072	0.0903785	0.0916	0.0875372	0.0785904	0.0661099	0.0520028	0.0381954	0.0261662	0.0167054	0.00993331	0.00549864	0.00283276	0.00135793	0.000605662	0.000251353	9.70749e-05	3.49e-05	1.16851e-05	3.64591e-06	1.06103e-06	2.88352e-07	7.32996e-08	1.74671e-08	3.91373e-09	8.28189e-10	1.66824e-10	3.26436e-11	6.69142e-12	1.97706e-12	
