NODE	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	
N1	0.279399	0.246329	0.191732	0.131514	0.079193	0.0416632	0.019056	0.00754342	0.00257471	0.000755534	0.000190231	4.10543e-05	7.59482e-06	1.20664e-06	1.65668e-07	2.00366e-08	2.2707e-09	2.93594e-10	7.31189e-11	
N2	0.219252	0.210284	0.184416	0.14666	0.104737	0.0665592	0.0373618	0.0184232	0.00795049	0.00299626	0.00098542	0.000283057	7.11937e-05	1.57546e-05	3.09205e-06	5.45459e-07	8.88588e-08	1.46193e-08	3.65357e-09	
N3	0.202797	0.198895	0.181132	0.150584	0.112383	0.0743061	0.0431243	0.0218345	0.00960822	0.00366694	0.00121271	0.000347634	8.65001e-05	1.87407e-05	3.55789e-06	6.00689e-07	9.39542e-08	1.5554e-08	4.24336e-09	
N4	0.122646	0.134097	0.146886	0.15254	0.14356	0.118799	0.0848668	0.0517825	0.0268303	0.0117728	0.00437232	0.00137612	0.000368183	8.42035e-05	1.6615e-05	2.87492e-06	4.50859e-07	7.07739e-08	1.69684e-08	
N5	0.0283471	0.0397417	0.0605268	0.0874595	0.114355	0.133328	0.13791	0.126297	0.102335	0.0733915	0.0466512	0.0263538	0.0132891	0.00602365	0.00248231	0.000948723	0.000350042	0.000137172	7.27471e-05	
POCELA_Mesosa_myops	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.00565734	0.00902468	0.0169266	0.0313773	0.0535964	0.0820703	0.11135	0.133179	0.140155	0.129789	0.105933	0.0764559	0.0490525	0.0281986	0.0146924	0.00705366	0.0032032	0.00146245	0.000822786	
POCELA_Uraecha_bimaculata	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
N7	0.000224866	0.000448647	0.0011893	0.00325422	0.00828805	0.0188803	0.0378016	0.0659291	0.0996779	0.130326	0.14727	0.143978	0.122127	0.0903662	0.0589058	0.0344847	0.0188917	0.0106167	0.00734033	
