NODE	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	
N1	3.65869e-18	5.36255e-18	1.01086e-17	2.08865e-17	4.39828e-17	9.2272e-17	2.75857e-13	1.16494e-12	4.81109e-12	1.94266e-11	7.6636e-11	2.94944e-10	1.1052e-09	4.02209e-09	1.4176e-08	4.82471e-08	1.581e-07	4.97424e-07	1.4988e-06	4.31505e-06	1.18462e-05	3.09584e-05	7.6904e-05	0.00018137	0.000405699	0.000860052	0.00172692	0.00328295	0.00590743	0.0100612	0.0162214	0.0247671	0.0358356	0.0491897	0.0641557	0.0796819	0.0945271	0.107536	0.117905	0.125336	0.130004	0.132289	
N2	5.01796e-18	1.50356e-17	8.27026e-17	5.39175e-16	3.67363e-15	2.4956e-14	1.64904e-13	1.04449e-12	6.28606e-12	3.57573e-11	1.9163e-10	9.65559e-10	4.56772e-09	2.02664e-08	8.4266e-08	3.28117e-07	1.19576e-06	4.0762e-06	1.29912e-05	3.86921e-05	0.000107641	0.000279601	0.000677832	0.00153305	0.00323343	0.00635718	0.0116458	0.0198688	0.0315541	0.046622	0.0640518	0.0817765	0.0969719	0.106755	0.109081	0.103472	0.0912145	0.074925	0.0576665	0.0420285	0.0295418	0.0205793	
N3	5.26775e-22	2.72312e-21	2.55079e-20	2.74737e-19	3.06019e-18	3.37097e-17	3.57693e-16	3.5974e-15	3.39528e-14	2.98848e-13	2.44287e-12	1.84901e-11	1.29297e-10	8.33812e-10	4.95133e-09	2.70388e-08	1.35634e-07	6.24331e-07	2.63464e-06	1.01838e-05	3.60278e-05	0.000116566	0.000344675	0.000930822	0.00229443	0.00515926	0.0105775	0.0197635	0.0336409	0.052153	0.0736281	0.0946658	0.110889	0.118433	0.1155	0.103103	0.0845817	0.0641815	0.0455235	0.0307013	0.020226	0.0135369	
N4	1.35436e-24	9.65922e-24	1.46866e-22	2.50083e-21	4.13764e-20	6.41474e-19	9.21302e-18	1.22013e-16	1.48621e-15	1.66202e-14	1.70382e-13	1.59906e-12	1.37224e-11	1.07554e-10	7.69101e-10	5.01258e-09	2.97465e-08	1.60585e-07	7.87917e-07	3.51072e-06	1.41939e-05	5.20309e-05	0.000172809	0.000519665	0.00141406	0.00347983	0.00774078	0.0155589	0.0282496	0.0463253	0.0686121	0.0918052	0.111037	0.121523	0.120566	0.108758	0.0896369	0.0680397	0.0481786	0.032467	0.0214395	0.0144068	
N5	2.46288e-30	4.28097e-29	1.51095e-27	5.3477e-26	1.73827e-24	5.1301e-23	1.37086e-21	3.31114e-20	7.21791e-19	1.41787e-17	2.50611e-16	3.97974e-15	5.6697e-14	7.23563e-13	8.25992e-12	8.42243e-11	7.66042e-10	6.20621e-09	4.47282e-08	2.86392e-07	1.62717e-06	8.19388e-06	3.65308e-05	0.000144047	0.000501914	0.00154415	0.00419168	0.0100346	0.0211771	0.0393928	0.0645933	0.0933995	0.119185	0.134398	0.134199	0.119045	0.0943	0.0672698	0.0438398	0.0267633	0.0159817	0.00999206	
N6	4.09335e-24	3.35774e-23	4.96022e-22	8.12973e-21	1.32213e-19	2.04292e-18	2.94044e-17	3.90546e-16	4.76397e-15	5.32256e-14	5.43661e-13	5.06942e-12	4.30971e-11	3.33634e-10	2.34916e-09	1.50272e-08	8.72311e-08	4.59004e-07	2.18698e-06	9.42545e-06	3.67073e-05	0.000129057	0.000409254	0.00116957	0.00300987	0.00697053	0.0145188	0.0271862	0.0457493	0.06918	0.0940096	0.114845	0.126212	0.124926	0.111574	0.0901696	0.0662285	0.0445173	0.0277032	0.0162923	0.00941338	0.00573822	
N7	4.72503e-22	1.97082e-21	2.04071e-20	2.74432e-19	3.79187e-18	4.99221e-17	6.10833e-16	6.88492e-15	7.1231e-14	6.75234e-13	5.858e-12	4.64672e-11	3.3673e-10	2.22748e-09	1.34405e-08	7.39216e-08	3.70328e-07	1.68879e-06	7.00603e-06	2.64256e-05	9.05739e-05	0.000281965	0.000796912	0.00204401	0.0047563	0.0100382	0.0192114	0.0333369	0.0524502	0.0748278	0.0968228	0.11368	0.1212	0.117476	0.103718	0.0836649	0.0619675	0.0424856	0.0273264	0.0168545	0.0103238	0.00660976	
ADDYAG_Agabus_biguttatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N8	7.01112e-22	3.31399e-21	3.42886e-20	4.4491e-19	5.9409e-18	7.58954e-17	9.03411e-16	9.9221e-15	1.00146e-13	9.27077e-13	7.86169e-12	6.10113e-11	4.32938e-10	2.80681e-09	1.66127e-08	8.96994e-08	4.41525e-07	1.97993e-06	8.08354e-06	3.00299e-05	0.000101454	0.000311555	0.000869266	0.00220269	0.00506743	0.0105813	0.0200502	0.0344723	0.0537754	0.0761191	0.097792	0.114079	0.120926	0.116619	0.102513	0.082389	0.0608386	0.0416099	0.0267095	0.016445	0.0100566	0.00643093	
