NODE	38	39	40	41	42	43	44	45	46	47	48	
N1	0.000123445	0.00161372	0.0069136	0.0188025	0.039472	0.06937	0.106351	0.145755	0.181565	0.208155	0.221879	
POCHCH_Cyrtonus_plumbeus	0	0	0	0	0	0	1	0	0	0	0	
N2	0.000189181	0.00158994	0.0058452	0.0151264	0.031636	0.0567993	0.0905971	0.131425	0.176551	0.222855	0.267386	
N3	0.000218241	0.00180477	0.00647514	0.0162905	0.0331554	0.0581928	0.091315	0.131155	0.175343	0.220979	0.265071	
POCHCH_Cyrtonus_elegans	0	0	0	0	0	1	0	0	0	0	0	
N4	0.000413799	0.00319089	0.0104822	0.0240888	0.0448711	0.0721375	0.103669	0.136673	0.169226	0.201214	0.234034	
N5	0.000765126	0.00578436	0.0183079	0.0397028	0.0682364	0.0989748	0.125754	0.144449	0.155513	0.164187	0.178326	
N6	0.000145926	0.00142775	0.00634122	0.0195419	0.0462162	0.0868971	0.132491	0.167199	0.180634	0.178494	0.180611	
POCHCH_Cyrtonus_dufouri	0	0	0	0	0	1	0	0	0	0	0	
POCHCH_Cyrtonus_cupreovirens	0	0	0	0	0	0	0	0	0	1	0	
N7	0.0145931	0.0884604	0.193356	0.248884	0.217874	0.137991	0.0655152	0.0239584	0.00697819	0.00178322	0.000607061	
POCHCH_Cyrtonus_cylindricus	0	0	0	1	0	0	0	0	0	0	0	
POCHCH_Cyrtonus_ruficornis	0	1	0	0	0	0	0	0	0	0	0	
N8	8.38837e-05	0.000759322	0.00313036	0.00929898	0.0224156	0.0458384	0.0814613	0.128228	0.182093	0.237521	0.289171	
POCHCH_Cyrtonus_rotundatus	0	0	0	0	0	0	0	0	1	0	0	
POCHCH_Cyrtonus_majoricensis	0	0	0	0	0	0	0	0	1	0	0	
N9	0.000246826	0.00194338	0.00661965	0.01604	0.032047	0.0561222	0.0888283	0.129362	0.175437	0.223578	0.269775	
POCHCH_Cyrtonus_puncticeps	0	0	0	0	0	0	0	0	1	0	0	
N10	0.000232038	0.00186058	0.00649368	0.0161129	0.0327559	0.0577973	0.091232	0.131467	0.175798	0.221226	0.265025	
N11	0.000275885	0.00236313	0.00892943	0.0236244	0.0493066	0.084765	0.122927	0.154032	0.172789	0.183396	0.197593	
POCHCH_Cyrtonus_contractus	0	0	0	0	0	0	0	0	1	0	0	
POCHCH_Cyrtonus_fairmairei	0	0	0	0	0	1	0	0	0	0	0	
N12	1.17176e-05	0.000163263	0.00112971	0.00546953	0.0196496	0.0529727	0.107568	0.166598	0.204456	0.216365	0.225617	
POCHCH_Cyrtonus_arcasi	0	0	0	0	0	0	0	0	1	0	0	
POCHCH_Cyrtonus_pardoi	0	0	0	0	0	0	0	1	0	0	0	
