NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	
N1	7.44441e-12	8.36613e-09	4.88438e-06	0.000965649	0.0496429	0.458993	0.461425	0.0288297	0.000139245	1.10499e-07	2.24392e-11	7.05998e-18	3.76183e-20	1.37827e-22	3.65532e-25	7.29952e-28	1.13274e-30	1.60756e-33	
N2	3.66243e-11	1.48144e-08	3.87308e-06	0.000474376	0.0218113	0.262211	0.514537	0.183579	0.0168978	0.000481595	4.631e-06	1.74851e-08	3.08971e-11	2.92277e-14	1.6322e-17	5.78532e-21	1.37791e-24	2.97972e-28	
N3	7.43185e-15	4.53453e-12	1.9855e-09	4.82279e-07	5.7367e-05	0.00281511	0.0466629	0.256482	0.44976	0.21877	0.0247816	0.000665562	5.70289e-06	2.00422e-08	3.44169e-11	3.26356e-14	1.86978e-17	9.29494e-21	
N4	1.03076e-15	5.21598e-13	2.04691e-10	4.89957e-08	6.54677e-06	0.000434756	0.012363	0.128866	0.42035	0.356923	0.0768787	0.0041029	7.43672e-05	5.7656e-07	2.24051e-09	4.88505e-12	6.53321e-15	8.60216e-18	
POSCSC_Phanaeus_chalcomelas	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
N5	9.37692e-27	9.61981e-23	7.36811e-19	3.62694e-15	1.07639e-11	1.76877e-08	1.42471e-05	0.00465021	0.424297	0.452851	0.111509	0.00666535	1.29797e-05	8.0753e-09	2.27179e-12	3.41936e-16	3.05893e-20	2.18026e-24	
N6	5.28524e-33	5.17215e-28	3.37477e-23	1.34777e-18	3.07009e-14	3.59878e-10	1.84906e-06	0.00314236	0.933357	0.0629157	0.000582426	1.01621e-06	1.50057e-10	7.30428e-15	1.62117e-19	1.92502e-24	1.34606e-29	6.33785e-35	
POSCSC_Phanaeus_igneus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
POSCSC_Phanaeus_vindex	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N7	1.89217e-39	6.11404e-38	1.74343e-36	4.18146e-35	8.17881e-34	1.2483e-32	1.38868e-31	9.99384e-31	3.85005e-09	1.11237e-05	0.00817499	0.99178	3.4149e-05	2.31913e-10	6.45791e-16	2.42322e-36	1.30072e-37	6.4147e-39	
POSCSC_Onitis_sp	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
POSCSC_Malagoniella_sp	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
N8	1.8109e-17	1.44635e-14	8.83178e-12	3.29825e-09	6.90259e-07	7.21588e-05	0.0032545	0.0548833	0.304042	0.469506	0.156315	0.0116808	0.000243534	1.74288e-06	5.49596e-09	9.01368e-12	8.62639e-15	7.44139e-18	
POSCSC_Cheironitis_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
