NODE	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
N1	0.432938	0.311596	0.165398	0.0654891	0.0194299	0.00432534	0.000722708	9.06883e-05	8.55875e-06	6.09027e-07	3.27935e-08	1.34225e-09	4.19821e-11	1.00933e-12	2.91033e-17	3.50192e-18	3.73055e-19	3.53025e-20	2.97756e-21	2.24584e-22	1.51975e-23	9.25593e-25	5.08934e-26	2.53392e-27	1.1457e-28	4.7174e-30	1.77362e-31	6.10687e-33	1.95175e-34	7.97715e-36	
N2	0.333837	0.291066	0.198199	0.107296	0.04678	0.0165837	0.00481494	0.00115166	0.000228083	3.75804e-05	5.1754e-06	5.98481e-07	5.83851e-08	4.82757e-09	3.39905e-10	2.04739e-11	1.05984e-12	4.73607e-14	1.83493e-15	6.18978e-17	1.82535e-18	4.7242e-20	1.07713e-21	2.17167e-23	3.88727e-25	6.20995e-27	8.93811e-29	1.18638e-30	1.55387e-32	2.96229e-34	
N3	0.291774	0.269988	0.204695	0.12767	0.0654616	0.0275281	0.00947243	0.00266348	0.000611888	0.000114966	1.77022e-05	2.24021e-06	2.33814e-07	2.02063e-08	1.45211e-09	8.71677e-11	4.39102e-12	1.86491e-13	6.70914e-15	2.05403e-16	5.37607e-18	1.20832e-19	2.34236e-21	3.93298e-23	5.74339e-25	7.32351e-27	8.1859e-29	8.06034e-31	7.19176e-33	9.71412e-35	
N4	0.265835	0.254777	0.205624	0.139158	0.078377	0.0364805	0.0139604	0.0043792	0.00112474	0.00023661	4.08335e-05	5.79541e-06	6.78618e-07	6.58055e-08	5.30615e-09	3.57338e-10	2.019e-11	9.61522e-13	3.8777e-14	1.33044e-15	3.90127e-17	9.82109e-19	2.13186e-20	4.00729e-22	6.54994e-24	9.34761e-26	1.17023e-27	1.29743e-29	1.33645e-31	2.08135e-33	
N5	0.22066	0.226349	0.204358	0.157879	0.101922	0.0541309	0.0234423	0.00824317	0.00235074	0.000544114	0.000102451	1.57423e-05	1.98172e-06	2.05275e-07	1.75791e-08	1.25072e-09	7.43038e-11	3.70467e-12	1.55801e-13	5.55441e-15	1.68686e-16	4.38495e-18	9.80191e-20	1.89264e-21	3.17049e-23	4.62737e-25	5.91153e-27	6.66759e-29	6.94621e-31	1.10012e-32	
N6	0.140291	0.172362	0.196586	0.18831	0.145587	0.0896034	0.0436963	0.0168668	0.00515851	0.00125314	0.000242669	3.76268e-05	4.69491e-06	4.73978e-07	3.89353e-08	2.61753e-09	1.4485e-10	6.63633e-12	2.53154e-13	8.08553e-15	2.17398e-16	4.94676e-18	9.57497e-20	1.5845e-21	2.25317e-23	2.76917e-25	2.96755e-27	2.83089e-29	2.56535e-31	3.23756e-33	
POCHCR_Pachybrachis_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.196474	0.215725	0.212073	0.173843	0.113517	0.0575732	0.0223818	0.00662774	0.00149217	0.000255689	3.34515e-05	3.35688e-06	2.5986e-07	1.56176e-08	7.33766e-10	2.71454e-11	7.96563e-13	1.8678e-14	3.52541e-16	5.39489e-18	6.74069e-20	6.92377e-22	5.8853e-24	4.16628e-26	2.4714e-28	1.23568e-30	5.2371e-33	1.89215e-35	5.91346e-38	2.38214e-40	
N8	0.232012	0.242286	0.218155	0.159411	0.0909948	0.0398049	0.0132407	0.00334564	0.00064411	9.50236e-05	1.08222e-05	9.59596e-07	6.68476e-08	3.69268e-09	1.63264e-10	5.83023e-12	1.69654e-13	4.05698e-15	8.03738e-17	1.32932e-18	1.84883e-20	2.17719e-22	2.1849e-24	1.87994e-26	1.39484e-28	8.97245e-31	5.02942e-33	2.46937e-35	1.08054e-37	6.53204e-40	
