"asc1","desc1","asc2","desc2","pol1","pol2","tran12"
0.00759868241002766,0.0129626170762517,0.0304943347940948,0.0310991284040176,0.00208720075058787,0.00848967959487005,0.0169929302798853
0.010127470534365,0.0153135157898566,0.034802188198746,0.01858331121125,0.00184902995627446,0.00992750624800162,0.0129867882874484
0.0093826735731098,0.0164131968402481,0.0259657922511267,0.0244736894272562,0.00405997594831575,0.00656991107264933,0.014221385951334
0.0103840975797946,0.020192459476759,0.0284883758462097,0.0268288148718409,0.00528358585069122,0.00580351075757637,0.0144679582839979
0.00763701597959736,0.0118642621652555,0.0333324438155697,0.0329728531047531,0.00446486266889265,0.00492661757652943,0.0126446167059313
0.010201806132315,0.0133383539516947,0.0365957641844509,0.0174138617593246,0.00234552115436775,0.00302542589342127,0.0153082263430669
0.00454023214567763,0.0120105205774749,0.0183521411208867,0.0194997512442495,0.00204597899678684,0.00561812429112544,0.0131871410147437
0.00730102237898909,0.0156500887845321,0.024219401525496,0.0294381051077461,0.00242823366645445,0.00837251621670432,0.0131883490125178
0.00566045909253716,0.00923430367995386,0.0283320291574973,0.0328027908706005,0.00235326194121504,0.00653411153224028,0.0125922435117973
0.0109665620983102,0.0111336943997364,0.0454504652831979,0.0338129216995202,0.00397579537031506,0.00549714467933934,0.013558131480396
0.00467029021496361,0.0150124758342409,0.0185372517974243,0.0424554417610144,0.00673311765790834,0.0129887479974186,0.0192457477369134
0.0103725783950835,0.010774951686693,0.0409358488811306,0.0258973190485524,0.00247326579011594,0.00820609933692169,0.013574516471814
0.0068541816842506,0.0129049812537492,0.0237325432241569,0.0257805949906174,0.00212340345444255,0.00613828101427081,0.0152713013776775
0.00631360464876997,0.0286305539350762,0.0234915783031941,0.0408219247636145,0.00189196725099452,0.00529415971705773,0.014995182515045
0.00555432633882068,0.00636676046361259,0.0216839463212516,0.0309591773885572,0.0022826679937314,0.0100086614054696,0.00982716681152034
