NODE	17	18	19	20	21	22	23	
N1	7.17078e-05	0.00203292	0.0163456	0.0684034	0.177968	0.317371	0.417807	
POCHCH_Timarcha_intricata	0	1	0	0	0	0	0	
N2	0.000219403	0.00361247	0.0255102	0.102068	0.236632	0.327621	0.304337	
POCHCH_Timarcha_metallica	0	0	0	0	0	1	0	
N3	3.8037e-05	0.0017161	0.0285335	0.178957	0.375648	0.288894	0.126213	
N4	7.18135e-06	0.000913321	0.0341393	0.29413	0.469482	0.172708	0.0286195	
N5	2.86695e-05	0.00218126	0.0524339	0.322369	0.439491	0.157268	0.0262271	
N6	0.000119175	0.0133251	0.249625	0.554481	0.171524	0.0106478	0.000278275	
N7	0.00147107	0.0795837	0.515944	0.365515	0.0366754	0.000803042	8.03535e-06	
N8	0.0117364	0.328388	0.564981	0.0920445	0.00282358	2.63605e-05	1.34119e-07	
POCHCH_Timarcha_hispanica	0	1	0	0	0	0	0	
N9	0.00467109	0.379846	0.596219	0.0191473	0.000115994	2.29091e-07	2.36441e-10	
POCHCH_Timarcha_aurichalcea	0	0	1	0	0	0	0	
POCHCH_Timarcha_fallax	0	1	0	0	0	0	0	
N10	0.0016737	0.108418	0.581317	0.292956	0.0154466	0.000186825	1.05925e-06	
N11	0.00476576	0.265375	0.63117	0.0968931	0.00178799	8.35863e-06	1.87785e-08	
N12	0.00301051	0.330551	0.646039	0.0202991	0.000100468	1.51531e-07	1.13429e-10	
N13	2.41475e-10	6.60873e-05	0.999915	1.93713e-05	5.49826e-11	4.91972e-17	1.77551e-35	
POCHCH_Timarcha_geniculata	0	0	1	0	0	0	0	
POCHCH_Timarcha_perezi	0	0	1	0	0	0	0	
POCHCH_Timarcha_cyanescens	0	1	0	0	0	0	0	
POCHCH_Timarcha_gougeleti	0	1	0	0	0	0	0	
POCHCH_Timarcha_montserratensis	0	0	0	1	0	0	0	
N14	0.000152709	0.0141498	0.249088	0.558006	0.168606	0.00974684	0.000251473	
POCHCH_Timarcha_goettingensis	0	0	1	0	0	0	0	
N15	6.97043e-05	0.00821536	0.193861	0.569688	0.21543	0.0124615	0.000273813	
N16	8.84869e-05	0.015297	0.271906	0.55827	0.148775	0.0056101	5.41297e-05	
POCHCH_Timarcha_cornuta	0	1	0	0	0	0	0	
N17	7.25685e-05	0.0129243	0.256684	0.555784	0.166231	0.00821356	8.98129e-05	
POCHCH_Timarcha_sinuaticollis	0	0	0	0	0	1	0	
N18	0.000491224	0.215468	0.763797	0.020146	9.73976e-05	1.277e-07	7.70401e-11	
POCHCH_Timarcha_interstitialis	0	1	0	0	0	0	0	
POCHCH_Timarcha_maritima	0	0	1	0	0	0	0	
POCHCH_Timarcha_recticollis	0	0	0	0	1	0	0	
POCHCH_Timarcha_granadensis	0	0	0	0	0	1	0	
N19	6.63003e-06	0.00119678	0.047827	0.366201	0.45786	0.113806	0.0131029	
N20	5.42613e-05	0.00454414	0.0912024	0.427862	0.391624	0.076886	0.00782769	
POCHCH_Timarcha_intermedia	0	1	0	0	0	0	0	
N21	6.70785e-05	0.00469413	0.0899885	0.419583	0.393251	0.0833247	0.00909147	
POCHCH_Timarcha_strangulata	0	0	0	0	1	0	0	
N22	0.000126237	0.00956305	0.18256	0.517702	0.262612	0.0262923	0.0011454	
N23	1.87046e-05	0.00328402	0.135698	0.513457	0.317796	0.029076	0.000670728	
POCHCH_Timarcha_espanoli	0	0	1	0	0	0	0	
N24	1.03449e-10	2.33385e-07	0.000178004	0.027827	0.735688	0.234994	0.00131225	
POCHCH_Timarcha_ventricosa	0	0	0	0	1	0	0	
POCHCH_Timarcha_rugosa	0	0	0	0	0	1	0	
POCHCH_Timarcha_scabripennis	0	0	1	0	0	0	0	
N25	2.18049e-05	0.00208676	0.0561249	0.365047	0.444172	0.117351	0.0151957	
N26	0.000707023	0.0254645	0.260763	0.508523	0.182795	0.0203767	0.00137069	
POCHCH_Timarcha_calceata	0	0	0	1	0	0	0	
POCHCH_Timarcha_marginicollis	0	0	1	0	0	0	0	
POCHCH_Timarcha_lugens	0	0	0	0	1	0	0	
N27	0.000109706	0.00355062	0.0420287	0.199314	0.358994	0.267439	0.128564	
N28	0.000204038	0.00611721	0.0656664	0.250655	0.372317	0.229467	0.0755733	
POCHCH_Timarcha_balearica	0	0	1	0	0	0	0	
POCHCH_Timarcha_insparsa	0	0	0	0	0	1	0	
N29	0.000631551	0.0136629	0.10458	0.307552	0.351687	0.168243	0.0536426	
POCHCH_Timarcha_tenebricosa	0	0	0	0	1	0	0	
POCHCH_Timarcha_pimelioides	0	0	1	0	0	0	0	
