NODE	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
N1	0.412435	0.303131	0.171126	0.0761269	0.0271154	0.00781397	0.00183472	0.000352757	5.57437e-05	7.261e-06	7.81542e-07	6.96691e-08	5.1547e-09	3.17239e-10	1.62766e-11	6.97816e-13	3.49601e-17	6.07098e-18	9.67339e-19	1.41616e-19	1.90745e-20	2.36701e-21	2.70996e-22	2.86652e-23	2.80534e-24	2.54372e-25	2.14e-26	1.67271e-27	1.21644e-28	8.24148e-30	5.20893e-31	3.07532e-32	1.6982e-33	8.78199e-35	4.25833e-36	1.93845e-37	8.29414e-39	3.34233e-40	1.29362e-41	7.03164e-43	
N2	0.283898	0.272222	0.206907	0.128005	0.0657059	0.0283856	0.0104315	0.00328739	0.000893961	0.000210815	4.32902e-05	7.76836e-06	1.2221e-06	1.69045e-07	2.0617e-08	2.22299e-09	2.12449e-10	1.80414e-11	1.3647e-12	9.21684e-14	5.57052e-15	3.01943e-16	1.47087e-17	6.45213e-19	2.55347e-20	9.13369e-22	2.95814e-23	8.69035e-25	2.32043e-26	5.64568e-28	1.2566e-29	2.5778e-31	4.95171e-33	9.21404e-35	1.76925e-36	3.80312e-38	9.56625e-40	2.76744e-41	9.3035e-43	5.66739e-44	
POCHCA_Agroiconota_propinqua	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.228815	0.234846	0.202197	0.148472	0.0939178	0.0515072	0.0245963	0.0102587	0.003746	0.00119999	0.000337841	8.3742e-05	1.83076e-05	3.53629e-06	6.04621e-07	9.1673e-08	1.23493e-08	1.48088e-09	1.58386e-10	1.51385e-11	1.29558e-12	9.94757e-14	6.86577e-15	4.26799e-16	2.39418e-17	1.21428e-18	5.57857e-20	2.32583e-21	8.81602e-23	3.0436e-24	9.58705e-26	2.76003e-27	7.27457e-29	1.75825e-30	3.90335e-32	7.97218e-34	1.50093e-35	2.62158e-37	4.49733e-39	1.40432e-40	
N4	0.143435	0.166786	0.177043	0.167632	0.138472	0.0981619	0.0590925	0.0300322	0.0128527	0.00463047	0.00140604	0.000360648	7.83701e-05	1.44766e-05	2.28153e-06	3.07963e-07	3.57429e-08	3.58108e-09	3.10938e-10	2.3488e-11	1.54943e-12	8.95867e-14	4.5563e-15	2.04538e-16	8.13156e-18	2.87213e-19	9.04076e-21	2.54371e-22	6.41549e-24	1.45441e-25	2.97154e-27	5.48552e-29	9.17181e-31	1.39223e-32	1.92298e-34	2.42238e-36	2.79159e-38	2.97247e-40	3.12585e-42	5.57054e-44	
N5	0.130513	0.159749	0.180996	0.179683	0.150209	0.103182	0.0574202	0.0256844	0.00919802	0.00263331	0.000602845	0.000110522	1.6266e-05	1.92775e-06	1.84647e-07	1.43521e-08	9.09199e-10	4.71572e-11	2.01197e-12	7.09491e-14	2.07782e-15	5.07788e-17	1.04046e-18	1.79585e-20	2.62301e-22	3.25659e-24	3.45186e-26	3.13699e-28	2.45431e-30	1.65971e-32	9.73859e-35	4.97663e-37	2.22285e-39	8.70813e-42	3.00213e-44	9.1374e-47	2.46295e-49	5.89977e-52	1.27672e-54	3.77484e-57	
N6	0.136719	0.165098	0.183738	0.179186	0.147176	0.0992306	0.0540884	0.0236304	0.00823751	0.00228716	0.000505824	8.9231e-05	1.25866e-05	1.42424e-06	1.2978e-07	9.56446e-09	5.72742e-10	2.80046e-11	1.12375e-12	3.71974e-14	1.02096e-15	2.33558e-17	4.47608e-19	7.22273e-21	9.86156e-23	1.14478e-24	1.13516e-26	9.65883e-29	7.08322e-31	4.4959e-33	2.48004e-35	1.19362e-37	5.03136e-40	1.86424e-42	6.09313e-45	1.76276e-47	4.53109e-50	1.04273e-52	2.23433e-55	6.56953e-58	
POCHCR_Pachybrachis_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.12781	0.156924	0.178807	0.179012	0.151365	0.10547	0.0596899	0.0272141	0.00995435	0.00291698	0.000685106	0.000129211	1.96256e-05	2.40958e-06	2.40172e-07	1.95264e-08	1.30145e-09	7.14835e-11	3.25296e-12	1.23304e-13	3.91409e-15	1.04601e-16	2.36567e-18	4.55077e-20	7.48302e-22	1.05683e-23	1.28789e-25	1.3603e-27	1.25064e-29	1.00499e-31	7.0867e-34	4.40172e-36	2.417e-38	1.17739e-40	5.10503e-43	1.97652e-45	6.85461e-48	2.13764e-50	6.12443e-53	2.49648e-55	
N8	0.150192	0.178088	0.192169	0.179926	0.140436	0.0889232	0.0449332	0.0179575	0.00565325	0.00140084	0.000273607	4.22467e-05	5.17766e-06	5.06094e-07	3.96646e-08	2.50683e-09	1.28519e-10	5.37715e-12	1.8472e-13	5.24168e-15	1.23595e-16	2.4357e-18	4.03459e-20	5.64815e-22	6.718e-24	6.82361e-26	5.9478e-28	4.46998e-30	2.90949e-32	1.64726e-34	8.14581e-37	3.53218e-39	1.34811e-41	4.54517e-44	1.35834e-46	3.61021e-49	8.56034e-52	1.81663e-54	3.48739e-57	8.89552e-60	
N9	0.146184	0.17529	0.191308	0.180464	0.141785	0.090723	0.0466885	0.0192027	0.006297	0.00164675	0.000344148	5.76724e-05	7.78394e-06	8.50449e-07	7.5637e-08	5.50826e-09	3.30462e-10	1.64331e-11	6.81494e-13	2.37121e-14	6.96311e-16	1.73562e-17	3.69256e-19	6.74126e-21	1.0615e-22	1.44875e-24	1.72186e-26	1.79008e-28	1.63483e-30	1.31694e-32	9.39345e-35	5.95466e-37	3.36653e-39	1.70316e-41	7.7349e-44	3.16301e-46	1.16809e-48	3.91128e-51	1.21902e-53	5.61568e-56	
POCHCL_Coptocephala_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCL_Lachnaia_sp	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N10	0.0966561	0.128717	0.164211	0.183472	0.170101	0.127226	0.0757146	0.0356404	0.0132527	0.0038995	0.000911376	0.000170071	2.54969e-05	3.09184e-06	3.05433e-07	2.47593e-08	1.65896e-09	9.25341e-11	4.32662e-12	1.70717e-13	5.72095e-15	1.63824e-16	4.03209e-18	8.57675e-20	1.585e-21	2.55739e-23	3.61964e-25	4.51395e-27	4.98076e-29	4.88208e-31	4.26694e-33	3.33715e-35	2.34342e-37	1.48227e-39	8.47078e-42	4.38627e-44	2.06365e-46	8.84788e-49	3.51198e-51	2.0537e-53	
POCHCL_Smaragdina_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCL_Macrolenes_dentipes	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N11	0.00245222	0.00676132	0.0199978	0.0503928	0.101921	0.161841	0.199644	0.190183	0.139413	0.0785121	0.0339719	0.0113149	0.00291099	0.00058136	9.06895e-05	1.11296e-05	1.08295e-06	8.42344e-08	5.28144e-09	2.69158e-10	1.12407e-11	3.87747e-13	1.11318e-14	2.67911e-16	5.44271e-18	9.3944e-20	1.38621e-21	1.75879e-23	1.92935e-25	1.83932e-27	1.53135e-29	1.11855e-31	7.19912e-34	4.09947e-36	2.07338e-38	9.34809e-41	3.7703e-43	1.3658e-45	4.53808e-48	2.18104e-50	
POCHCR_Cryptocephalus_venustus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N12	0.000699438	0.0020976	0.00753106	0.0237769	0.0603105	0.119188	0.180918	0.209186	0.183272	0.121303	0.0605983	0.0228748	0.00654524	0.00142669	0.000238451	3.07964e-05	3.09996e-06	2.4542e-07	1.5424e-08	7.76691e-10	3.16239e-11	1.05033e-12	2.86976e-14	6.50242e-16	1.23119e-17	1.96212e-19	2.64988e-21	3.05214e-23	3.01631e-25	2.57215e-27	1.90273e-29	1.22714e-31	6.93266e-34	3.44604e-36	1.51348e-38	5.89644e-41	2.04545e-43	6.34326e-46	1.78909e-48	7.08722e-51	
POCHCH_Exema_canadensis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Chlamisus_sp	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N13	0.0274016	0.0497825	0.088285	0.133092	0.166593	0.172653	0.148096	0.105096	0.0616775	0.0299266	0.0120073	0.00398632	0.00109639	0.000250266	4.75234e-05	7.52899e-06	9.98492e-07	1.11264e-07	1.04599e-08	8.33141e-10	5.6474e-11	3.27246e-12	1.62841e-13	6.98986e-15	2.59966e-16	8.41376e-18	2.37971e-19	5.906e-21	1.29126e-22	2.4965e-24	4.28383e-26	6.54692e-28	8.94127e-30	1.09474e-31	1.20533e-33	1.19691e-35	1.07505e-37	8.76968e-40	6.68834e-42	8.16815e-44	
N14	2.79848e-05	0.000137685	0.000764825	0.00350729	0.0127403	0.0363771	0.081284	0.141545	0.19131	0.199965	0.161152	0.0999219	0.0476198	0.0174466	0.00492157	0.00107207	0.000181085	2.38437e-05	2.46266e-06	2.00902e-07	1.3042e-08	6.78946e-10	2.85672e-11	9.7912e-13	2.75474e-14	6.40992e-16	1.24247e-17	2.02016e-19	2.77347e-21	3.23541e-23	3.2262e-25	2.76544e-27	2.04866e-29	1.31826e-31	7.40352e-34	3.64536e-36	1.5804e-38	6.05852e-41	2.08238e-43	9.96824e-46	
