NODE	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
N1	0.374956	0.294798	0.184348	0.0923821	0.0372911	0.0121703	0.0032205	0.000692618	0.000121321	1.73434e-05	2.02758e-06	1.94267e-07	1.52891e-08	9.90788e-10	5.30037e-11	2.34713e-12	8.62794e-14	1.17793e-17	1.88314e-18	2.75544e-19	3.696e-20	4.55198e-21	5.15578e-22	5.37918e-23	5.17808e-24	4.60639e-25	3.79376e-26	2.90367e-27	2.13168e-28	2.20059e-29	
N2	0.292012	0.261933	0.197827	0.126752	0.0693229	0.0325295	0.0131531	0.00459969	0.00139568	0.000368533	8.49181e-05	1.71202e-05	3.02782e-06	4.70949e-07	6.45867e-08	7.82951e-09	8.41084e-10	8.02681e-11	6.82218e-12	5.17668e-13	3.51561e-14	2.14222e-15	1.17436e-16	5.80974e-18	2.60459e-19	1.06525e-20	4.02417e-22	1.43994e-23	5.19738e-25	2.78248e-26	
N3	0.265523	0.245464	0.196295	0.136247	0.0821952	0.0431095	0.0196498	0.00778003	0.00267455	0.000798145	0.000206787	4.65338e-05	9.10244e-06	1.54938e-06	2.29802e-07	2.97455e-08	3.36609e-09	3.33651e-10	2.90268e-11	2.22108e-12	1.49808e-13	8.92651e-15	4.70959e-16	2.2051e-17	9.18349e-19	3.40987e-20	1.13204e-21	3.38719e-23	9.7054e-25	4.7635e-26	
N4	0.249172	0.234497	0.193931	0.141044	0.0900884	0.0504209	0.0246689	0.0105293	0.00391468	0.00126658	0.000356483	8.72884e-05	1.86042e-05	3.45452e-06	5.59501e-07	7.9154e-08	9.79753e-09	1.06296e-09	1.01278e-10	8.49177e-12	6.27901e-13	4.10337e-14	2.37527e-15	1.22068e-16	5.58289e-18	2.27925e-19	8.35167e-21	2.79191e-22	9.16112e-24	4.93065e-25	
N5	0.220272	0.2146	0.188831	0.148798	0.10396	0.0638307	0.0342098	0.0159296	0.00642575	0.00224192	0.000676143	0.0001763	3.97723e-05	7.77195e-06	1.31751e-06	1.94096e-07	2.48986e-08	2.78713e-09	2.72857e-10	2.34167e-11	1.76592e-12	1.17308e-13	6.88133e-15	3.5734e-16	1.64695e-17	6.75729e-19	2.48054e-20	8.27056e-22	2.69344e-23	1.45132e-24	
N6	0.161156	0.17378	0.178239	0.164712	0.132658	0.0916146	0.053862	0.0268773	0.0113719	0.0040798	0.00124199	0.000321216	7.06934e-05	1.32652e-05	2.12704e-06	2.92166e-07	3.44687e-08	3.5024e-09	3.07396e-10	2.33722e-11	1.54409e-12	8.89074e-14	4.47584e-15	1.9769e-16	7.69332e-18	2.65462e-19	8.217e-21	2.33926e-22	6.52953e-24	2.6278e-25	
POCHCR_Pachybrachis_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.211148	0.211583	0.193482	0.156772	0.109717	0.0651353	0.0324226	0.0134353	0.00461505	0.00131119	0.000307874	5.97596e-05	9.59928e-06	1.27823e-06	1.4141e-07	1.30312e-08	1.0032e-09	6.47232e-11	3.51115e-12	1.60715e-13	6.22905e-15	2.05167e-16	5.76354e-18	1.38594e-19	2.86318e-21	5.10017e-23	7.86292e-25	1.0548e-26	1.2724e-28	2.32038e-30	
N8	0.239304	0.231698	0.199308	0.149085	0.095075	0.0509589	0.0227524	0.00842132	0.00257877	0.000653303	0.000137114	2.38969e-05	3.46927e-06	4.21055e-07	4.28913e-08	3.68262e-09	2.67668e-10	1.65429e-11	8.73239e-13	3.95438e-14	1.54291e-15	5.20916e-17	1.52816e-18	3.91106e-20	8.7669e-22	1.72769e-23	3.00465e-25	4.63719e-27	6.59172e-29	1.47509e-30	
