NODE	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	
N1	1.82075e-06	3.1531e-05	0.000171473	0.000577543	0.00148986	0.00323426	0.00620995	0.0108595	0.0176184	0.0268461	0.0387428	0.0532641	0.0700476	0.0883702	0.107152	0.125022	0.14044	0.151881	0.158039	
N2	4.39123e-05	0.000361662	0.00125959	0.00308	0.00618353	0.0109072	0.0175004	0.0260508	0.0364189	0.0482049	0.0607656	0.0732868	0.0849008	0.0948201	0.102453	0.107468	0.109792	0.109547	0.106955	
ADCAHA_Calathus_auctus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
N3	3.49106e-05	0.000321927	0.00128769	0.00359036	0.00803028	0.0153321	0.0258508	0.0392948	0.0545921	0.0700017	0.083488	0.0932517	0.0982283	0.0983576	0.0945288	0.0882443	0.0811598	0.0746804	0.0697244	
N4	3.64203e-05	0.000335552	0.00133934	0.00372213	0.00829195	0.015766	0.0264765	0.0401002	0.0555303	0.0709944	0.0844304	0.0940219	0.0986987	0.098413	0.0940883	0.0872845	0.0797325	0.0729172	0.0678207	
ADCAHA_Calathus_freyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
N5	0.000819413	0.00751076	0.0287778	0.0717961	0.130719	0.181259	0.195534	0.166428	0.11308	0.062002	0.0277214	0.0102087	0.0031264	0.000803643	0.000175048	3.26937e-05	5.34916e-06	8.12305e-07	1.50368e-07	
ADCAHA_Calathus_ambiguus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.000313945	0.00474189	0.0287731	0.0980489	0.203067	0.264219	0.221003	0.121416	0.0447828	0.0113386	0.00201445	0.000256508	2.38856e-05	1.65817e-06	8.74948e-08	3.58767e-09	1.1812e-10	3.3533e-12	1.17007e-13	
N7	0.00289643	0.0245095	0.0821281	0.16807	0.232493	0.224635	0.153931	0.0756661	0.0269892	0.00707316	0.00138036	0.000203402	2.29491e-05	2.00985e-06	1.38445e-07	7.59829e-09	3.37772e-10	1.29698e-11	7.48025e-13	
ADCAHA_Calathus_fuscipes	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCAHA_Calathus_melanocephalus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N8	0.000184252	0.00360282	0.0265791	0.101533	0.219868	0.281647	0.219484	0.106541	0.0329472	0.0066374	0.000890538	8.13192e-05	5.16112e-06	2.32334e-07	7.56665e-09	1.82004e-10	3.32352e-12	4.95785e-14	9.72992e-16	
