NODE	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	
N1	0.306932	0.263738	0.194954	0.123248	0.0660053	0.0296324	0.0110433	0.00338877	0.00085094	0.000174094	2.89425e-05	3.90492e-06	4.27538e-07	3.80186e-08	2.75027e-09	1.62208e-10	7.82073e-12	3.09182e-13	2.51012e-17	4.11304e-18	6.13472e-19	8.34445e-20	1.03704e-20	1.17982e-21	1.2311e-22	1.18072e-23	1.04552e-24	8.86139e-26	1.06534e-26	
N2	0.173916	0.194129	0.202346	0.179445	0.128908	0.0733346	0.0326929	0.0113701	0.0030822	0.00065232	0.000108167	1.41219e-05	1.46019e-06	1.20359e-07	7.96352e-09	4.25958e-10	1.85507e-11	6.62447e-13	1.95315e-14	4.78661e-16	9.81379e-18	1.6938e-19	2.47564e-21	3.08169e-23	3.28493e-25	3.01429e-27	2.39617e-29	1.69742e-31	1.70151e-33	
N3	0.215034	0.215116	0.196062	0.15765	0.108433	0.0623053	0.0294374	0.0113264	0.00353044	0.000889494	0.000181123	2.9846e-05	3.98936e-06	4.33883e-07	3.85371e-08	2.80659e-09	1.68325e-10	8.35107e-12	3.4432e-13	1.18531e-14	3.42273e-16	8.32913e-18	1.71591e-19	3.00613e-21	4.49827e-23	5.77438e-25	6.39413e-27	6.28595e-29	9.01206e-31	
N4	0.142742	0.156229	0.166164	0.162758	0.140997	0.105256	0.0666246	0.0354031	0.0156984	0.00578949	0.00177341	0.000451229	9.54768e-05	1.6833e-05	2.47913e-06	3.05923e-07	3.17356e-08	2.77746e-09	2.05839e-10	1.29669e-11	6.97026e-13	3.20951e-14	1.2708e-15	4.34326e-17	1.28629e-18	3.31619e-20	7.518e-22	1.58496e-23	5.29414e-25	
N5	0.0903931	0.108701	0.133993	0.154861	0.158286	0.138468	0.10184	0.0623566	0.0316156	0.0132362	0.00457077	0.00130195	0.000306183	5.95427e-05	9.59521e-06	1.28456e-06	1.43275e-07	1.33555e-08	1.04391e-09	6.86581e-11	3.81325e-12	1.79498e-13	7.18768e-15	2.45755e-16	7.20201e-18	1.81657e-19	3.97386e-21	7.91803e-23	2.51442e-24	
N6	0.0905991	0.105613	0.125848	0.143207	0.147921	0.134508	0.105903	0.0715902	0.0413865	0.0204304	0.00861148	0.00310188	0.000956199	0.000252738	5.74069e-05	1.12333e-05	1.89874e-06	2.78016e-07	3.53662e-08	3.92038e-09	3.79854e-10	3.22718e-11	2.41215e-12	1.59253e-13	9.34058e-15	4.9211e-16	2.39357e-17	1.17225e-18	8.94863e-20	
POCHBR_Acanthoscelides_obtectus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.251839	0.239531	0.200084	0.144555	0.0888455	0.0458299	0.0196631	0.00698361	0.00205046	0.000498289	0.000100517	1.69e-05	2.37953e-06	2.8202e-07	2.82852e-08	2.41347e-09	1.76119e-10	1.10478e-11	5.98676e-13	2.8159e-14	1.15485e-15	4.14758e-17	1.30988e-18	3.65235e-20	9.02804e-22	1.98897e-23	3.95709e-25	7.55981e-27	2.27463e-28	
N8	0.21313	0.235473	0.228399	0.172547	0.0964634	0.0392917	0.0116713	0.00255152	0.000415992	5.13344e-05	4.8673e-06	3.59754e-07	2.10117e-08	9.82007e-10	3.71529e-11	1.15002e-12	2.94093e-14	6.26918e-16	1.1232e-17	1.70416e-19	2.20503e-21	2.44896e-23	2.34868e-25	1.95601e-27	1.42195e-29	9.06763e-32	5.09859e-34	2.57784e-36	1.80656e-38	
POCHBR_Bruchidius_saundersi	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHBR_Bruchidius_aureus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHBR_Bruchidius_urbanus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N9	0.0317983	0.0451166	0.0706349	0.105712	0.140645	0.160761	0.155182	0.125331	0.0842432	0.0469924	0.0217264	0.00832487	0.00264574	0.000698488	0.000153505	2.81543e-05	4.32211e-06	5.57147e-07	6.0514e-08	5.558e-09	4.33282e-10	2.87779e-11	1.63474e-12	7.97284e-14	3.35174e-15	1.22026e-16	3.8887e-18	1.15678e-19	5.66863e-21	
N10	0.00100188	0.0026303	0.00732828	0.0180788	0.0386304	0.0709192	0.111104	0.147644	0.165581	0.156066	0.123225	0.0813071	0.0447579	0.0205344	0.00784875	0.00249981	0.000663945	0.000147243	2.73151e-05	4.24841e-06	5.55509e-07	6.12569e-08	5.7164e-09	4.53144e-10	3.06421e-11	1.77746e-12	8.97315e-14	4.28619e-15	3.51083e-16	
POCHBR_Bruchus_rufimanus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N11	4.60347e-07	2.21267e-06	1.37658e-05	7.72484e-05	0.000371382	0.00151426	0.00520672	0.0150179	0.0361448	0.0722166	0.119188	0.16174	0.179703	0.162864	0.12003	0.0717698	0.0347662	0.013638	0.00433505	0.00111847	0.000234869	4.02884e-05	5.67047e-06	6.58277e-07	6.34345e-08	5.12583e-09	3.56711e-10	2.37831e-11	2.54595e-12	
POCHBR_Bruchus_pisorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
POCHBR_Spermophagus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
N12	0.025992	0.0392674	0.0667753	0.107801	0.151425	0.177034	0.168182	0.12814	0.077781	0.0375156	0.0143797	0.00438904	0.00107041	0.000209513	3.30799e-05	4.23686e-06	4.42801e-07	3.79917e-08	2.69237e-09	1.58557e-10	7.80624e-12	3.23177e-13	1.13148e-14	3.3686e-16	8.57366e-18	1.8761e-19	3.5661e-21	6.23212e-23	1.69077e-24	
POCHBR_Callosobruchus_analis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N13	0.0164276	0.02665	0.0508678	0.0927179	0.144709	0.183722	0.185041	0.145964	0.0896058	0.0427053	0.0158047	0.00455192	0.00102395	0.000180752	2.51769e-05	2.78404e-06	2.45982e-07	1.74816e-08	1.0061e-09	4.7209e-11	1.81813e-12	5.78474e-14	1.53027e-15	3.38654e-17	6.30712e-19	9.94293e-21	1.33605e-22	1.58083e-24	2.75673e-26	
N14	0.00615517	0.0116633	0.0273621	0.0609123	0.113982	0.170452	0.19915	0.179838	0.124929	0.0667132	0.0274456	0.00873724	0.00216561	0.000420987	6.47082e-05	7.93142e-06	7.82014e-07	6.25609e-08	4.09536e-09	2.21177e-10	9.93252e-12	3.73685e-13	1.18624e-14	3.19875e-16	7.37394e-18	1.46212e-19	2.5125e-21	3.88822e-23	9.34733e-25	
POCHBR_Callosobruchus_chinensis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHSA_Sagra_femorata	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N15	0.00197513	0.00534467	0.0176713	0.050651	0.112872	0.187237	0.22616	0.19672	0.122837	0.0552461	0.0180515	0.00433852	0.000778208	0.000105788	1.1066e-05	9.03842e-07	5.84388e-08	3.02925e-09	1.27373e-10	4.39142e-12	1.25373e-13	2.99099e-15	6.01256e-17	1.02631e-18	1.49814e-20	1.88267e-22	2.05219e-24	2.00166e-26	2.86891e-28	
POCHBR_Callosobruchus_subinnotatus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHBR_Callosobruchus_maculatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N16	0.134313	0.142954	0.147802	0.144691	0.131032	0.107886	0.0798252	0.0526849	0.0308789	0.0160316	0.00736395	0.0029918	0.00107544	0.0003423	9.65781e-05	2.41876e-05	5.38547e-06	1.06784e-06	1.88898e-07	2.98679e-08	4.22948e-09	5.37466e-10	6.14217e-11	6.32808e-12	5.89943e-13	5.0192e-14	4.00825e-15	3.36366e-16	4.90075e-17	
POCHBR_Pachymerus_sp	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHBR_Zabrotes_subfasciatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N17	0.230618	0.223945	0.194923	0.149777	0.0999015	0.0570037	0.0275194	0.0111555	0.00377951	0.00106769	0.00025134	4.93398e-05	8.09116e-06	1.11117e-06	1.28179e-07	1.24626e-08	1.02507e-09	7.16003e-11	4.26387e-12	2.17342e-13	9.52029e-15	3.59769e-16	1.17743e-17	3.34983e-19	8.31634e-21	1.80977e-22	3.49065e-24	6.36555e-26	1.82864e-27	
N18	0.205992	0.203337	0.183615	0.150308	0.110272	0.071698	0.0409265	0.0203611	0.00878359	0.00327479	0.0010533	0.000292086	6.98512e-05	1.44201e-05	2.57362e-06	3.97861e-07	5.33932e-08	6.23532e-09	6.35288e-10	5.66225e-11	4.42701e-12	3.04474e-13	1.84733e-14	9.91703e-16	4.72712e-17	2.01306e-18	7.80287e-20	2.9958e-21	1.9013e-22	
POCHDO_Donacia_hirticollis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N19	0.210448	0.208126	0.187863	0.15248	0.109433	0.0684072	0.0368062	0.0169006	0.00658584	0.00217076	0.000604288	0.000142043	2.82149e-05	4.74322e-06	6.76223e-07	8.19563e-08	8.46698e-09	7.47817e-10	5.66381e-11	3.69009e-12	2.07477e-13	1.00998e-14	4.2704e-16	1.57349e-17	5.07028e-19	1.436e-20	3.62275e-22	8.69584e-24	3.31784e-25	
POCHDO_Donacia_vulgaris	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N20	0.228131	0.221913	0.193908	0.150012	0.101094	0.0585087	0.0287692	0.0119304	0.00415391	0.00121159	0.000295865	6.05253e-05	1.03883e-05	1.49922e-06	1.82411e-07	1.87676e-08	1.63818e-09	1.21732e-10	7.72829e-12	4.20704e-13	1.97094e-14	7.97562e-16	2.79787e-17	8.53943e-19	2.27589e-20	5.31927e-22	1.10049e-23	2.12579e-25	6.51112e-27	
N21	0.292273	0.263463	0.200058	0.12798	0.068793	0.0309638	0.0116329	0.00363981	0.00094751	0.000205254	3.70481e-05	5.58431e-06	7.04982e-07	7.48007e-08	6.69631e-09	5.07885e-10	3.27765e-11	1.80771e-12	8.55801e-14	3.49293e-15	1.23437e-16	3.79283e-18	1.01747e-19	2.39245e-21	4.94988e-23	9.04542e-25	1.46788e-26	2.19356e-28	5.20366e-30	
N22	0.329811	0.302316	0.214133	0.107083	0.0365334	0.00854422	0.00139958	0.0001648	1.43081e-05	9.37348e-07	4.729e-08	1.87047e-09	5.89169e-11	1.49837e-12	3.11443e-14	5.34846e-16	7.6629e-18	9.24019e-20	9.45252e-22	8.26311e-24	6.21379e-26	4.04432e-28	2.2912e-30	1.13576e-32	4.95033e-35	1.90597e-37	6.51754e-40	2.02313e-42	8.3849e-45	
POCHDO_Donacia_clavipes	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
