NODE	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	
N1	9.70344e-06	2.7489e-05	0.000114333	0.000488487	0.00189764	0.00638503	0.0181467	0.0429063	0.0835603	0.133119	0.172624	0.181574	0.154526	0.106225	0.0589259	0.0263698	0.00952217	0.0027767	0.000654681	0.000125016	1.93745e-05	2.44269e-06	2.51212e-07	2.1136e-08	1.45941e-09	8.29712e-11	3.89729e-12	1.29336e-16	2.32821e-17	3.82987e-18	5.7676e-19	7.96599e-20	1.01088e-20	1.18072e-21	1.27159e-22	1.26491e-23	1.1642e-24	9.93086e-26	7.86446e-27	5.79254e-28	3.98352e-29	2.63658e-30	2.43088e-31	
N2	0.000541913	0.000998756	0.00227347	0.00527851	0.0116169	0.0234694	0.0427785	0.0696011	0.100368	0.127655	0.142715	0.139921	0.120123	0.0902301	0.0592867	0.0340845	0.0171574	0.00757011	0.00293159	0.000998083	0.000299292	7.92079e-05	1.85405e-05	3.84709e-06	7.09274e-07	1.16465e-07	1.70735e-08	2.24002e-09	2.63661e-10	2.79115e-11	2.66417e-12	2.29891e-13	1.79832e-14	1.2791e-15	8.30064e-17	4.93419e-18	2.69957e-19	1.3674e-20	6.45833e-22	2.86825e-23	1.20948e-24	4.95451e-26	2.75381e-27	
N3	0.00429288	0.00666158	0.012028	0.0218822	0.0377591	0.0601386	0.0870517	0.113363	0.131871	0.136341	0.124842	0.10099	0.0720536	0.0452932	0.0250707	0.0122175	0.00524262	0.00198177	0.000660368	0.000194147	5.04127e-05	1.15755e-05	2.35346e-06	4.24299e-07	6.79362e-08	9.67599e-09	1.22795e-09	1.39095e-10	1.40879e-11	1.27809e-12	1.0405e-13	7.6151e-15	5.01937e-16	2.98503e-17	1.60457e-18	7.8101e-20	3.44838e-21	1.38357e-22	5.05355e-24	1.68408e-25	5.15682e-27	1.54291e-28	8.17503e-30	
N4	0.0126915	0.0166969	0.0248269	0.0382624	0.0574249	0.0808357	0.104467	0.122415	0.129097	0.121942	0.102845	0.0772882	0.0516854	0.030733	0.016243	0.00763022	0.00318655	0.00118364	0.000391313	0.000115236	3.02577e-05	7.09148e-06	1.48528e-06	2.78357e-07	4.67422e-08	7.04274e-09	9.53528e-10	1.16182e-10	1.27591e-11	1.26489e-12	1.13376e-13	9.20256e-15	6.77488e-16	4.53092e-17	2.75706e-18	1.52886e-19	7.73844e-21	3.5817e-22	1.51985e-23	5.94643e-25	2.18478e-26	8.15777e-28	5.1315e-29	
N5	0.0121608	0.0162337	0.0246531	0.038797	0.0592347	0.0843457	0.109502	0.127917	0.13339	0.123548	0.101312	0.073398	0.0469168	0.0264391	0.0131305	0.00574659	0.00221686	0.00075417	0.000226406	6.00288e-05	1.40706e-05	2.91895e-06	5.36586e-07	8.75234e-08	1.26851e-08	1.63601e-09	1.88049e-10	1.92946e-11	1.77003e-12	1.45421e-13	1.07175e-14	7.09764e-16	4.23078e-17	2.27378e-18	1.10364e-19	4.84601e-21	1.92817e-22	6.96356e-24	2.28659e-25	6.84277e-27	1.88075e-28	5.04144e-30	2.33682e-31	
N6	0.00568862	0.00882966	0.0158324	0.0283067	0.047505	0.0729147	0.100947	0.124964	0.137498	0.1339	0.115058	0.0870499	0.0579017	0.0338292	0.017353	0.00781479	0.00309063	0.00107403	0.000328237	8.83135e-05	2.09448e-05	4.38484e-06	8.11583e-07	1.33027e-07	1.93437e-08	2.49996e-09	2.87701e-10	2.95399e-11	2.71136e-12	2.22915e-13	1.64487e-14	1.0915e-15	6.52642e-17	3.52322e-18	1.72051e-19	7.61488e-21	3.0604e-22	1.11903e-23	3.73094e-25	1.13858e-26	3.22076e-28	9.04053e-30	4.28644e-31	
POCHCR_Pachybrachis_sp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.000398479	0.000799262	0.00207889	0.00547772	0.0132731	0.0285611	0.0537652	0.087815	0.123776	0.149986	0.155815	0.138506	0.10521	0.0682393	0.0377804	0.0178562	0.00720764	0.00248662	0.000733993	0.000185613	4.0274e-05	7.51089e-06	1.20625e-06	1.67167e-07	2.00347e-08	2.08123e-09	1.8784e-10	1.47653e-11	1.01335e-12	6.08717e-14	3.20857e-15	1.48778e-16	6.08404e-18	2.19965e-19	7.0485e-21	2.00671e-22	5.08818e-24	1.15175e-25	2.33282e-27	4.23805e-29	6.93368e-31	1.05849e-32	2.61069e-34	
N8	8.48725e-05	0.00018255	0.000542782	0.00169332	0.00490369	0.0125757	0.028037	0.0539019	0.0889873	0.125837	0.152166	0.157172	0.138578	0.10427	0.0669604	0.0367168	0.0172045	0.00689651	0.00236824	0.000697819	0.000176765	3.85736e-05	7.26776e-06	1.18513e-06	1.67681e-07	2.06386e-08	2.21573e-09	2.08055e-10	1.71339e-11	1.24093e-12	7.92582e-14	4.4765e-15	2.24184e-16	9.98156e-18	3.96153e-19	1.40512e-20	4.46524e-22	1.27446e-23	3.27496e-25	7.5964e-27	1.5993e-28	3.20197e-30	1.07531e-31	
